定式ID,匹配步数,落子前缀
kj_53175,15,pd qc pc qd qe re rf qf pe rg rd sf rc qb rb
kj_34429,14,pd nc qf pc qc qb oc pb od ob nd mc tt qj
kj_20241,7,pc tt pe pi tt qi tt
kj_88871,6,pc qe od qh tt kd
kj_31070,15,pc pe qh qc qb qd ob nc od pg ph oh oi qg ni
kj_35540,7,pc qe od qh tt pk oi
kj_81109,6,pd nc lc ne pb kd
kj_75914,6,pd tt nc md nd mf
kj_28221,31,pc qe pg od pd pe oe oc ob nb pb of ne md me ld le kd ke jd pf re qf rc rb sb ra rf rg na qc
kj_18685,13,pd qc pc qd qe re qf rf qg rg qh oe nd
kj_82628,7,pc qe pg oe nd tt qd
kj_62315,10,pd pc qc oc qd lc od nd ne md
kj_70778,7,pc qe qi od oc nd mb
kj_55343,6,pc qe qd pe nc pi
kj_24362,12,pd nc tt qc pc qd pe pb ob qb lc oc
kj_96547,10,pd qc pc qd pe rf tt lc tt le
kj_05010,7,pd tt ld le me mf ne
kj_69051,6,pc qe pg oe nd pj
kj_37325,19,pd qc pc qd qe re rf qf pe rg rd sf rc qb tt pb ob oc nb
kj_80643,7,pd qc pc qd pe rf qg
kj_27642,7,pd tt nc md id tt mf
kj_31885,6,pc tt pe kd ke le
kj_50722,19,pd qc pc qd pe qf pf qg qe re rf rd qh rg pg rh qi oh tt
kj_39945,13,pd tt nc md id nd mc lc od kd le ld of
kj_61408,7,pc tt qf kd tt nc tt
kj_88007,13,pd qc pc qd pe rf tt lc jc le je lg oh
kj_30412,10,pd qc pc qd pe rf kc kd lc tt
kj_59704,7,pd tt nc tt jc he je
kj_22726,7,pc tt pe qi tt qg rf
kj_13063,25,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc nd md of mf nf mg ph qh qi pg
kj_09201,12,pc tt qf pd qd oc pe od pb qc qb kd
kj_56142,6,pd nc oc nd pf kd
kj_59918,15,pc tt qf pd qd oc pe od pb qc ob mc rc tt kc
kj_84732,15,pc tt pf qh tt pd qd qe pe od qc qf pg qg nd
kj_27761,8,pd tt nc qf qe pf ph nf
kj_42764,7,pd tt nc md mc kd he
kj_31070,15,pc pe qh qc qb qd ob nc od pg ph oh oi qg ni
kj_35540,7,pc qe od qh tt pk oi
kj_81109,6,pd nc lc ne pb kd
kj_75914,6,pd tt nc md nd mf
kj_59918,15,pc tt qf pd qd oc pe od pb qc ob mc rc tt kc
kj_84732,15,pc tt pf qh tt pd qd qe pe od qc qf pg qg nd
kj_27761,8,pd tt nc qf qe pf ph nf
kj_42764,7,pd tt nc md mc kd he
kj_50722,19,pd qc pc qd pe qf pf qg qe re rf rd qh rg pg rh qi oh tt
kj_39945,13,pd tt nc md id nd mc lc od kd le ld of
kj_61408,7,pc tt qf kd tt nc tt
kj_13063,25,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc nd md of mf nf mg ph qh qi pg
kj_09201,12,pc tt qf pd qd oc pe od pb qc qb kd
kj_56142,6,pd nc oc nd pf kd
kj_37326,18,pd qc pc qd qe re rf qf pe rg rd sf rc qb tt pb ob oc
kj_80643,7,pd qc pc qd pe rf qg
kj_27642,7,pd tt nc md id tt mf
kj_31885,6,pc tt pe kd ke le
kj_50722,19,pd qc pc qd pe qf pf qg qe re rf rd qh rg pg rh qi oh tt
kj_39945,13,pd tt nc md id nd mc lc od kd le ld of
kj_61408,7,pc tt qf kd tt nc tt
kj_24362,12,pd nc tt qc pc qd pe pb ob qb lc oc
kj_96547,10,pd qc pc qd pe rf tt lc tt le
kj_05010,7,pd tt ld le me mf ne
kj_69051,6,pc qe pg oe nd pj
kj_74573,16,pd qc pc qd qf qe pe rf tt qg pf qb tt pg ld ng
kj_37815,15,pd qc pc qd pe rf tt qb pb pg og oh qf qg nh
kj_88007,13,pd qc pc qd pe rf tt lc jc le je lg oh
kj_74573,16,pd qc pc qd qf qe pe rf tt qg pf qb tt pg ld ng
kj_37815,15,pd qc pc qd pe rf tt qb pb pg og oh qf qg nh
kj_88007,13,pd qc pc qd pe rf tt lc jc le je lg oh
kj_59918,15,pc tt qf pd qd oc pe od pb qc ob mc rc tt kc
kj_84732,15,pc tt pf qh tt pd qd qe pe od qc qf pg qg nd
kj_27761,8,pd tt nc qf qe pf ph nf
kj_42764,7,pd tt nc md mc kd he
kj_33670,14,pd nc qf tt kc pc qc qb oc pb od ob rc nd
kj_57834,10,pc tt pe oc od nc kc pb qc qb
kj_33522,7,pd tt nc tt qi lc tt
kj_55287,7,pc qe qd pe nc pi qk
kj_48031,15,pd nc qf pc qc qb oc pb od ob rc nd mb nb jc
kj_90328,8,pd qc pc qd pe rf lc tt
kj_76474,10,pd qc pc qd pe rf tt ld tt kg
kj_63117,8,pd nc lc jc nd od oe oc
kj_42199,6,pc qe od tt qi ri
kj_76506,7,pc tt qf pd oc tt qd
kj_58279,6,pc qe od pi tt lc
kj_86750,30,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me of qb md nc mc nb mb na le mf lf mg kh li
kj_83023,8,pc pd qd oc qc od pf tt
kj_70714,11,pd nc tt pf of og nf ng mf qg lc
kj_89946,7,pc tt pf qh tt lc tt
kj_33839,6,pc qe nd pi pf qf
kj_72182,6,pc qe od tt qi qk
kj_63777,23,pd qc pc qd qf qe pe rf qb rb re pb rc qa rd qb rg pf qg nc nf ld tt
kj_26113,16,pc pe qe qf qd pf nc pj ql tt pi qi qh rh qj ri
kj_08580,8,pd tt oc tt pg nd nc mg
kj_82698,6,pc tt pf tt lc kc
kj_33915,18,pd qc pc qd qf qe pe rf qg rg qh tt qb rb rc sc ra sb
kj_90348,13,pd qc pc qd qe re rf qf pe rg rd sf rc
kj_08026,9,pd tt nc md tt mc jc nb qg
kj_62650,6,pc tt pe qg pi qi
kj_25972,10,pd qc pc qd pe rf tt ld oh tt
kj_39393,8,pc tt qe oc od nc pb jc
kj_79098,6,pc tt pe tt qh lc
kj_74869,11,pd qc pc qd pe rf qg tt qf rg tt
kj_85532,7,pd tt nc md nd qg qe
kj_80823,22,pc tt pe pf qf qg pg of og qe rf nf re qd pd rg rd oi ng mg nh lf
kj_43294,9,pd nc tt qf pf pg of og oc
kj_66783,7,pd nd tt pc qc oc qd
kj_94858,10,pd nc oc nd pf jd tt qh qk re
kj_80651,7,pd tt nc re rd qe qd
kj_49784,6,pc qe nd pi ph tt
kj_67033,12,pd qc pc qd pe rf qb rb re pb qe ob
kj_90790,8,pd nc oc nd pf qh qj oh
kj_55343,6,pc qe qd pe nc pi
kj_91784,17,pd qc pc qd qf qe pe rf qb rb re pf qg rd of tt rg
kj_53522,7,pc qe qd pe nc pi oi
kj_86655,7,pc qe qi od oc nd nc
kj_70847,14,pd nc lc qc pc qd pe pb ob qb nb qf tt jc
kj_09320,8,pd nc oc nd qf tt jc tt
kj_03383,8,pc qe od qh qj tt qd oi
kj_12024,7,pc tt qe qf pf qg pe
kj_91251,11,pd nc qf pc qc qb rb pb qd kc tt
kj_34621,8,pc tt qe pf qf oc pd ld
kj_89743,6,pc qe od pg qd tt
kj_86528,6,pc qe nd tt ph qi
kj_64200,13,pc qe od tt qh pf oh nf ld rc tt jc ke
kj_71696,8,pd qc pc qd pe rf tt qg
kj_66586,7,pd nc pf oe pe pb tt
kj_69858,7,pd nc jc ie je jf ke
kj_17701,18,pd qc pc qd pe qe qf rf tt pf qg rg qh of qb rb oh nd
kj_38534,16,pd nc tt qc qd pc od nd oc ob pb qb nb pa ne me
kj_11634,11,pc qe od tt qh pf rd nf og me lc
kj_57691,9,pc qe qd pe nc pi tt od oc
kj_59725,9,pd tt nc qf pi qd qc rc rb
kj_04034,8,pc qe qd pe nc pi tt kd
kj_44555,21,pd qc pc qd pe rf qb rb re qe qf rd rg pf qg of ld kd le ke lf
kj_90848,10,pd nc oc nd pf qh ph pi oh rg
kj_81155,6,pd qc pc qd pe rf
kj_93040,21,pc tt qf pd od qc qd pe qe oc pb nd oe pf nc qg rg rh ob pg rf
kj_68473,17,pd qc pc qd pe rf qg tt qf rg rh qe qh pb ob qb tt
kj_54789,14,pd qc pc qd qf qe pe rf rg qg pf rh pg sg
kj_90980,9,pc pe qe qf qd pf nc pj oi
kj_86484,14,pd nc jc qc pc qd pe pb ob qb nb qf mc hc
kj_25840,7,pc tt qe oc od nd tt
kj_73689,7,pc qe od qh pf tt qf
kj_55393,6,pc qe qd pe nc qh
kj_77751,13,pc pe qe qf qd pf nc pj tt qm rh rg ph
kj_50064,7,pc qe od tt qi tt ql
kj_30850,6,pc tt pf mc lc ld
kj_64200,13,pc qe od tt qh pf oh nf ld rc tt jc ke
kj_71696,8,pd qc pc qd pe rf tt qg
kj_66586,7,pd nc pf oe pe pb tt
kj_69858,7,pd nc jc ie je jf ke
kj_25972,10,pd qc pc qd pe rf tt ld oh tt
kj_39393,8,pc tt qe oc od nc pb jc
kj_79098,6,pc tt pe tt qh lc
kj_33670,14,pd nc qf tt kc pc qc qb oc pb od ob rc nd
kj_57834,10,pc tt pe oc od nc kc pb qc qb
kj_33522,7,pd tt nc tt qi lc tt
kj_55287,7,pc qe qd pe nc pi qk
kj_93040,21,pc tt qf pd od qc qd pe qe oc pb nd oe pf nc qg rg rh ob pg rf
kj_68473,17,pd qc pc qd pe rf qg tt qf rg rh qe qh pb ob qb tt
kj_54789,14,pd qc pc qd qf qe pe rf rg qg pf rh pg sg
kj_90980,9,pc pe qe qf qd pf nc pj oi
kj_86750,30,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me of qb md nc mc nb mb na le mf lf mg kh li
kj_83023,8,pc pd qd oc qc od pf tt
kj_59918,15,pc tt qf pd qd oc pe od pb qc ob mc rc tt kc
kj_84732,15,pc tt pf qh tt pd qd qe pe od qc qf pg qg nd
kj_27761,8,pd tt nc qf qe pf ph nf
kj_42764,7,pd tt nc md mc kd he
kj_91251,11,pd nc qf pc qc qb rb pb qd kc tt
kj_34621,8,pc tt qe pf qf oc pd ld
kj_89743,6,pc qe od pg qd tt
kj_86528,6,pc qe nd tt ph qi
kj_11634,11,pc qe od tt qh pf rd nf og me lc
kj_57691,9,pc qe qd pe nc pi tt od oc
kj_59725,9,pd tt nc qf pi qd qc rc rb
kj_04034,8,pc qe qd pe nc pi tt kd
kj_33670,14,pd nc qf tt kc pc qc qb oc pb od ob rc nd
kj_57834,10,pc tt pe oc od nc kc pb qc qb
kj_33522,7,pd tt nc tt qi lc tt
kj_55287,7,pc qe qd pe nc pi qk
kj_91784,17,pd qc pc qd qf qe pe rf qb rb re pf qg rd of tt rg
kj_53522,7,pc qe qd pe nc pi oi
kj_86655,7,pc qe qi od oc nd nc
kj_33670,14,pd nc qf tt kc pc qc qb oc pb od ob rc nd
kj_57834,10,pc tt pe oc od nc kc pb qc qb
kj_33522,7,pd tt nc tt qi lc tt
kj_55287,7,pc qe qd pe nc pi qk
kj_67033,12,pd qc pc qd pe rf qb rb re pb qe ob
kj_90790,8,pd nc oc nd pf qh qj oh
kj_55343,6,pc qe qd pe nc pi
kj_74869,11,pd qc pc qd pe rf qg tt qf rg tt
kj_85532,7,pd tt nc md nd qg qe
kj_77751,13,pc pe qe qf qd pf nc pj tt qm rh rg ph
kj_50064,7,pc qe od tt qi tt ql
kj_30850,6,pc tt pf mc lc ld
kj_80823,22,pc tt pe pf qf qg pg of og qe rf nf re qd pd rg rd oi ng mg nh lf
kj_23775,8,pd nc oc nd qf tt lc jc
kj_97926,6,pc tt qf tt qj qk
kj_42792,13,pc pe qe qf qd pf tt nd nc mc nb pd qc
kj_27180,10,pd qc pc qd pe rf kc qg tt md
kj_24766,8,pc pe qg qc qd pd qe qf
kj_81155,6,pd qc pc qd pe rf
kj_15164,14,pd pc qc oc qb kc od nd nc mc nb mb ne md
kj_52871,10,pd qc pc qd pe rf tt qg ld le
kj_57630,10,pd qc pc qd pe rf tt qg ld ic
kj_55991,9,pc pe qe qf qd pf nc tt ph
kj_80711,12,pd nc nd md ne ob me ld le qc qd rc
kj_96507,11,pd tt nc qf qe tt pf mc mb nb lb
kj_28651,10,pc qe nd qh tt lc qd pe mc ld
kj_21151,7,pd tt nc tt qg oi tt
kj_05445,25,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me mf mc qb re le md kc qg lf
kj_84299,6,pc pd qd oc qc od
kj_31332,13,pc pe qe qf qd pf nc pj pl tt qj qi qk
kj_05874,9,pd nc oc nd pf jd nb mb ob
kj_14875,6,pc qe tt ph qd pe
kj_31421,15,pc tt pe pf of qe oe qd pg qf qc qg ph qi tt
kj_63849,10,pc qe tt mc od me pf qf pg qh
kj_81954,9,pc qe tt od oc nd mc tt md
kj_34583,19,pc tt qf pd qd oc pe od pb qc qb oe of nf og ng oh rc rb
kj_80709,13,pd nc nd md ne ob me ld le qc qd rc kd
kj_46813,9,pc tt pf qh qj pj pk pi rg
kj_26777,7,pc qe qg tt pf tt pe
kj_08504,13,pd nc tt qf pf pg of qd qc qe pc lc hc
kj_58748,7,pd tt nc qf qh tt ql
kj_53439,7,pd tt nc md tt qg qe
kj_93733,6,pc qe nd lc tt ph
kj_79117,17,pd tt nc qf tt qd qc rc qe rd re pe rf pc od pb qg
kj_45387,6,pc qe pg oe nd og
kj_45858,15,pd qc pc qd qf qe pe rf tt qg pf qb oh ol tt
kj_00561,13,pd qc pc qd pe rf qg qf pf qh pg rg ph
kj_30658,8,pd nc nd qc qd pc od oc
kj_48423,6,pd tt nc qf qh oj
kj_90367,11,pc qe qg od pd pe oe of ne pg md
kj_98659,10,pd pc qc oc qd kc mc od kd oe
kj_75722,7,pd tt nc md nd mf tt
kj_48313,15,pc tt qf pd qd oc pe od pb qc ob mc rc jd hd
kj_47157,14,pd qc pc qd pe rf tt qg tt ld pg ph oh pi
kj_82953,12,pd qc pc qd pe rf tt ld qf rg ph qb
kj_51723,6,pc tt qf pd qc od
kj_39175,22,pd nc tt qf pf pg of qd qc qe nd pe od rc pb qb pc jd rb sb qa tt
kj_80203,18,pd qc pc qd qf qe pe rf qb qg pf rh rc rd sd re tt lc
kj_72973,9,pd qc pc qd qe re qf rf qg
kj_47527,13,pd qc pc qd pe qe qf rf qg rg qh tt lc
kj_06818,9,pd nc qf tt kc tt oc nd ke
kj_35222,8,pc qe pg tt pe tt qd tt
kj_51577,7,pc qe tt od qd rd rc
kj_31172,9,pd tt nc qf qi qk oi ok ng
kj_57927,9,pd nc qf tt oc nd nb mb ob
kj_21082,9,pc tt pe oc od nc pb nd qh
kj_91311,7,pc tt qf tt kc tt ke
kj_97744,10,pc pe qe qf qd pf nc pj tt pm
kj_79443,9,pd qc pc qd qf qe pe rf mc
kj_07243,8,pd nc lc jc qf pc qc qb
kj_87121,6,pc qe od pg tt md
kj_92184,17,pd qc pc qd qf qe pe rf tt ld qg rg qh of ne lf mg
kj_93706,12,pd qc pc qd pe rf tt lc le ke kf je
kj_18970,7,pd tt nc rd qf rf qg
kj_89646,6,pc tt pe pf qe oc
kj_71696,8,pd qc pc qd pe rf tt qg
kj_36266,6,pc tt pe pi qi ph
kj_91072,18,pd nc tt qf pf pg of qd qc qe pc kc ld lc pi og nd qh
kj_30087,10,pd qc pc qd qe re qf rf qg oe
kj_16535,36,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me mf mc qb re le md qh rb ra rc mb lb nb lf kb la sd nf of mg
kj_08788,8,pc pd qc od re oc pf kd
kj_74372,17,pd qc pc qd qf qe pe rf tt qg pf qb tt ld tt mg oh
kj_17488,10,pc qe nd lc tt qc qb rc me jd
kj_46475,7,pc tt pe qg og pi oi
kj_69821,6,pc tt qe pf pe qf
kj_80773,15,pc tt pe pf qf qg pg of og qe rf nf re ng qh
kj_51759,11,pc pe qh oc ob od nb qc qb pd pb
kj_60329,10,pd qc pc qd pe rf tt qb pb ld
kj_71372,7,pc tt pe mc tt qg md
kj_53766,11,pd nc qf pc qc qb oc pb od ob me
kj_45786,6,pc tt pf kd tt qh
kj_59612,13,pc qe tt od oc nd mc le qd rd rc pd qc
kj_53844,7,pd qc pc qd qf qe pf
kj_59174,6,pc qe od of qd re
kj_69051,6,pc qe pg oe nd pj
kj_78673,9,pc qe qd pe nc pi qk tt oj
kj_65891,8,pc pe qe qf qd pf nc me
kj_62408,7,pc tt qe oc od nc nd
kj_94435,7,pd nc qf tt oc nd qi
kj_72170,22,pd qc pc qd qf qe pe rf qb rb re rd rg pf qg of oh mf ld pb ob qa
kj_95657,10,pd nc qf tt jc pc qc qb rc lc
kj_51915,10,pd nc tt qf nd md oc ne od nb
kj_75252,7,pc qe od qh tt lc ld
kj_02553,16,pd tt nc qf tt qd qc rc qe rd pf re pe qg tt jc
kj_83426,8,pc qe qd pe nc pi tt pm
kj_92342,7,pc qe od qh tt lc pi
kj_72989,6,pd tt nc qf tt rd
kj_20270,31,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me re qb md nc mf le nb mc mb lc lb pb oc kc rd
kj_53085,7,pc qe qh od oc nd mb
kj_48141,16,pd nc tt qf pf pg of qc qe pc qg tt mc nd mb nb
kj_52491,14,pd tt nc qf tt qd qc rc qe rd pe re pf qg
kj_56020,14,pc tt pf qh tt pd qd qe pe od qc re nb pj
kj_03317,13,pd nc qg tt lc ld md mc nd oc pc od oe
kj_75960,16,pc qe nd lc tt qc qb rc pf pe mc ld nf oe ne of
kj_51090,13,pd qc pc qd qf qe pe rf tt qg pf qb mc
kj_70321,6,pc tt qf kd tt ke
kj_03392,14,pc tt pe pf qf qg pg of qh rg rf rh ph qi
kj_13268,12,pc qe qh od oc nd mb oh pj lc mc md
kj_53449,12,pc qe nd pi qg pg ph qh oh rg qi qf
kj_91291,10,pd qc pc qd pe rf tt qg tt og
kj_64959,9,pc pe qe qf qd pf nd tt pi
kj_31927,15,pd tt nc qf qh qd qc rc pe qe pf tt qg qb pc
kj_02085,11,pd qc pc qd pe qe qf rf kd qg pf
kj_82577,10,pd nc qf pc qc qb rb pb qd kc
kj_03214,8,pc qe qd pe nc tt qi oi
kj_71442,23,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me of qb md pb mc oc tt
kj_13646,11,pd qc pc qd qf rf pe rg tt ph tt
kj_53449,12,pc qe nd pi qg pg ph qh oh rg qi qf
kj_91291,10,pd qc pc qd pe rf tt qg tt og
kj_64959,9,pc pe qe qf qd pf nd tt pi
kj_23775,8,pd nc oc nd qf tt lc jc
kj_97926,6,pc tt qf tt qj qk
kj_90367,11,pc qe qg od pd pe oe of ne pg md
kj_98659,10,pd pc qc oc qd kc mc od kd oe
kj_75722,7,pd tt nc md nd mf tt
kj_31332,13,pc pe qe qf qd pf nc pj pl tt qj qi qk
kj_05874,9,pd nc oc nd pf jd nb mb ob
kj_14875,6,pc qe tt ph qd pe
kj_03392,14,pc tt pe pf qf qg pg of qh rg rf rh ph qi
kj_13268,12,pc qe qh od oc nd mb oh pj lc mc md
kj_34583,19,pc tt qf pd qd oc pe od pb qc qb oe of nf og ng oh rc rb
kj_80709,13,pd nc nd md ne ob me ld le qc qd rc kd
kj_46813,9,pc tt pf qh qj pj pk pi rg
kj_26777,7,pc qe qg tt pf tt pe
kj_16535,36,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me mf mc qb re le md qh rb ra rc mb lb nb lf kb la sd nf of mg
kj_08788,8,pc pd qc od re oc pf kd
kj_90367,11,pc qe qg od pd pe oe of ne pg md
kj_98659,10,pd pc qc oc qd kc mc od kd oe
kj_75722,7,pd tt nc md nd mf tt
kj_41618,15,pc qe od tt qh qk pf qc qb rb rc qd ra oe pe
kj_16180,12,pd qc pc qd pe rf tt mc qf qg pg rg
kj_97279,7,pd tt nc tt qf lc ld
kj_23097,6,pc qe nd tt qg ri
kj_11226,26,pd qc pc qd pe qf tt rg tt ld jc jd kd kc ke lb jb le id og lf mf kf ne tt if
kj_86439,13,pd qc pc qd pe rf tt kc tt ke tt kf tt
kj_01845,7,pc tt pe tt pi tt nk
kj_62632,13,pd qc pc qd qf rf qg rg qh lc tt qe pe
kj_84485,9,pc tt pf qh ph pi oh qg qf
kj_35283,8,pd pc oc qc od re kd pf
kj_98671,7,pd tt nc qf tt md mc
kj_70922,22,pc tt qf pd oc qd od pf pg oe qc rd of pe ne qg qh og rg nf me pi
kj_03268,10,pc qe nd qc qb pd rc oc qd pb
kj_64961,6,pd tt nc qf rd of
kj_55343,6,pc qe qd pe nc pi
