定式ID,匹配步数,落子前缀
kj_22695,8,pc qe pg oe nd og oh ng
kj_98558,6,pd nc qf pb qc kc
kj_98558,6,pd nc qf pb qc kc
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_13534,12,pc pe qe qf qd pf nc tt pj mf nj md
kj_56476,6,pc pe nd qc qb qd
kj_56326,12,pd nc ld qc pc qd pe pb ob qb oc qf
kj_53501,7,pc qe od tt pf qg tt
kj_91995,7,pc qe ph tt qd od pd
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_13495,8,pd nc oc nd pf jd jc kd
kj_30759,7,pc qe tt qh qd pe nc
kj_86422,8,pd nc tt qf oe qc tt pc
kj_69353,7,pd nc qf ne oc nb ng
kj_85216,6,pd nc pf tt pi tt
kj_94660,6,pc tt qe kc tt oc
kj_60790,6,pd nc pf qh qj oh
kj_66382,7,pd tt nc mc md lc nd
kj_91261,9,pc tt qe oc od nc pb nd oe
kj_09476,6,pd nc qf jc lc tt
kj_40299,6,pd nc qf pb qc tt
kj_26251,6,pd tt nc qi tt rd
kj_54125,6,pd nc qf pb lc qc
kj_85254,6,pc tt qe pf pe nf
kj_49193,11,pd nc kd qf pf pg of qc qe pc tt
kj_78152,7,pd pc oc qd qc pb qb
kj_03039,14,pd nc qf pc qc qb oc pb od ob rc lc tt qh
kj_50511,10,pc pe qe qf qd pf nc pj tt ql
kj_43197,10,pd nc lc pf nd md mc qd ne qc
kj_32956,6,pd nc pf kc oc nd
kj_74845,10,pd nc pf qc pc pb ob qb oc re
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_65477,6,pd nc pf tt kd tt
kj_31352,7,pd tt nc tt qh tt oi
kj_56142,6,pd nc oc nd pf kd
kj_47660,13,pc qe tt nd od oe nc md mc ld lc kd jc
kj_53303,6,pc pe qe qf qd pg
kj_16971,11,pc pe qe qf qd pg tt nd tt ob pb
kj_53303,6,pc pe qe qf qd pg
kj_14529,6,pd nc qf qi tt pb
kj_61806,6,pd nc qf tt kd tt
kj_39947,10,pc pe qe qf qd pf nc qj ql tt
kj_88689,8,pd nc lc ne pf kd kc jd
kj_84817,11,pc qe tt od oc nd nc md mc ld kc
kj_27212,15,pc qe tt nd pe pd od qd oc oe pf qc nc of pg
kj_71774,10,pc qe qi od oc nd nc md lc qk
kj_05820,8,pd nc oc nd pf kc ie ke
kj_91995,7,pc qe ph tt qd od pd
kj_26627,12,pc pe qe qf qd pf nc tt ph mf nh md
kj_54125,6,pd nc qf pb lc qc
kj_57949,9,pd nc lc pf nd md mc qd nb
kj_27986,6,pc tt qh tt kd tt
kj_29298,6,pc pe qg qc mc pd
kj_30441,9,pd nc qf tt lc ne oc nb le
kj_46971,9,pc pe qe qf qd pf nc qj ql
kj_92999,7,pd nc kd tt oc nd pf
kj_15203,6,pd tt nd tt qi tt
kj_53267,6,pd kc tt nc oc nd
kj_72225,6,pc qe od tt kc tt
kj_34325,7,pd nc qf tt kd pc qc
kj_03006,6,pd tt nc tt kd je
kj_78490,6,pd nc qf tt oc tt
kj_94055,7,pd nc qf pb tt pg qg
kj_55393,6,pc qe qd pe nc qh
kj_67159,6,pd nc tt pf nd md
kj_68721,6,pd nc qf tt qi tt
kj_58702,8,pc pe qe qf qd tt pf tt
kj_49862,7,pd nc qf tt oc nd lc
kj_13318,7,pd nc qf pb mc md lc
kj_59746,7,pd tt nc tt qh qf tt
kj_77256,6,pd nc lc ne oc nb
kj_54125,6,pd nc qf pb lc qc
kj_49916,6,pc tt pe qh tt re
kj_51290,7,pd nc nd md oc ne od
kj_67315,6,pc qe od tt pf qi
kj_29298,6,pc pe qg qc mc pd
kj_62074,6,pd nc qf tt kc pb
kj_53123,6,pd nc kd qf nd qc
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_66029,6,pd nc tt pf oc nd
kj_71794,13,pd nc kd qc pc qd pe pb ob qb oc qf og
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_93263,8,pd nc oc nd pf jc lc ld
kj_50897,7,pd nc lc qc qd pc od
kj_74845,10,pd nc pf qc pc pb ob qb oc re
kj_37631,6,pc tt qf nc ne ld
kj_80217,6,pc qe pg of od og
kj_55199,7,pd nc lc ne pf kd oc
kj_84123,6,pc tt qf tt lc le
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_29298,6,pc pe qg qc mc pd
kj_43452,6,pc tt qe tt lc tt
kj_73962,10,pc pe qe qf qd pf nc pj pl nl
kj_77452,7,pc pe oe qc pd qd of
kj_73909,6,pd nc qf ne oc nb
kj_78668,11,pc qe pg qg qh ph og qi rh rg ri
kj_98322,6,pd nc lc ld kc ne
kj_65701,6,pc pe qe qf qd mf
kj_49521,6,pc tt qf tt lc kc
kj_03715,7,pd nc qf pb qc kd tt
kj_45506,7,pc qe od oe ne of nf
kj_32863,11,pc pe qe qf qd pf nc qj tt pd qc
kj_60998,6,pd nc qf pb tt qh
kj_54177,6,pd tt nc tt pi qi
kj_29298,6,pc pe qg qc mc pd
kj_60118,6,pd tt nc tt qe tt
kj_82480,13,pd nc tt pf nd md ne oc pe qb tt rf tt
kj_14192,9,pd nc qf tt lc tt oc nd le
kj_56142,6,pd nc oc nd pf kd
kj_75682,7,pc pe qe pd qd oc qf
kj_40335,6,pc qe tt qh tt mc
kj_74597,6,pd tt nc tt kd tt
kj_87918,15,pc qe tt od oc nd mc tt md me le mf lf mg tt
kj_71154,7,pc pe qe qf qd pg pj
kj_29298,6,pc pe qg qc mc pd
kj_19247,7,pc pe qg qc qb qd mc
kj_03907,6,pc pe oe of od pg
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_93524,6,pd nc qf pb tt qc
kj_26686,14,pc qe tt od oc nd mc md lc ld tt nc nb kc
kj_19247,7,pc pe qg qc qb qd mc
kj_26340,7,pd tt nc qf tt lc rd
kj_15829,6,pc qe od tt qd pe
kj_74845,10,pd nc pf qc pc pb ob qb oc re
kj_37429,10,pc pe qe pd qd oc qf pb qc nd
kj_43452,6,pc tt qe tt lc tt
kj_32712,22,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc nd md of mf nf mg oh
kj_26963,8,pd nc qf tt lc pb qc od
kj_29298,6,pc pe qg qc mc pd
kj_49887,6,pd tt nc qi tt qf
kj_40455,15,pd nc pf qc pc pb ob qb oc re rf qe qf nb oa
kj_27321,6,pc tt qe tt kc ke
kj_50021,7,pc qe nd tt qd tt qi
kj_74597,6,pd tt nc tt kd tt
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_70259,6,pc pe qe qf qd tt
kj_65449,8,pd tt nc tt qh qf qe pf
kj_40721,6,pc tt qe oc pd ld
kj_66382,7,pd tt nc mc md lc nd
kj_19247,7,pc pe qg qc qb qd mc
kj_39947,10,pc pe qe qf qd pf nc qj ql tt
kj_18716,11,pc pe qe pd qd oc qf pb qc nd tt
kj_29298,6,pc pe qg qc mc pd
kj_61745,7,pd nc oc nd qf jc lc
kj_55878,6,pc qe od qh qj ql
kj_92555,9,pc pe qe qf qd pf nc qj tt
kj_98285,6,pc qe od tt lc md
kj_53303,6,pc pe qe qf qd pg
kj_77454,6,pc pe oe qc pd qd
kj_81964,6,pd nc lc tt qf tt
kj_95154,6,pc tt qe pf qf pg
kj_23282,6,pd nc qf tt jc jb
kj_37429,10,pc pe qe pd qd oc qf pb qc nd
kj_15203,6,pd tt nd tt qi tt
kj_53267,6,pd kc tt nc oc nd
kj_72225,6,pc qe od tt kc tt
kj_83001,8,pd nc qf tt oc nd jd hc
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_67302,6,pd nc pf qh tt ne
kj_37429,10,pc pe qe pd qd oc qf pb qc nd
kj_78863,6,pc tt pe lc tt qg
kj_15510,6,pd nc pf qh oh rf
kj_32919,8,pd nc pf qh qj pj pk pi
kj_35273,7,pd nc qf tt kc ic tt
kj_71636,6,pd nc lc tt qf jc
kj_56620,6,pc qe od tt qh rc
kj_33350,6,pd nc qf pb qc pg
kj_98558,6,pd nc qf pb qc kc
kj_74845,10,pd nc pf qc pc pb ob qb oc re
kj_37631,6,pc tt qf nc ne ld
kj_80217,6,pc qe pg of od og
kj_20980,6,pd nc lc ne qg jc
kj_54125,6,pd nc qf pb lc qc
kj_53303,6,pc pe qe qf qd pg
kj_45941,6,pc tt qe pf pe of
kj_41526,13,pd nc lc qf pf pg of qc qe pc qg md ld
kj_22012,9,pd tt nc qf tt of qe rf me
kj_88888,6,pc tt qe pb oc ob
kj_51530,17,pd qc pc qd qe re rf qf pe rg rd sf rc pf tt oe nd
kj_21583,7,pc qe od tt kc kd ld
kj_91995,7,pc qe ph tt qd od pd
kj_32956,6,pd nc pf kc oc nd
kj_87287,7,pd nc pf tt qi tt oc
kj_64125,7,pc qe qg od oc nd mc
kj_65874,6,pc tt qi ri qh rh
kj_96262,12,pc qe tt nd od oe nc md mc ld lc kd
kj_65271,8,pc qe tt nd pe pd od qd
kj_92555,9,pc pe qe qf qd pf nc qj tt
kj_39717,6,pd nc qf pb qc ld
kj_72931,7,pd tt nc re qd qh qi
kj_81095,6,pc qe tt nd tt pd
kj_29298,6,pc pe qg qc mc pd
kj_52407,8,pc pe qe qf qd pg tt nd
kj_16990,7,pd nc kd ne pf id kf
kj_53303,6,pc pe qe qf qd pg
kj_10885,14,pd nc qf qc pc pb ob qb oc re rf qe pe pf
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_92739,10,pc qe qi nd pe pf oe qd oc qc
kj_97640,8,pc pe qe qf qd pg nd tt
kj_11311,9,pc pe nc qc qd pd rc qb pb
kj_92647,8,pc pe qe qf qd pf nc qj
kj_49910,6,pd nc lc ld kc kd
kj_40708,19,pd nc lc qc qd pc od nd oc ob pb qb nb pa ne mb md na mf
kj_21809,7,pd nc pf tt kd tt kc
kj_56476,6,pc pe nd qc qb qd
kj_82355,9,pc pe qe qf qd tt pf qg of
kj_30441,9,pd nc qf tt lc ne oc nb le
kj_75889,7,pc tt qf tt mc ke tt
kj_88069,7,pd nc jc pf nd md ne
kj_53303,6,pc pe qe qf qd pg
kj_92647,8,pc pe qe qf qd pf nc qj
kj_79819,6,pd nc lc tt ic pf
kj_84568,8,pd nc lc qf nd qc qd pc
kj_50897,7,pd nc lc qc qd pc od
kj_63541,7,pc tt qe oc od nc pb
kj_48749,6,pd nc lc tt pf jc
kj_30861,8,pd nc qf ne pb pg pf ng
kj_41753,6,pd tt nc qh qf oh
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_59940,10,pd nc qf qc pc pb ob qb oc re
kj_79012,18,pd nc lc qc qd pc od nd oc ob pb qb nb pa ne mb md na
kj_41442,6,pd kd tt kc tt qf
kj_51498,6,pd nc qf tt pb ne
kj_11005,7,pd nc pf tt kd oe pe
kj_54125,6,pd nc qf pb lc qc
kj_19247,7,pc pe qg qc qb qd mc
kj_39717,6,pd nc qf pb qc ld
kj_81277,13,pd nc kc qc pc qd pe pb ob qb oc qf og
kj_76185,8,pd nc qf tt oc nd tt kc
kj_70870,7,pc qe ph od pd pe oe
kj_68721,6,pd nc qf tt qi tt
kj_27986,6,pc tt qh tt kd tt
kj_29298,6,pc pe qg qc mc pd
kj_66881,9,pd nc kd pf nd qc oc qd mc
kj_69699,6,pd tt nc tt kc tt
kj_50354,9,pd nc qf tt lc ld kd ke kc
kj_05395,7,pc tt qe pf qf ph nf
kj_27813,6,pc qe tt md od pg
kj_56620,6,pc qe od tt qh rc
kj_75889,7,pc tt qf tt mc ke tt
kj_77099,6,pd tt nc tt qe lc
kj_53303,6,pc pe qe qf qd pg
kj_88910,8,pc tt qe pb oc ob qb nc
kj_16316,6,pd nc pf tt md tt
kj_54125,6,pd nc qf pb lc qc
kj_61474,8,pc pe qe qf qd pf nc pj
kj_61807,6,pd nc oc nd pf lc
kj_66974,13,pd nc lc pf nd md mc qd oc qc qh qg ph
kj_53123,6,pd nc kd qf nd qc
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_52245,9,pd tt nc qf qe pf qh mf md
kj_42851,9,pc pe tt qc qb qd mc tt qh
kj_03715,7,pd nc qf pb qc kd tt
kj_29298,6,pc pe qg qc mc pd
kj_41537,6,pd nc qf tt pb tt
kj_38632,7,pc pe tt qc tt pb oc
kj_37415,7,pd tt nc md tt nd oc
kj_36007,6,pd nc qf tt ld tt
kj_19247,7,pc pe qg qc qb qd mc
kj_65472,10,pd nc lc pf nd qc qd pc od nb
kj_80853,8,pc qe pi od oc nd mc tt
kj_58778,6,pc tt pe tt lc qg
kj_98558,6,pd nc qf pb qc kc
kj_03373,9,pd nc qf tt lc pb qc od le
kj_70251,7,pc pe qe qf qd tt pf
kj_54559,7,pd tt nc rd rf qc pc
kj_53134,6,pc qe ph tt qd pe
kj_69398,12,pd nc tt qf pf pg of qd qc qe pb tt
kj_50713,7,pd qc pc qd qf rf tt
kj_08848,8,pd nc qf pb md mc ld nd
kj_54557,8,pd tt nc rd rf qc pc qe
kj_97642,10,pc pe qe qf qd tt pf qg of qj
kj_38136,10,pd nc ne qc pc qd pe pb ob qb
kj_26592,6,pd tt nd lc tt le
kj_84927,8,pd nc tt qf oe qc md qd
kj_53303,6,pc pe qe qf qd pg
kj_82019,7,pd nc qf qh tt pb qc
kj_54372,8,pd nc lc tt qf pc qc qb
kj_15406,6,pd nc ld ne pf jd
kj_56322,13,pd nc ld qc pc qd pe pb ob qb oc qf tt
kj_34772,7,pd nc lc tt qf tt oc
kj_03715,7,pd nc qf pb qc kd tt
kj_00023,16,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc mf
kj_87997,7,pd nc qf tt oc nd kd
kj_83511,13,pc qe tt od oc nd mc md lc ld qd rd rc
kj_19247,7,pc pe qg qc qb qd mc
kj_67902,12,pd nc qf pc qc qb oc pb od ob nd mc
kj_46079,11,pd nc pf qc pc pb qd rb rc qb lc
kj_10620,8,pd nc qf pb tt qh qc ne
kj_53303,6,pc pe qe qf qd pg
kj_93271,7,pd nc oc nd pf jc lc
kj_53303,6,pc pe qe qf qd pg
kj_49922,6,pc qe tt nc od nd
kj_19247,7,pc pe qg qc qb qd mc
kj_53509,6,pc qe od tt pf qg
kj_11454,6,pd nc qf jc lc ne
kj_28521,6,pc pe tt qc qg pd
kj_48019,10,pd nc kd qf nd md ne oc pc me
kj_77254,7,pd nc lc ne oc nb pf
kj_81898,6,pd tt nc tt qh tt
kj_53303,6,pc pe qe qf qd pg
kj_46971,9,pc pe qe qf qd pf nc qj ql
kj_88653,8,pc pe qe pd qd oc qc pf
kj_14982,6,pc tt qf qh of oh
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_39717,6,pd nc qf pb qc ld
kj_49524,11,pd nc tt qc pc qd pe qe pf qf qg
kj_38640,7,pc qe ph tt qd pe nd
kj_88651,11,pc pe qe pd qd oc qc pf ob nc nb
kj_58702,8,pc pe qe qf qd tt pf tt
kj_76723,7,pd nc oc nd qf tt lc
kj_97642,10,pc pe qe qf qd tt pf qg of qj
kj_93409,6,pd nc lc ne pf pb
kj_64917,6,pc tt qf lc tt ke
kj_65701,6,pc pe qe qf qd mf
kj_11137,6,pd nc oc nd pf lf
kj_74845,10,pd nc pf qc pc pb ob qb oc re
kj_75678,9,pc pe qe pd qd oc qf pb qc
kj_95154,6,pc tt qe pf qf pg
kj_49922,6,pc qe tt nc od nd
kj_63024,18,pd nc qf tt lc pc qc qb oc pb od qd rc rd rb ra ob sc
kj_77586,7,pd nc pf tt oc nd lc
kj_64213,6,pc tt pe tt qh qi
kj_05249,6,pc qe od pg tt kd
kj_65229,6,pd nc pf qh tt oh
kj_80645,9,pd tt nc re rd qe qd qi tt
kj_39164,7,pd nc qf tt lc tt pc
kj_54125,6,pd nc qf pb lc qc
kj_55199,7,pd nc lc ne pf kd oc
kj_80551,6,pc tt qf tt pi tt
kj_62819,11,pd nc qf ne pb pg pf og rh tt md
kj_29298,6,pc pe qg qc mc pd
kj_78745,12,pc pe qe pd qd oc pf qc pb rc ob nc
kj_41157,6,pd nc lc ne qf kd
kj_37429,10,pc pe qe pd qd oc qf pb qc nd
kj_69365,6,pc tt qf tt ld qe
kj_43962,8,pd nc qf tt oc nd kd tt
kj_52202,7,pd nc tt qf oe qc qd
kj_26251,6,pd tt nc qi tt rd
kj_14192,9,pd nc qf tt lc tt oc nd le
kj_67157,10,pc qe qg od pd pe oe of ne pg
kj_06528,8,pd nc qg qc pc qd pe qe
kj_39164,7,pd nc qf tt lc tt pc
kj_32609,8,pc qe pg qg qh ph qi od
kj_91995,7,pc qe ph tt qd od pd
kj_90494,6,pc qe pg oe nd pi
kj_39947,10,pc pe qe qf qd pf nc qj ql tt
kj_67902,12,pd nc qf pc qc qb oc pb od ob nd mc
kj_46079,11,pd nc pf qc pc pb qd rb rc qb lc
kj_10620,8,pd nc qf pb tt qh qc ne
kj_91261,9,pc tt qe oc od nc pb nd oe
kj_18716,11,pc pe qe pd qd oc qf pb qc nd tt
kj_92555,9,pc pe qe qf qd pf nc qj tt
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_75682,7,pc pe qe pd qd oc qf
kj_57519,13,pd nc kd qc pc qd pe pb ob qb oc qf tt
kj_96652,8,pc pe tt qc qb qd mc kc
kj_75682,7,pc pe qe pd qd oc qf
kj_92555,9,pc pe qe qf qd pf nc qj tt
kj_07334,7,pd nc qf pb qc ld tt
kj_70243,9,pc pe qe qf qd tt pf tt pg
kj_61533,7,pc tt qf tt lc kd kc
kj_04312,6,pd nc pf tt ld lc
kj_98558,6,pd nc qf pb qc kc
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_59178,10,pc qe tt nd od oe nc md mc ld
kj_43040,7,pd tt nd qd qe pc pe
kj_65265,6,pc qe pg qg qh ph
kj_90217,7,pd nc qf pb tt ne qc
kj_89671,6,pd nc pf tt pj tt
kj_03715,7,pd nc qf pb qc kd tt
kj_29298,6,pc pe qg qc mc pd
kj_41537,6,pd nc qf tt pb tt
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_50897,7,pd nc lc qc qd pc od
kj_65337,6,pd nc pf qh tt rf
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_64961,6,pd tt nc qf rd of
kj_72989,6,pd tt nc qf tt rd
kj_18716,11,pc pe qe pd qd oc qf pb qc nd tt
kj_21151,7,pd tt nc tt qg oi tt
kj_53303,6,pc pe qe qf qd pg
kj_81614,14,pd nc qf tt lc pc qc qb oc pb od ob rc nd
kj_60118,6,pd tt nc tt qe tt
kj_92647,8,pc pe qe qf qd pf nc qj
kj_42385,7,pc qe od qh qd pe oe
kj_49887,6,pd tt nc qi tt qf
kj_58395,10,pc pe qe qf qd pf nc pj tt mk
kj_53303,6,pc pe qe qf qd pg
kj_19093,9,pc pe tt qc tt pd oc qb kc
kj_74845,10,pd nc pf qc pc pb ob qb oc re
kj_75678,9,pc pe qe pd qd oc qf pb qc
kj_95154,6,pc tt qe pf qf pg
kj_23016,14,pd nc kc qc pc qd pe pb ob qb oc qf tt jd
kj_18716,11,pc pe qe pd qd oc qf pb qc nd tt
kj_82079,10,pd tt nc qf qe pf rf rg re qh
kj_38632,7,pc pe tt qc tt pb oc
kj_37752,9,pc pe qe qf qd pf nc qj pk
kj_52877,6,pc qe tt mc od jc
kj_87121,6,pc qe od pg tt md
kj_70221,11,pd nc lc pf nd md mc qd ne qc oc
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_97004,7,pc tt qf tt lc tt le
kj_01845,7,pc tt pe tt pi tt nk
kj_79186,7,pc tt qf tt lc nc le
kj_98295,6,pd nc pf pb qc ld
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_70876,6,pd tt nc re qd qh
kj_19686,6,pd nc qf tt kd ne
kj_27212,15,pc qe tt nd pe pd od qd oc oe pf qc nc of pg
kj_00304,16,pd tt mc qc qd pc oc ob nb od nc rd re rc qf pb
kj_80647,8,pd tt nc re rd qe qd qi
kj_92741,8,pc qe qi nd pe pf oe qd
kj_65197,6,pd nc oc nd pf kc
kj_01576,20,pd nc lc qf nd md mc qd qc od ne pc pe oe of oc pf nf me qe
kj_29298,6,pc pe qg qc mc pd
kj_54125,6,pd nc qf pb lc qc
kj_54125,6,pd nc qf pb lc qc
kj_53303,6,pc pe qe qf qd pg
kj_80769,6,pd nc tt qf oe ld
kj_21467,6,pd nc qf qi pb tt
kj_29715,7,pd nc qf tt lc jc nd
kj_49464,7,pc tt qe pf qf pg tt
kj_54125,6,pd nc qf pb lc qc
kj_32525,8,pd tt kc kd lc ld md mc
kj_27985,6,pc qe tt mc od tt
kj_92741,8,pc qe qi nd pe pf oe qd
kj_72861,7,pd nc oc nd pf tt kd
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_19417,7,pc qe ph od oc nd mc
kj_81095,6,pc qe tt nd tt pd
kj_55199,7,pd nc lc ne pf kd oc
kj_80369,6,pd nc pf kd tt qh
kj_54675,6,pd nc qf tt nd md
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_14713,6,pd nc qf pb mc md
kj_69699,6,pd tt nc tt kc tt
kj_39717,6,pd nc qf pb qc ld
kj_19247,7,pc pe qg qc qb qd mc
kj_45723,6,pd nc qf pb qc ne
kj_15298,7,pc qe ph tt qd tt pe
kj_56956,7,pc qe qi od oc nd mc
kj_44762,10,pc pe qe qf qd tt pf tt pg tt
kj_15351,6,pc tt pe mc ld lc
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_40433,14,pd nc tt qf pf pg of qd qe re pe rg qc rd
kj_33171,11,pc pe qe pd qd oc pb pf qf pg qg
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_61474,8,pc pe qe qf qd pf nc pj
kj_41537,6,pd nc qf tt pb tt
kj_26963,8,pd nc qf tt lc pb qc od
kj_54125,6,pd nc qf pb lc qc
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_97242,6,pd tt nc re qe rd
kj_26437,8,pd nc kd qf nd md ne pc
kj_21129,9,pc pe tt qc qb qd mc rb tt
kj_70870,7,pc qe ph od pd pe oe
kj_29298,6,pc pe qg qc mc pd
kj_04554,6,pd tt nc tt qh oi
kj_82354,10,pc pe qe qf qd tt pf qg of pi
kj_79468,10,pc qe tt od oc nd mc tt qg tt
kj_62193,7,pc qe od tt qh tt pk
kj_57698,6,pc qe ph od oc nd
kj_51639,6,pd nc oc nd pf qh
kj_84568,8,pd nc lc qf nd qc qd pc
kj_63907,7,pd tt nc md nd mc me
kj_78677,8,pd tt nc re qe rd rf qf
kj_04312,6,pd nc pf tt ld lc
kj_08848,8,pd nc qf pb md mc ld nd
kj_54557,8,pd tt nc rd rf qc pc qe
kj_81277,13,pd nc kc qc pc qd pe pb ob qb oc qf og
kj_76185,8,pd nc qf tt oc nd tt kc
kj_70870,7,pc qe ph od pd pe oe
kj_92647,8,pc pe qe qf qd pf nc qj
kj_49910,6,pd nc lc ld kc kd
kj_88651,11,pc pe qe pd qd oc qc pf ob nc nb
kj_58702,8,pc pe qe qf qd tt pf tt
kj_76723,7,pd nc oc nd qf tt lc
kj_53736,6,pd nc pf qh lc ld
kj_40585,9,pd nc pf tt oc tt nd tt qi
kj_45941,6,pc tt qe pf pe of
kj_60118,6,pd tt nc tt qe tt
kj_60055,6,pd nc qf ne pb tt
kj_78745,12,pc pe qe pd qd oc pf qc pb rc ob nc
kj_08873,6,pd nc qf jc kd kc
kj_93524,6,pd nc qf pb tt qc
kj_81017,14,pd nc pf qc pc pb ob qb oc re rf qe qf nb
kj_34499,8,pd nc pf tt lc pc qc qb
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_52245,9,pd tt nc qf qe pf qh mf md
kj_42851,9,pc pe tt qc qb qd mc tt qh
kj_88431,12,pc pe qe qf qd pf nc tt pj pl nj mf
