定式ID,匹配步数,落子前缀
kj_40212,13,pd qc pc qd pe rf tt qg tt ld qb rb tt
kj_95920,7,pc qe qd pe nc pi pj
kj_60298,17,pd qc pc qd qf qe pe rf qb rb re rd rg se qg of ld
kj_64033,21,pd qc pc qd qf qe pe rf qb rb re pb rc qa rd qb rg pf qg nc nf
kj_57631,13,pd nc tt qf nd md ne pc mc oc ld qd me
kj_58702,8,pc pe qe qf qd tt pf tt
kj_13573,8,pc qe qd pe nc pi tt kc
kj_37832,7,pc tt pf tt kd pd qd
kj_16349,6,pd tt nc qf rd od
kj_46614,10,pc qe nd qh tt lc qd pe mb lb
kj_55396,10,pd qc pc qd pe rf tt kd tt nc
kj_30749,19,pc tt pf qh tt pd od qc qd pe qe oe oc of qf og qb rc rb
kj_99644,14,pd nc kc qc pc qd pe pb ob qb oc qf tt ne
kj_29274,10,pc pe qe pd qd oc pb pf ob nc
kj_61211,8,pd nc oc nd qf pe qe qc
kj_91072,18,pd nc tt qf pf pg of qd qc qe pc kc ld lc pi og nd qh
kj_69195,10,pd qc pc qd pe rf tt qg ld tt
kj_92008,7,pd nc lc ne le pf pb
kj_08831,18,pc tt pf qh tt pd od qc qd pe qe oe oc of qf og qb rc
kj_75155,9,pc qe nd tt qh qc qb pd oc
kj_77979,12,pd nc tt qf pf pg of qe qd kc qj og
kj_63104,8,pd nc qf tt oc nd jd tt
kj_60549,15,pd nc qf pc qc qb oc pb od ob nd mc tt le tt
kj_83195,6,pd tt nc qf pi tt
kj_40780,6,pc qe nd qh pi qi
kj_51809,12,pc tt pf qh ph pi oh qg qf oi ni nj
kj_26165,9,pc tt pf qh tt og of ng me
kj_69353,7,pd nc qf ne oc nb ng
kj_98601,13,pd nc tt kc tt qf pf pg of qe qd ob pb
kj_33926,8,pd qc pc qd qf rf tt lc
kj_88872,14,pd qc pc qd pe rf qb rb re pb qe tt ob qa
kj_06818,9,pd nc qf tt kc tt oc nd ke
kj_71213,7,pd nc lc tt qc pg qi
kj_34429,14,pd nc qf pc qc qb oc pb od ob nd mc tt qj
kj_07235,8,pc tt pf tt lc qd pd qg
kj_93279,6,pd nc oc nd pf jc
kj_02053,36,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me mf mc qb re qh rb ra rc le md mb lb nb lf kb la sd nf of mg
kj_33552,13,pd nc qf pc qc qb oc pb od ob nd mc qj
kj_84278,7,pc qe nd qh qd pe nf
kj_18443,29,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me mf mc qb re le md kc kd of rb ra rc nb
kj_87538,10,pd nc nd md ne pc qc oc qd ld
kj_77750,8,pd nc nd md ne oc pc lc
kj_78172,7,pc tt pf tt kc kd lc
kj_53939,22,pd qc pc qd qf qe pe rf tt pf qg rg qh of qb rb oh pi og nf ob qa
kj_94838,9,pd qc pc qd qf qe pe rf rg
kj_97470,9,pd qc pc qd pe rf tt kd kb
kj_67862,8,pd qc pc qd qf qe pe rf
kj_67862,8,pd qc pc qd qf qe pe rf
kj_04603,8,pd ld lc md mc nd nc od
kj_59132,8,pc tt qf pf pe qg pg of
kj_19390,11,pc tt qf qh tt qd pd qe pe rf pf
kj_36157,9,pd tt nc qi tt qf qe pf pi
kj_80645,9,pd tt nc re rd qe qd qi tt
kj_72208,11,pd qc pc qd qe re qf rf qg rg qh
kj_62348,6,pd tt me qc qd pc
kj_55767,6,pc tt qf pd od qc
kj_08013,20,pd qc pc qd pe rf tt lc qb rb re qe qf pf qg rd rg of md oh
kj_84729,10,pd nc tt qc pc qd pe pb ob qb
kj_98040,10,pd qc pc qd qe re rf pb ob oc
kj_75751,20,pd qc pc qd qf qe pe rf qg rg qh ld qb rb rc rd sb sc ra sa
kj_81476,15,pc tt qf pd qd oc pe od pb qc ob mc rc jd tt
kj_94848,14,pd nc tt qc pc qd pe pb ob qb nb qf mc md
kj_87822,10,pd nc oc nd pf re lc qg pg ph
kj_09010,14,pd nc tt qc pc qd pe pb ob qb tt qf tt qj
kj_84729,10,pd nc tt qc pc qd pe pb ob qb
kj_15154,9,pd tt nc qf qh tt qe pf oh
kj_17284,6,pd nc qf tt jc ib
kj_94470,8,pc qe tt od oc nd mc ic
kj_56956,7,pc qe qi od oc nd mc
kj_02053,36,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me mf mc qb re qh rb ra rc le md mb lb nb lf kb la sd nf of mg
kj_31613,16,pd qc pc qd qf qe pe rf qb rb rg pb re qa rd rc
kj_74493,6,pd tt nc tt qf md
kj_53109,6,pd nc tt jc id qf
kj_87728,20,pd nc tt qf pf pg of qd qc qe nd pe od rc pb qb pc rb kc ic
kj_17723,11,pd nc tt pf of qc pc qd pe qe ne
kj_89514,6,pc tt pf tt mc tt
kj_57416,12,pc pe qe qf qd pf nc pj tt pd qc tt
kj_25327,7,pd tt kc kd lc tt ld
kj_29688,6,pc qe tt mc od jd
kj_51991,12,pd nc nd md ne ob pb pc qc oc qb me
kj_73855,12,pd qc pc qd pe rf qg qf pf pg qh og
kj_14192,9,pd nc qf tt lc tt oc nd le
kj_32882,15,pd nc kd qc pc qd pe pb ob qb oc qf tt nb nd
kj_74715,6,pd tt nc tt qf tt
kj_29389,11,pd nc lc pf nd md mc qd oc qc ne
kj_81986,8,pc qe tt od oc nd mc tt
kj_60901,7,pd qc pc qd pe qf tt
kj_71969,9,pc qe tt od oc nd mc tt oi
kj_19487,6,pc tt qf pf qg pd
kj_96892,24,pd qc pc qd qf qe pe rf qb rb re pb rc qa rd qb rg pf qg nc nf tt lc md
kj_52335,18,pd qc pc qd qf qe pe rf qb rb rg pb ob qg pf rh pa sg
kj_33171,11,pc pe qe pd qd oc pb pf qf pg qg
kj_84840,14,pd nc lc qc pc qd pe pb ob qb nb qf tt jd
kj_67902,12,pd nc qf pc qc qb oc pb od ob nd mc
kj_81159,10,pc tt qf pe qe pd qd oc pb ld
kj_31847,7,pd nc qf tt pb pg pf
kj_33171,11,pc pe qe pd qd oc pb pf qf pg qg
kj_55254,7,pc pe ph qc qb qd ob
kj_80487,12,pd nc tt qf nd md ne qc oc qd mc tt
kj_64121,10,pd nc lc qf nd qc qd pc od oc
kj_99105,13,pd qc pc qd qe re qf rf qg tt pb rg qh
kj_84538,11,pd nc tt qc pc qd pe pb ob qb nb
kj_43773,6,pd nc tt pg of pf
kj_40389,7,pc qe pi od oc nd mc
kj_18363,12,pc qe tt od oc nd mc nc nb qc pd pe
kj_81487,11,pc tt pf qh qj oh qg rg rf od rh
kj_82109,7,pc tt pf mc tt qh rf
kj_51179,6,pc qe od qh tt qk
kj_64118,9,pd nc oc nd pf jc tt qh tt
kj_65726,8,pc tt pf mc tt pd qd qc
kj_59314,8,pc pe qe qf qd pf nc od
kj_71844,6,pd nc oc nd qf tt
kj_60549,15,pd nc qf pc qc qb oc pb od ob nd mc tt le tt
kj_93205,6,pc qe nd qh tt lc
kj_82653,16,pd nc tt qc pc qd pe pb ob qb nb mc kc mb oc rf
kj_98256,12,pd qc pc qd pe qe qf rf tt qg pf qb
kj_42757,8,pd tt nc qf qe pf qj ne
kj_57153,12,pd nc tt qf nd md ne pc qc oc qd jc
kj_67902,12,pd nc qf pc qc qb oc pb od ob nd mc
kj_46198,8,pc qe qd od oc nd re tt
kj_54300,11,pc pe qe qf qd pf nc pj ql tt ok
kj_40717,9,pd ob nc nb mc qc qd pc mb
kj_70294,8,pd nc oc nd pf jc lc tt
kj_52043,6,pc tt pf tt lc qh
kj_42782,22,pd qc pc qd pe qe qf rf qb rb re pb rc qa rd qb rg pf qg nc nf tt
kj_55456,7,pd nc oc nd pf jd je
kj_81155,6,pd qc pc qd pe rf
kj_40389,7,pc qe pi od oc nd mc
kj_69908,11,pd qc pc qd pe rf qb tt rb qi tt
kj_94739,8,pd nc oc nd pf tt jc qh
kj_77750,8,pd nc nd md ne oc pc lc
kj_93202,9,pc qe nd qh tt lc qd pe mb
kj_26979,8,pd tt nc md nd mf tt qf
kj_78751,8,pd qc pc qd pe rf qf rg
kj_67481,11,pd qc pc qd qf qe pe rf qg rg qh
kj_97255,10,pc tt qf pd od qc qd pe qe oc
kj_27972,7,pc qe nd qh pi ph ni
kj_51765,12,pd nc tt qf pf pg of qc qe pc qg qj
kj_52211,12,pd nc tt pf of pg pe og nd md me le
kj_60215,6,pd nc tt ne pf qh
kj_65366,6,pd nc tt pf tt kc
kj_16872,12,pc pe qe qf qd pf nc pj tt qm ol tt
kj_52669,8,pd nc qf tt oc nd tt jd
kj_08831,18,pc tt pf qh tt pd od qc qd pe qe oe oc of qf og qb rc
kj_75155,9,pc qe nd tt qh qc qb pd oc
kj_29389,11,pd nc lc pf nd md mc qd oc qc ne
kj_81986,8,pc qe tt od oc nd mc tt
kj_60901,7,pd qc pc qd pe qf tt
kj_94470,8,pc qe tt od oc nd mc ic
kj_56956,7,pc qe qi od oc nd mc
kj_36409,8,pd nc qf tt oc nd kd ng
kj_59132,8,pc tt qf pf pe qg pg of
kj_96517,6,pd tt nc qf qh od
kj_91972,17,pd tt nc re rd qd qe qc rc pe qf pc od rf qb qg pf
kj_58607,10,pd qc pc qd pe rf tt pf of pg
kj_37688,15,pd nc tt pf of og nf pg nd qc qd pc oc ob od
kj_70930,14,pd qc pc qd pe qe qf rf tt qg pf rh tt oh
kj_67699,13,pd nc tt qf nd md oc ne od nb me ld nf
kj_18566,17,pd qc pc qd pe rf tt ld tt qg pg ph qf rh oh pi jc
kj_80595,12,pc tt pf qh tt pd od qd qc rc nc re
kj_97343,21,pd qc pc qd qe re rf qf pe rg rd sf rc pf of og nf ng mf mg lf
kj_16959,14,pd nc tt qc pc qd pe pb ob qb nb qf mc ke
kj_93813,14,pc tt pf qh tt pd od qd qc rc nc re tt oe
kj_68491,7,pd nc lc tt qc tt md
kj_14383,16,pc pe qe qf qd pf nd pj tt ld nf oc nc od ob pb
kj_44125,9,pd nc tt oe pe of pf og tt
kj_81155,6,pd qc pc qd pe rf
kj_76316,6,pc tt qf tt ph tt
kj_93173,8,pd pc qc oc od qb rb nd
kj_99644,14,pd nc kc qc pc qd pe pb ob qb oc qf tt ne
kj_53209,8,pc qe tt od oc nd mc ph
kj_91592,8,pd nc tt qc qd pc od nd
kj_53086,6,pd tt mc tt qf kc
kj_12730,13,pd nc nd md ne qc oc re qd rd qb rb pc
kj_59843,11,pd qc pc qd pe qe pf rg qh qg pg
kj_80595,12,pc tt pf qh tt pd od qd qc rc nc re
kj_87963,12,pd qc pc qd pe rf qf qe qg rg qh of
kj_55733,6,pd tt nc md tt qf
kj_54199,21,pc tt qf pd od qc qd pe qe oc pb nd oe pf pg of ne qg rg qh rh
kj_57196,15,pd qc pc qd pe qe qg qf pf rg qh rh tt qi pi
kj_67481,11,pd qc pc qd qf qe pe rf qg rg qh
kj_11555,10,pc pe qe qf qd pf nc od mb pj
kj_16872,12,pc pe qe qf qd pf nc pj tt qm ol tt
kj_52669,8,pd nc qf tt oc nd tt jd
kj_16872,12,pc pe qe qf qd pf nc pj tt qm ol tt
kj_52669,8,pd nc qf tt oc nd tt jd
kj_13573,8,pc qe qd pe nc pi tt kc
kj_37832,7,pc tt pf tt kd pd qd
kj_16349,6,pd tt nc qf rd od
kj_51809,12,pc tt pf qh ph pi oh qg qf oi ni nj
kj_26165,9,pc tt pf qh tt og of ng me
kj_69353,7,pd nc qf ne oc nb ng
kj_80669,13,pc qe tt od oc nd mc md lc ld kc kd jc
kj_87666,9,pd nc nd md ne pc qc oc qd
kj_66466,16,pd nc tt qf pf pg of qd qc qe nd pe od rc kc qb
kj_20614,12,pc qe qg od pd pe oe of ne pg md pi
kj_55305,6,pc qe od lc tt rc
kj_12242,18,pc tt pe pf of qe oe qd pg pd od qc qf oc nc pb ob jc
kj_69141,10,pd nc nd md ne ob qc me mf nf
kj_89225,8,pd nc oc nd pf jc lc lb
kj_99525,16,pd nc qf pc qc qb oc pb nd ob od mc tt md tt pg
kj_58701,13,pd nc qf pc qc qb rc od pb ob oc tt pc
kj_55050,11,pd nc tt qf pf pg of qe qd qj kc
kj_58536,9,pd qc pc qd pe rf qf tt re
kj_23866,15,pc qe nd tt qi tt ql qc qb pd oc rb rc rd qd
kj_16669,10,pd tt nc qf qe pf tt mf qh od
kj_71842,7,pd nc oc nd qf tt kd
kj_70548,7,pd pc tt qc od oc nd
kj_99105,13,pd qc pc qd qe re qf rf qg tt pb rg qh
kj_84538,11,pd nc tt qc pc qd pe pb ob qb nb
kj_43773,6,pd nc tt pg of pf
kj_30749,19,pc tt pf qh tt pd od qc qd pe qe oe oc of qf og qb rc rb
kj_99644,14,pd nc kc qc pc qd pe pb ob qb oc qf tt ne
kj_29274,10,pc pe qe pd qd oc pb pf ob nc
kj_61211,8,pd nc oc nd qf pe qe qc
kj_53939,22,pd qc pc qd qf qe pe rf tt pf qg rg qh of qb rb oh pi og nf ob qa
kj_94838,9,pd qc pc qd qf qe pe rf rg
kj_97470,9,pd qc pc qd pe rf tt kd kb
kj_67862,8,pd qc pc qd qf qe pe rf
kj_08013,20,pd qc pc qd pe rf tt lc qb rb re qe qf pf qg rd rg of md oh
kj_84729,10,pd nc tt qc pc qd pe pb ob qb
kj_98040,10,pd qc pc qd qe re rf pb ob oc
kj_08013,20,pd qc pc qd pe rf tt lc qb rb re qe qf pf qg rd rg of md oh
kj_84729,10,pd nc tt qc pc qd pe pb ob qb
kj_98040,10,pd qc pc qd qe re rf pb ob oc
kj_72208,11,pd qc pc qd qe re qf rf qg rg qh
kj_62348,6,pd tt me qc qd pc
kj_55767,6,pc tt qf pd od qc
kj_57416,12,pc pe qe qf qd pf nc pj tt pd qc tt
kj_25327,7,pd tt kc kd lc tt ld
kj_29688,6,pc qe tt mc od jd
kj_46614,10,pc qe nd qh tt lc qd pe mb lb
kj_55396,10,pd qc pc qd pe rf tt kd tt nc
kj_37688,15,pd nc tt pf of og nf pg nd qc qd pc oc ob od
kj_70930,14,pd qc pc qd pe qe qf rf tt qg pf rh tt oh
kj_67699,13,pd nc tt qf nd md oc ne od nb me ld nf
kj_80669,13,pc qe tt od oc nd mc md lc ld kc kd jc
kj_87666,9,pd nc nd md ne pc qc oc qd
kj_67481,11,pd qc pc qd qf qe pe rf qg rg qh
kj_97255,10,pc tt qf pd od qc qd pe qe oc
kj_27972,7,pc qe nd qh pi ph ni
kj_60549,15,pd nc qf pc qc qb oc pb od ob nd mc tt le tt
kj_93205,6,pc qe nd qh tt lc
kj_99105,13,pd qc pc qd qe re qf rf qg tt pb rg qh
kj_84538,11,pd nc tt qc pc qd pe pb ob qb nb
kj_43773,6,pd nc tt pg of pf
kj_51765,12,pd nc tt qf pf pg of qc qe pc qg qj
kj_52211,12,pd nc tt pf of pg pe og nd md me le
kj_60215,6,pd nc tt ne pf qh
kj_65366,6,pd nc tt pf tt kc
kj_27127,15,pd nc oc nd pf jd tt qh ph pi oh rg rf oi ni
kj_97687,10,pd qc pc qd pe rf tt lc ke me
kj_02105,6,pd nc qf tt oi tt
kj_06089,24,pd nc qf pc qc qb oc pb od ob nd mc md ld lc lb kc kd kb jc jb ic ib hc
kj_70508,23,pd nc tt qf nd md ne pc qc oc pf tt qg od oe qd pe qb rc rb rd qh rg
kj_95678,12,pd qc pc qd pe rf qb rb re qe qf rd
kj_78128,29,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me mf mc qb re qh rb ra rc mb lb nb lf sd
kj_84998,13,pd qc pc qd qf qe pe rf qg rg qh tt rh
kj_88227,6,pd nc tt oe qf pg
kj_67768,19,pd qc pc qd qe re rf qf pe rg rd sf rc tt og tt qh qi pi
kj_98203,15,pd tt nc qf tt qd qc rc rb re sc pe rd od pc
kj_24325,10,pd nc qf tt oc tt nd qg pg qh
kj_81039,7,pd nc pf tt lc oe oc
kj_37059,13,pd nc tt qc qd pc od mb nd md me ld tt
kj_86031,11,pc pe qe qf qd pf nc pj ql pd qc
kj_95656,8,pc qe od tt qh tt oh tt
kj_59448,7,pc tt pf tt lc qd qc
kj_75498,17,pd qc pc qd pe qf pf qg qe re rf rd qh rg pg rh qi
kj_39443,18,pd tt nc qf qh qd qc rc qe rd pe pc qb pb rb sb re qa
kj_70697,16,pd qc pc qd qf qe pe rf qb rb re rd rg se qg tt
kj_95744,7,pc qe nd lc qg le og
kj_76182,6,pd nc qf tt lc id
kj_35991,16,pd qc pc qd pe rf qb rb re pb qe ob qi tt nc oc
kj_75127,7,pc qe nd tt qd rd rc
kj_19527,7,pd tt nc re qd qh ri
kj_58330,6,pd nc qf tt lc jc
kj_50331,9,pd tt nc qf qj qd qc rc qb
kj_28923,8,pd nc qf tt oc tt nd md
kj_19810,16,pd nc tt qf nd md ne pc qc oc qd pg ng pj kd kb
kj_39134,15,pd qc pc qd pe qe qf rf tt qg pf qb tt ld tt
kj_73661,14,pd qc pc qd qe re rf qf pe rg rd sf rc kd
kj_54875,8,pd tt nc qf qe pf tt qi
kj_55775,7,pd nc oc nd pf tt kc
kj_94654,13,pd nc qf pc qc qb oc pb od ob tt nd tt
kj_58833,10,pd qc pc qd pe rf tt ld tt ic
kj_49108,7,pd nc lc tt qc pg pi
kj_67684,25,pc tt qf pd od qc qd pe qe oc pb nd oe pf nc qg rg of ob rh qh pg rf qi tt
kj_32324,16,pd nc tt qf nd md ne pc mc oc ld qd tt mb me lb
kj_60331,12,pd nc tt qc pc qd pe pb ob qb qe oc
kj_02218,6,qc pd pc od re oc
kj_72567,20,pd qc pc qd pe qe qf rf tt qg pf qb tt pg og oh ng nh mh mg
kj_84858,12,pd nc lc qc pc qd pe pb ob qb nb qf
kj_42782,22,pd qc pc qd pe qe qf rf qb rb re pb rc qa rd qb rg pf qg nc nf tt
kj_49388,14,pd nc tt qc pc qd pe pb ob qb nb mc qe oc
kj_25979,8,pd nc oc nd pf qh kd re
kj_33358,17,pd qc pc qd pe rf qb rb re pb qe ob nc tt nb qa rd
kj_50642,10,pd nc qf ne tt pg pf og rh pb
kj_71324,6,pd nc lc ne pf ke
kj_80853,8,pc qe pi od oc nd mc tt
kj_91995,7,pc qe ph tt qd od pd
kj_79370,7,pd nc oc nd pf ke tt
kj_48019,10,pd nc kd qf nd md ne oc pc me
kj_96561,10,pc pe qe qf qd pf nc od oc pj
kj_94862,8,pd nc oc nd pf jd tt qh
kj_83195,6,pd tt nc qf pi tt
kj_66153,7,pd tt nc re rd tt qe
kj_74848,6,pd tt nc lc tt le
kj_99357,6,pc qe nd pi tt kc
kj_75893,15,pd qc pc qd qf qe pe rf qg rg qh tt qb rb tt
kj_73947,13,pd pc oc qc od re qf qe pf ob nb pb mc
kj_64959,9,pc pe qe qf qd pf nd tt pi
kj_67319,9,pc qe nd lc qd pe mc ld nf
kj_91212,16,pd qc pc qd qe re rf qf pe rg rd sf rc tt og oh
kj_81264,11,pc pe qe qf qd pf nc pj pl ql rh
kj_89737,9,pc tt pf tt ld qd pd lc tt
kj_77703,10,pd nc lc tt ic tt qc oe pf jd
kj_67862,8,pd qc pc qd qf qe pe rf
kj_08146,6,pc tt pf qi pj qj
kj_22066,20,pd qc pc qd qe re rf qf pe rg rd sf rc tt og pi tt nb ob tt
kj_28651,10,pc qe nd qh tt lc qd pe mc ld
kj_94149,9,pd nc oc nd pf jd tt qh qj
kj_76089,8,pd tt nc qf qe pf tt qc
kj_48161,17,pd nc tt pf of oe pe ne pg qf qg re rg pc qd qc rd
kj_96483,12,pd qc pc qd qf qe pe rf tt qg pf qb
kj_50520,11,pd nc tt pf of og nf pg pe ng nd
kj_73377,6,pc tt pf tt pi tt
kj_51184,15,pd nc qf pc qc qb oc pb od ob nd mc tt md tt
kj_76185,8,pd nc qf tt oc nd tt kc
kj_88412,8,pc tt pe qi tt qg qf pg
kj_81858,6,pc qe od qh pf qf
kj_03290,14,pd qc pc qd pe rf qg qf pf pg qh pb ob qb
kj_02036,13,pd nc tt qf pf pg of qd qc qe nd mc oc
kj_36916,12,pd qc pc qd pe rf qg qf pf pb ob qb
kj_54768,7,pc qe od tt qh tt pf
kj_65411,9,pc pe qh md qe qf qd tt oh
kj_08997,8,pc tt pf qh ph pi oh pd
kj_88894,7,pd tt nc jc jb kc kb
kj_51166,17,pd qc pc qd qe re rf qf pe rg rd sf rc tt og pi tt
kj_64171,10,pd pc qc oc qd lc jc ne pg tt
kj_71225,18,pd nc qf pc qc qb oc pb od ob nd mc md tt lc lb kb qd
kj_84858,12,pd nc lc qc pc qd pe pb ob qb nb qf
kj_82110,9,pd tt nc qf qe pf rf rg re
kj_38773,6,pd nc qf pb pi ne
kj_14439,21,pc tt qf pd od qc qd pe qe oc pb nd oe pf nc of ne qg rg nf ob
kj_50189,15,pc tt pf qh qj pd qd qe pe od qc qf pg ph nf
kj_92879,7,pd nc qf tt kc ic ke
kj_36001,16,pd qc pc qd qf qe pe rf tt qg pf qb tt mc le jc
kj_85345,8,pd nc qf tt oc nd jc ng
kj_52083,13,pd nc lc qc pc qd pe pb ob qb nb qf id
kj_41402,15,pd nc qf tt lc pc qc qb oc pb od qd ob qe pf
kj_74827,9,pd nc qf pc qc qb rd ob od
kj_74827,9,pd nc qf pc qc qb rd ob od
kj_84329,7,pd nc lc ne pg kd tt
kj_47385,9,pc tt qe pf qf oc pd kc ic
kj_74086,9,pc qe od tt qi oe ne of qd
kj_30389,18,pd nc lc qf pf pg of qc qe qg pc re qd rd rc kc kd jc
kj_92118,14,pd nc tt pf of og nf qc pc qd pe qe qb rb
kj_68322,6,pc tt pf tt lc lb
kj_16599,20,pd nc lc jc nd od oe oc md pc qd qc rc rb rd of sb ra ne mb
kj_72588,11,pd qc pc qd pe rf tt qg ld le ke
kj_53469,6,pc qe od tt qh tt
kj_78524,15,pd qc pc qd qe re rf qf pe rg rd sf rc tt rk
kj_07223,8,pc tt pf pd qd qe pe od
kj_79512,7,pd nc oc nd qf jd lb
kj_36401,9,pd nc lc ne pf og of nf ng
kj_71659,8,pc qe pg oe nd pj ql ld
kj_73371,7,pd pc qc oc qb mc ne
kj_45836,11,pd nc qf pc qc qb rd ob od rc qd
kj_57452,9,pd tt nc qf qh qd qc rc pb
kj_01028,9,qc pc pd oc od nc nd mc qb
kj_65352,22,pd qc pc qd qf qe pe rf qb rb re pb rc qa rd qb rg pf qg nc of tt
kj_36409,8,pd nc qf tt oc nd kd ng
kj_39231,7,pc qe nd tt og tt qg
kj_59558,9,pd qc pc qd pe rf kd tt kc
kj_28946,6,pd nc lc ne qf jc
kj_44338,16,pd nc qf pc qc qb oc pb od ob rc nd mb nb tt kc
kj_91295,8,pc qe qd pe nc tt qi qk
kj_57870,6,pc tt qf tt kd mc
kj_66933,17,pc tt pe pf of qe oe qd pg pd od qc qf oc nc pb ob
kj_17706,8,pd nc qf ne oc nb ng lf
kj_56448,14,pd nc tt qf pf pg of qd qc qe pc md tt ob
kj_33312,14,pd tt nc qf tt qd qc rc qe rd pe re tt pf
kj_07122,6,pc tt pf qh lc qd
kj_90348,13,pd qc pc qd qe re rf qf pe rg rd sf rc
kj_64599,11,pd tt nc md nd mf tt mc me le ne
kj_12317,11,pd qc pc qd pe rf tt ld lf jd tt
kj_15146,6,pc qe od tt qh pj
kj_27451,13,pd nc oc nd pf jd tt qh ph pi oh rg rf
kj_23704,11,pd pc oc qc ob qd pe rf tt nd od
kj_66736,7,pc qe nd qh tt lc tt
kj_84320,6,pd tt nc tt qf qh
kj_49447,9,pd nc lc ne pg jc le je pc
kj_54326,14,pd nc tt qf pf pg of qe qd md ob og ng nh
kj_84729,10,pd nc tt qc pc qd pe pb ob qb
kj_82199,9,pd nc tt pf of pg pe og nf
kj_69052,6,pd nc tt ne pg qi
kj_98646,20,pd nc tt qf nd md ne pc qc oc pf od pe qb rd rc qd rb pi qk
kj_58602,9,pd qc pc qd pe rf qg qf pf
kj_94270,8,pd nc nd md ne ob qc tt
kj_65446,7,pd qc pc qd pe rf qi
kj_67878,13,pd nc qf pc qc qb oc pb od ob nd mc md
kj_48869,10,pd qc pc qd qf rf pe qe qb rb
kj_14524,7,pc qe nd lc qg tt id
kj_67481,11,pd qc pc qd qf qe pe rf qg rg qh
kj_11555,10,pc pe qe qf qd pf nc od mb pj
kj_67902,12,pd nc qf pc qc qb oc pb od ob nd mc
kj_65189,7,pd nc oc nd pf kc tt
kj_20791,7,pc qe od pi ph qh qg
kj_92647,8,pc pe qe qf qd pf nc qj
kj_39976,6,pd tt mc kd tt kf
kj_52117,7,pd nc oc nd pf kd he
kj_66252,16,pd qc pc qd pe qe qf rf tt pf qg rg qh of qb rb
kj_93205,6,pc qe nd qh tt lc
kj_67902,12,pd nc qf pc qc qb oc pb od ob nd mc
kj_65189,7,pd nc oc nd pf kc tt
kj_20791,7,pc qe od pi ph qh qg
kj_67902,12,pd nc qf pc qc qb oc pb od ob nd mc
kj_65189,7,pd nc oc nd pf kc tt
kj_20791,7,pc qe od pi ph qh qg
kj_66933,17,pc tt pe pf of qe oe qd pg pd od qc qf oc nc pb ob
kj_17706,8,pd nc qf ne oc nb ng lf
kj_71080,6,pd pc qc oc qb tt
kj_54326,14,pd nc tt qf pf pg of qe qd md ob og ng nh
kj_84729,10,pd nc tt qc pc qd pe pb ob qb
kj_91212,16,pd qc pc qd qe re rf qf pe rg rd sf rc tt og oh
kj_81264,11,pc pe qe qf qd pf nc pj pl ql rh
kj_89737,9,pc tt pf tt ld qd pd lc tt
kj_54326,14,pd nc tt qf pf pg of qe qd md ob og ng nh
