定式ID,匹配步数,落子前缀
kj_46114,20,pd tt nc qf qe tt pf mc mb nb lb of pg oc nd od ob ne md me
kj_58779,8,pd nc nd md ne ob tt me
kj_71856,6,pc qe od qh tt lc
kj_06810,12,pc qe tt od oc nd mc le qg nc nb qc
kj_63377,12,pd qc pc qd qf qe pe rf tt ld qb rb
kj_82018,7,pc qe tt od oc nd mc
kj_23195,10,pc pe qe qf qd pf nc tt pj ni
kj_39317,6,pd nc pf tt kc qh
kj_63504,10,pd qc pc qd pe rf qf qe tt pf
kj_50677,9,pd qc pc qd pe qe qf rf ld
kj_35575,8,pd nc qf tt lc tt oc pg
kj_58146,8,pd tt nc tt pi md tt mf
kj_67684,25,pc tt qf pd od qc qd pe qe oc pb nd oe pf nc qg rg of ob rh qh pg rf qi tt
kj_96995,8,pd qc pc qd pe rf tt lc
kj_49511,29,pd qc pc qd qf qe pe rf qb rb re pf qg rd rg of oh mf ld qj pj pk oj pb ob qa nd qi ph
kj_98121,12,pc pe qe qf qd pf nc pj pl ql qm qk
kj_60075,9,pd nc tt qf oc nd pf pg of
kj_31431,11,pc pe qe qf qd pf nd oc od pd qc
kj_47166,6,pc qe nd tt qi ok
kj_62034,19,pd qc pc qd pe qe qf rf rg qg pf rh qb sg rc rd sd re tt
kj_09764,10,pd qc pc qd qf qe pe rf ld kd
kj_72970,8,pd nc lc tt qc pg of tt
kj_75349,9,pc qe od tt pf qg tt pg tt
kj_48792,7,pd nc pf tt le lc tt
kj_72383,12,pd nc tt qf pf pg of qc qe pc qg tt
kj_25194,8,pc pe qe qf qd pf nd mf
kj_75482,6,pc qe qd pe nc tt
kj_84361,10,pc pe qe qf qd pf nc tt mf pj
kj_75823,10,pd nc qf tt kc ic ke pc qc qb
kj_65373,8,pd tt mc ld md lf me tt
kj_66141,7,pc tt pf tt qi ok tt
kj_76791,11,pd qc pc qd pe rf tt kd tt qg ng
kj_98232,8,pc tt pe qg qf pg nf nh
kj_55960,7,pc tt pe tt pi tt ni
kj_94246,6,pc qe qd pe nc qi
kj_68799,14,pc tt qf pd qd oc pe od pb qc ob mc rc tt
kj_12563,12,pd tt nc md tt mc nd jc me le lf ke
kj_60092,6,pc qe nd ph qj tt
kj_06271,6,pc tt qf nc tt le
kj_53534,14,pc qe tt od oc nd mc tt md tt qi me le mf
kj_56508,13,pc qe pg tt pe qd pd qg qh qf ph qc tt
kj_64601,8,pd tt nc md nd mf tt mc
kj_13351,6,pd tt nd lc ld kd
kj_81864,12,pc qe tt od oc nd mc tt md tt mf ph
kj_78416,9,pc pe qe qf qd pf nd lc mc
kj_76577,6,pc qe qh ne qd pf
kj_60298,17,pd qc pc qd qf qe pe rf qb rb re rd rg se qg of ld
kj_44313,11,pc tt pe qi tt qg ph pi pg qf pf
kj_02126,9,pd qc pc qd qf rf pe rg kc
kj_59236,7,pc tt pe tt qh qd qc
kj_54132,12,pd qc pc qd qf qe pe rf qg rg qh ld
kj_01047,9,pc qe nd tt qi qk qd pe oi
kj_27550,8,pd tt nc tt qi tt oi tt
kj_94235,7,pc tt qf nc lc ld kd
kj_38710,16,pd nc tt qf pf pg of qd qc qe pc kc ld lc nd qh
kj_93764,16,pc qe tt od oc nd mc tt md me le lf ne mf pd tt
kj_77676,15,pc tt pe pf qf qg pg of og qe rf nf re ng oi
kj_86406,14,pd nc lc qf pf pg of qc qe qg rd pc og pi
kj_81155,6,pd qc pc qd pe rf
kj_86372,11,pd qc pc qd pe qe pf qf qg pg qh
kj_66189,11,pc pe qe qf qd pf nc pj pl tt ph
kj_82411,8,pd tt nc md nd mf tt kc
kj_95814,6,pd tt nc md id mf
kj_96257,6,pc qe nd tt qd tt
kj_44893,15,pd qc pc qd pe rf tt lc jc le je tt jg lg oh
kj_37461,12,pc pe qe qf qd pf nc tt qj ol oj mf
kj_39220,26,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me mf mc le md qb re kc qg nf pg
kj_50143,21,pc qe qh od pd pe oe oc ob mc md ne of ld me nf pf mf le nd qf
kj_57976,6,pc qe od qh qd tt
kj_19951,20,pd qc pc qd pe rf tt ld qb rb re qe qf rd rg pf qg of ob qa
kj_31386,8,pd qc pc qd pe rf ld kc
kj_58636,6,pd tt nc md mc tt
kj_80211,6,pc tt pe tt ph tt
kj_25389,22,pd qc pc qd qf qe pe rf qb rb re pb rc qa rd qb rg pf qg nc nf nj
kj_88035,21,pc pe qe qf qd pf nc pj pl ql rh pd qc qh qi pi qg ph rf pg rg
kj_87588,8,pc tt pf tt ld qd pd lc
kj_63589,6,pd tt oc tt pg nd
kj_52839,9,pc qe tt od oc nd mc tt qi
kj_55199,7,pd nc lc ne pf kd oc
kj_81155,6,pd qc pc qd pe rf
kj_67961,7,pd nc oc nd pf qh kc
kj_70565,6,pc tt pf tt qh tt
kj_98113,11,pc pe qe qf qd pf nc tt ph mf tt
kj_51233,9,pd tt nc md mc kd ld le lc
kj_52115,16,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc pi
kj_98121,12,pc pe qe qf qd pf nc pj pl ql qm qk
kj_03602,9,pc qe qg od oc nd mb og pi
kj_68404,8,pc tt pe tt ld lc mc kc
kj_38405,12,pd tt nc qf qh od oc qd pe qc qe re
kj_88348,8,pc qe od qh tt lc qd qk
kj_27813,6,pc qe tt md od pg
kj_94113,17,pd nc qf pc qc qb rc od pb ob oc pc tt pa tt qh pe
kj_26060,13,pc qe od tt pf qc qf rf pe rd qd pd qd
kj_55543,9,pc pe qe qf qd pf nc pj pl
kj_53209,8,pc qe tt od oc nd mc ph
kj_14634,11,pc qe tt od oc nd mb tt ph qj of
kj_88479,9,pc pe qe qf qd pf nc tt pj
kj_80192,9,pc qe tt od oc nd mc tt of
kj_83745,9,pd tt nc rd qd re rc rb qc
kj_60571,8,pd nc tt jc lc ne pf kd
kj_89061,12,pd nc tt pf of og nf pg pe ng mf pb
kj_12741,7,pd nc pf tt oc jc nb
kj_63849,10,pc qe tt mc od me pf qf pg qh
kj_96134,7,pc tt qf kc mc ke tt
kj_46750,31,pd qc pc qd qf qe pe rf qb rb re pb rc qa rd qb rg pf qg oe of pg ne nc od ph qi ld mf nd ke
kj_62521,6,pd nc qf ne tt jc
kj_55343,6,pc qe qd pe nc pi
kj_32405,26,pc tt qf pd od qc qd pe qe oc pb nd oe pf nc qg ob of rg rh qh pg rf qi tt ne
kj_66621,7,pc qe tt od oc nd mb
kj_75277,11,pc qe tt od oc nd mc tt md tt pi
kj_73229,8,pc pe qe qf qd pf nd tt
kj_96524,15,pd qc pc qd qe re rf qf pe rg rd sf rc pf qh
kj_44503,8,pd tt nc qg qe tt ph qh
kj_59508,8,pd tt nc qf qe pf pj tt
kj_38843,7,pc tt pe tt qh qc qd
kj_58660,10,pd qc pc qd pe rf qf rg tt ph
kj_63730,9,pc qe od qh tt lc qd pe qj
kj_07964,7,pc tt qe pf nf qf pe
kj_64780,11,pd qc pc qd pe rf tt kd qf rg tt
kj_24880,10,pc tt pe tt qi pi tt ri qh rh
kj_68415,7,pd tt nc md nd mf id
kj_59068,15,pd nc pf oe oc pe qe qf qg rf qd od ob rg og
kj_86444,12,pc qe od tt qg oe ne of qd rd rc ph
kj_31872,10,pc qe qd pe nc pi tt od oc lc
kj_87638,9,pd nc qf tt oc nd jc hc lc
kj_94389,9,pc qe od tt pf qg oh tt qi
kj_71223,8,pd qc pc qd pe rf lc kc
kj_77315,13,pd nc tt qf nd md ne pc qc oc pf od pe
kj_74129,12,pc qe od tt qh oe ne of qd rd rc rf
kj_93481,8,pd qc pc qd pe rf tt nb
kj_20763,17,pd qc pc qd qf qe pe rf qg rg qh tt rh pb ob qb nc
kj_63766,10,pd nc tt qf pf pg of qc qe pc
kj_69508,10,pd qc pc qd pe rf tt qg mc tt
kj_33182,7,pc tt qe pf pe tt of
kj_75224,17,pd qc pc qd qf qe pe rf tt qg pf pb ob qb tt nc tt
kj_09417,16,pd nc tt qf pf pg of qd qc qe pc md le ld ke jc
kj_39019,7,pc tt qf tt kd tt pi
kj_39970,6,pd tt nc jc tt re
kj_67157,10,pc qe qg od pd pe oe of ne pg
kj_81898,6,pd tt nc tt qh tt
kj_59909,12,pd qc pc qd pe qf tt rg tt og ld tt
kj_40056,11,pc qe tt od oc nd mc le tt kc qd
kj_93974,8,pc qe tt od oc nd mc le
kj_93472,8,pd tt nc md mc qf qe pf
kj_87096,16,pd qc pc qd pe rf tt kc qb rb re pb qe qi ob qa
kj_96483,12,pd qc pc qd qf qe pe rf tt qg pf qb
kj_74487,9,pc pe qe qf qd pf nc pj qj
kj_25028,18,pc tt pe pf qf qg pg of og qe rf nf re ng qh tt ld kg
kj_19662,11,pd qc pc qd pe qe qf rf tt kc kd
kj_84003,10,pd qc pc qd pe rf qf qe qb rb
kj_05424,18,pd nc lc qc pc qd pe pb ob qb nb qf tt jc tt mc mb ld
kj_01735,10,pd qc pc qd pe rf kd kc ld tt
kj_63201,7,pc tt pe qg pg ph og
kj_57735,6,pc tt pe qg og pi
kj_55347,18,pd qc pc qd qf qe pe rf qb rb re rd rg pf qg of tt kd
kj_87341,10,pc qe tt od oc nd mc nc tt nb
kj_05579,8,pc qe od tt qh tt ql qj
kj_40508,13,pc pe qe qf qd pg qj nd oe od pd pf nb
kj_77354,7,pc qe od qh lc ld md
kj_69984,7,pd tt nc md nd mf jd
kj_30512,15,pd nc tt qc pc qd pe pb ob qb oc qf lc nb na
kj_90367,11,pc qe qg od pd pe oe of ne pg md
kj_80409,15,pc qe tt od qd rd rc pd qc oc re rf sd qf tt
kj_21870,14,pd nc qf pc qc qb oc pb od ob nd mc tt qh
kj_92599,8,pc pe qe qf qd pf tt nc
kj_73347,6,pc tt qf qh tt oh
kj_85282,18,pd qc pc qd qf qe pe rf qb rb rg pf qg pb ob qa of tt
kj_62933,14,pc tt qf pd qd qc qb rc pe od oc nd nc md
kj_96453,12,pd qc pc qd pe qf tt rg tt ld og tt
kj_63280,16,pd qc pc qd pe qe qf rf tt pf qg rg qh of oh nh
kj_11828,11,pc qe tt od oc nd mc tt pi tt md
kj_84818,10,pc qe tt od oc nd nc md mc ld
kj_66621,7,pc qe tt od oc nd mb
kj_30000,6,pd nc qf tt pi oi
kj_34198,13,pd nc qf pc qc qb rc od pb oc rb tt md
kj_88783,12,pd nc qf pc qc qb oc pb od ob rc nd
kj_49816,9,pc qe nd pi qg pg qh ph tt
kj_52215,10,pd qc pc qd pe rf qg tt qf rg
kj_31544,8,pc tt pe mc tt qg tt qd
kj_63205,7,pc tt pe pf qe tt of
kj_22130,7,pc qe nd tt qi oi qg
kj_63542,7,pd tt mc ne ld qf qh
kj_39019,7,pc tt qf tt kd tt pi
kj_79969,12,pd tt nc md id nd mc lc od kd le ld
kj_00042,7,pd nc oc nd pf kd hc
kj_80773,15,pc tt pe pf qf qg pg of og qe rf nf re ng qh
kj_26539,10,pd tt nc md kd mc nd mf ne me
kj_04638,8,pc qe nd tt qi qh rh qg
kj_82694,15,pc tt pf qh tt pd qd qe pe od qc re nb md nf
kj_95334,14,pd qc pc qd qf qe pe rf qg rg qh lc tt of
kj_65390,12,pd qc pc qd qf qe pe rf qg rg qh ke
kj_82162,10,pc pe qe qf qd pf nc tt mf nh
kj_73162,8,pc tt qe pf tt qf pe ng
kj_63356,8,pc qe qd pe nc pi pj qi
kj_26391,8,pc tt qh pd oc qd qc ne
kj_67862,8,pd qc pc qd qf qe pe rf
kj_69416,7,pd tt lc ld md le kb
kj_54414,13,pd qc pc qd qf rf qg rg qh qe pe rh qi
kj_74833,13,pd nc tt qf pf pg of qc qe pc qg qk qh
kj_62701,8,pc pe qe qf qd pf nc mf
kj_65197,6,pd nc oc nd pf kc
kj_67167,11,pc tt pe pf of qe qf pg re qd pd
kj_13780,9,pc tt qe pf qf oc pd kc mc
kj_41192,7,pc qe nd tt qi qk qm
kj_41429,8,pc tt qe pf pe nf tt oc
kj_70439,7,pc tt pe pf qf qg qe
kj_88018,6,pd tt nc tt qg lc
kj_56515,21,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc nd md of mf nf mg
kj_72790,7,qc pd pc od qd pf nc
kj_62724,6,pc qe od ph kd tt
kj_77384,13,pd qc pc qd qf qe pe rf qg rg qh tt ql
kj_62764,10,pc tt pf qh qj oh qg rg rf od
kj_85110,8,pc pe qe qf qd pf nd pj
kj_93237,17,pc tt qf pd qd oc pe od pb oe of nf ob og pf ni md
kj_67319,9,pc qe nd lc qd pe mc ld nf
kj_71124,8,pd tt nc md kd mc nd me
kj_80192,9,pc qe tt od oc nd mc tt of
kj_83523,12,pd qc pc qd pe qf pf qg qe re rf rd
kj_49117,14,pd nc tt jc tt qf pf pg of qd qc qe nd mc
kj_91714,9,pc pe qe qf qd pf qj nd tt
kj_81362,11,pd nc tt qc pc qd pe pb ob qb jc
kj_55254,7,pc pe ph qc qb qd ob
kj_44503,8,pd tt nc qg qe tt ph qh
kj_50617,7,pc qe nd tt qh tt qd
kj_45941,6,pc tt qe pf pe of
kj_54762,15,pd qc pc qd qf qe pe rf qb rb re rd rg se qg
kj_51405,10,pc pe qe qf qd pf nc pj tt me
kj_37171,8,pc qe od tt pf tt qg lc
kj_36149,7,pd nc pf tt kc tt hc
kj_54629,17,pc qe tt od qd rd pe pd qc rf qf re oc pf mc nd md
kj_91327,14,pc qe tt od oc nd mc md lc ld tt kc kb jb
kj_77614,13,pc qe tt od oc nd mc md lc ld kd ke tt
kj_67684,25,pc tt qf pd od qc qd pe qe oc pb nd oe pf nc qg rg of ob rh qh pg rf qi tt
kj_98328,9,pc qe tt od qd re oc nd mc
kj_51290,7,pd nc nd md oc ne od
kj_66468,7,pc tt pf qh tt oh tt
kj_61875,7,pc qe qh tt pf qc qb
kj_41600,15,pd nc tt pf of oe pe qf od ne nd md mc me lc
kj_21763,9,pc qe ph od pd pe oe oc pb
kj_49265,7,pc tt pf qh tt pk tt
kj_08107,14,pd qc pc qd pe rf qb rb re pb qe ob pi pk
kj_49282,10,pc qe tt od oc nd mc tt pi ni
kj_81712,9,pd qc pc qd pe rf qb rb lc
kj_85503,8,pc qe nd lc pf pe of qf
kj_91048,17,pd tt nc qf tt qd qc rc qe rd pf re pe qg tt oh tt
kj_18032,16,pc qe od qh pf tt qf rf rg rd sf re qg pe oe qc
kj_58219,14,pd qc pc qd pe qe qf rf tt pf qg pg rg ph
kj_81155,6,pd qc pc qd pe rf
kj_32049,6,pc qe nd tt qi me
kj_58167,15,pd nc tt qf pf pg of qd qc qe pc lc md nd me
kj_50156,12,pc pe qe qf qd pf nc tt qj tt oj tt
kj_87516,10,pc tt pf qh qj oh qg rg rf oc
kj_26595,8,pd tt nc mc md lc nd ld
kj_81587,16,pd qc pc qd qf qe pe rf tt qg pf qb pb tt pg qh
kj_28494,15,pd qc pc qd pe rf tt qg tt mc qb rb ob qa ng
kj_71745,14,pc pe qe qf qd pf nd pj rh re ph rd rc oc
kj_74616,11,pd qc pc qd pe rf qg tt rg qf pf
kj_89200,17,pd qc pc qd pe rf qb rb re qe qf rd rg pf qg of ld
kj_14406,9,pd nc oc nd pf tt lb tt ld
kj_22087,13,pc pe qe qf qd pf nc tt pj pl nj mf tt
kj_34639,9,pc qe qd pe nc tt ph me tt
kj_59508,8,pd tt nc qf qe pf pj tt
kj_57334,6,pc tt pe tt ld pf
kj_20702,8,pd nc lc id nd od oe oc
kj_82026,7,pd qc pc qd pe rf lc
kj_83373,10,pc qe tt od oc nd mc md lc ld
kj_43209,10,pc qe qh od oc nd mb tt oh tt
kj_36072,8,pc qe od qh tt ld pf qf
kj_52271,6,pd tt nc tt qg oi
kj_75823,10,pd nc qf tt kc ic ke pc qc qb
kj_56622,7,pc pe qe qf qd pf nc
kj_88528,9,pd nc pf oe pe pb tt me tt
kj_86864,7,pc tt pe tt qh qd pd
kj_66032,6,pc tt pe tt kd qg
kj_54614,10,pc pe qe qf qd pf nc tt qi tt
kj_82355,9,pc pe qe qf qd tt pf qg of
kj_31191,8,pc tt qe oc od nc nd pb
kj_55157,13,pc qe nd lc qg pg ph og qf oe ld kd le
kj_54614,10,pc pe qe qf qd pf nc tt qi tt
kj_82355,9,pc pe qe qf qd tt pf qg of
kj_31191,8,pc tt qe oc od nc nd pb
kj_55157,13,pc qe nd lc qg pg ph og qf oe ld kd le
kj_61470,16,pc tt pe pf of qe oe qd pg pd od qc qf oc nc pb
kj_91920,13,pd tt mc qc qd pc oc ob nb od nc rd re
kj_77251,12,pd nc qf ne tt qc pc pb qd rb rc qb
kj_51785,9,pd tt nc qf qe pf qh ph pi
kj_70697,16,pd qc pc qd qf qe pe rf qb rb re rd rg se qg tt
kj_87309,18,pc tt qf pd qd oc pe od pb oe of nf og ng oh qc ob md
kj_62545,15,pd nc qf pc qc qb oc pb nd ob od mc tt ph rh
kj_08242,15,pd nc tt qc pc qd pe pb ob qb oc qf lc pf of
kj_99247,7,pc tt pe qg qi og oi
kj_78486,12,pc qe tt od oc nd mc md lc tt ld tt
kj_61506,7,pd nc nd md ne ob qc
kj_53709,6,pc tt pe pf qe kc
kj_34375,15,pc tt qf pd qd oc pe od pb qc ob mc rc tt kd
kj_73564,12,pd qc pc qd pe rf tt ld qf rg jc ph
kj_89643,10,pc qe tt od oc nd mb tt qg og
kj_77629,14,pd qc pc qd qf qe pe rf tt qg pf qb ld le
kj_88100,7,pc qe od qh tt lc jc
kj_72371,6,pd nc lc ne pf tt
kj_54316,10,pd qc pc qd pe qf tt rg ld jc
kj_51272,7,pd qc pc qd pe rf kd
kj_87765,6,pc tt qf tt ld tt
kj_15659,34,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me of qb md nc mc nb mb na le mf lf mg kh qh rh jc kd qj
kj_82847,8,pd nc oc nd pf tt kf tt
kj_58707,6,pd tt ld le me lf
kj_96483,12,pd qc pc qd qf qe pe rf tt qg pf qb
kj_40157,10,pd tt nc md mf mc nd nb ob mb
kj_75349,9,pc qe od tt pf qg tt pg tt
kj_28946,6,pd nc lc ne qf jc
kj_67167,11,pc tt pe pf of qe qf pg re qd pd
kj_79580,10,pc qe od tt qh pf oh nf ld rc
kj_94830,10,pc pe qe qf qd pf nc tt pj mf
kj_21419,17,pd qc pc qd qf qe pe rf tt qg pf qb oh lc ld md le
kj_81538,17,pd qc pc qd qe re rf qf pe rg rd sf rc tt og qb rb
kj_66725,12,pc qe tt od oc nd mc tt md tt qg og
kj_75410,9,pc qe qd pe nc tt qh tt oh
kj_46738,19,pc qe od tt pf tt qh qc qb rb qd rc ob pe re oe pd ne qf
kj_70513,17,pc qe tt od qd rd pe pd qc rf qf re oc nd mc md lc
kj_02128,13,pd nc qf pc qc qb oc pb od ob nd mc qi
kj_48919,7,pd nc tt pb lc ne qg
kj_54466,7,pc tt pe tt ph qd qc
kj_86870,14,pc tt pf qh qj pd qd qe pe od qc qf pg ph
kj_96233,7,qc pd pc nd od oe oc
kj_92114,15,pc tt pe oc od nc pb nd ne me nf mf mg ng mh
kj_31183,9,pd tt nc tt kc qf qe pf tt
kj_05822,13,pc pe qe pd qd oc qc pf ob nc nb lc mc
kj_83386,9,pd nc oc nd pf kd tt qh tt
kj_64636,6,pd nc lc hc nd tt
kj_81155,6,pd qc pc qd pe rf
kj_87393,11,pc qe tt od oc nd mb tt qh oh pj
kj_62535,7,pc qe od tt qh tt ld
kj_06561,19,pd tt nc qf tt qd qc rc qe rd pe re pf qg pg tt qh rh ri
kj_91261,9,pc tt qe oc od nc pb nd oe
kj_48161,17,pd nc tt pf of oe pe ne pg qf qg re rg pc qd qc rd
kj_52583,13,pc pe tt oc ob od nb qc qb pd pb rc lc
kj_96483,12,pd qc pc qd qf qe pe rf tt qg pf qb
kj_53369,8,pc pe qe qf qd pf tt mc
kj_29574,27,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me og qb md nc mc nb mb na jc hc je
kj_25768,12,pc qe od ph tt lc of qg qd pe nc tt
kj_84817,11,pc qe tt od oc nd nc md mc ld kc
kj_38480,7,pd tt nc md nd mf jc
kj_57541,6,pc pe tt oc tt od
kj_74759,6,pc tt qe pf qf ph
kj_52350,15,pd qc pc qd qe re rf qf pe rg rd sf rc pf qj
kj_88123,13,pd nc qf pc qc qb rb tt pb oc pe kd ic
kj_82423,10,pd tt nc re qd qi qh ph qg pi
kj_24336,8,pc qe od tt pf qg tt kd
kj_94694,13,pd qc pc qd pe qe pf qf tt pg og oh ng
kj_68867,7,pc qe qd pe nc pi tt
kj_91368,6,pd nc qf pb tt qi
kj_56508,13,pc qe pg tt pe qd pd qg qh qf ph qc tt
kj_30861,8,pd nc qf ne pb pg pf ng
kj_68085,6,pc tt pf tt kd mc
kj_45558,11,pc pe qe qf qd pf nc tt qh mf oh
kj_65394,7,pc tt qf tt kc tt kd
kj_68547,7,pc qe nd tt qi qk qd
kj_49325,17,pd qc pc qd qe re rf qf pe rg rd sf rc tt og tt oj
kj_13933,12,pc qe tt od oc nd mc tt md tt ph me
kj_58602,9,pd qc pc qd pe rf qg qf pf
kj_61474,8,pc pe qe qf qd pf nc pj
kj_66730,16,pd qc pc qd qf qe pe rf tt qg pf pb ob qb nc tt
kj_88767,14,pd nc qf pc qc qb oc pb od ob rc nd mb nb
kj_68937,7,pc qe od tt qh tt qk
kj_49916,6,pc tt pe qh tt re
kj_86769,21,pd qc pc qd qf qe pe rf qb rb rg pf qg pb of tt ob qa tt mh oh
kj_03427,16,pd qc pc qd qf qe pe rf tt qg pf qb tt lc ke me
kj_60137,6,qc pd pc od tt qd
kj_50879,15,pc tt qf pd qd oc pe od pb qc qb rc oe md rb
kj_91680,9,pc pe qe qf qd pf nd pj rh
kj_45505,12,pc qe od tt qh tt og qc qb rb qd rc
kj_02555,7,pc tt qe kd tt oc pd
kj_49887,6,pd tt nc qi tt qf
kj_16826,6,pc tt pe kc mc tt
kj_38175,27,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc nd ld nf of md lc le ke lf kf lg oh
kj_16443,7,pd tt nc tt kc kd tt
kj_36038,7,pd tt nc md jd mc nd
kj_29438,11,pc qe od tt qh pf oh rc nf qb tt
kj_91571,7,pc qe pi od oc nd mb
kj_16622,6,pd tt nd ob qc lc
kj_45517,16,pc qe tt od oc nd mc md lc ld tt kc kb nc nb qc
kj_97754,15,pc qe od tt pf qc qb rb qd rc pe pb ob qa tt
kj_69717,13,pc pe qe qf qd pf nd pj tt lc mc ld id
kj_95223,23,pd qc pc qd qf qe pe rf tt qg pf qb tt pg og oh ng nh mh mg ne lg mi
kj_30246,19,pd qc pc qd qf qe pe rf qb rb re rd rg pf sf qg of rf qf
kj_33171,11,pc pe qe pd qd oc pb pf qf pg qg
