定式ID,匹配步数,落子前缀
kj_72206,7,pd tt nc qf tt of rd
kj_31575,11,pd qc pc qd qf rf tt qg pf rh tt
kj_26041,8,pc pd qc nd od oe oc ng
kj_57270,12,pd qc pc qd pe rf qg tt pb rg qh tt
kj_83345,7,pc tt pe qg ph pg og
kj_69407,6,pc tt qe pf pe ng
kj_88231,16,pd qc pc qd qe re rf qf pe rg rd sf rc tt og pi
kj_59227,15,pd qc pc qd pe rf tt ld qb rb re qe qf rd rg
kj_95841,7,pc tt pe tt qh qd qe
kj_11390,13,pd nc qf pc qc qb rc od pb oc rb og tt
kj_94726,12,pd qc pc qd pe qe pf qf tt pg og oh
kj_06438,10,pc tt pe tt qh qd pd rf qe re
kj_72418,8,pc qe nd tt qi qh pi ph
kj_85532,7,pd tt nc md nd qg qe
kj_26592,6,pd tt nd lc tt le
kj_34375,15,pc tt qf pd qd oc pe od pb qc ob mc rc tt kd
kj_10312,7,pc qe nd tt qi qm qd
kj_38747,11,pc qe od tt qh ql qk pk qj pl pf
kj_67481,11,pd qc pc qd qf qe pe rf qg rg qh
kj_62065,9,pc pd qd oc pe od qc oe pf
kj_54829,8,pc qe od qh qi pi qj ph
kj_24524,22,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc tt qh ph pg oh qi tt
kj_60444,10,pc qe nd tt qi tt qd rd rc me
kj_23548,7,pc tt pe of pf oh pg
kj_38161,13,pc qe tt od oc nd mc tt qg pi qi pg pf
kj_48950,7,pd tt nc re qf qc pc
kj_93759,7,pc tt pe tt lc qd qe
kj_44977,7,pc tt qf lc je le jg
kj_84201,17,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc tt qh
kj_79011,13,pd qc pc qd qf qe pe rf qg rg qh of mf
kj_98324,6,pc qe nd lc kd ld
kj_66933,17,pc tt pe pf of qe oe qd pg pd od qc qf oc nc pb ob
kj_84970,11,pd nc qf ne pb pg pf og of nf ng
kj_11971,8,pc tt pe tt kd ke ld le
kj_26237,7,pc qe nd qh tt lc jc
kj_27212,15,pc qe tt nd pe pd od qd oc oe pf qc nc of pg
kj_40435,12,pd tt nc qc qd rd re rb sd sc rc rd
kj_85110,8,pc pe qe qf qd pf nd pj
kj_00790,6,pd tt mc md nd ne
kj_26841,10,pd qc pc qd qf rf qg rg qh mc
kj_92555,9,pc pe qe qf qd pf nc qj tt
kj_68983,8,pc qe od qh tt ql tt lc
kj_98632,6,pc tt pf qh tt pk
kj_29790,12,pc qe qd pe nc pi qk tt oj tt oi ph
kj_68451,9,pd qc pc qd pe qe pf qf ph
kj_57371,6,pd tt nc qf tt rc
kj_17519,13,pd nc lc qf nd tt qi md mc qd qc od ne
kj_16933,9,pd qc pc qd pe rf lc tt je
kj_51461,15,pd qc pc qd qe re rf qf pe rg rd sf rc pf mg
kj_42135,15,pd nc tt qc pc qd pe pb ob qb nb qf mc tt oh
kj_32692,10,pc qe tt od oc nd mc qh ph pg
kj_58778,6,pc tt pe tt lc qg
kj_59050,14,pd qc pc qd qe re rf qf pe rg rd sf rc pf
kj_78751,8,pd qc pc qd pe rf qf rg
kj_31034,7,pd tt nc qf qh qj oh
kj_31381,19,pd qc pc qd qf qe pe rf qg rg qh tt rh tt qb rb pb ra tt
kj_94152,7,pc tt qe pf pe nf tt
kj_57976,6,pc qe od qh qd tt
kj_59642,17,pd qc pc qd qf qe pe rf tt qg pf qb tt lc le jd tt
kj_68383,10,pd nc pf oe oc pe qe nd qd ng
kj_48310,7,pd nc qf pe qe pc od
kj_67105,6,pc tt qf pg pf ng
kj_37194,13,pd qc pc qd pe rf qg qf pf pb ob qb nc
kj_13646,11,pd qc pc qd qf rf pe rg tt ph tt
kj_63541,7,pc tt qe oc od nc pb
kj_93168,6,pc qe nd lc le jd
kj_77445,17,pd tt nc qf tt qd qc rc qe rd pe re qb pf rg qh rh
kj_14383,16,pc pe qe qf qd pf nd pj tt ld nf oc nc od ob pb
kj_56105,14,pd qc pc qd pe rf qg tt qf rg rh qe qh tt
kj_88227,6,pd nc tt oe qf pg
kj_50298,18,pd qc pc qd pe qf pf qg qe re rf rd qh rg pg rh tt qi
kj_84921,10,pd qc pc qd pe rf tt lc tt je
kj_87755,7,pc pe qg qc qb qd ob
kj_87946,12,pc tt pf qh qj pd od qd qc rc nc re
kj_29366,11,pc pe qe qf qd pf nc tt qj tt mf
kj_29670,6,pd nc tt kc tt id
kj_63905,22,pd qc pc qd qf qe pe rf qb rb re pb rc qa rd qb rg pf qg nc nf ld
kj_79786,8,pc qe qd pe nc pi pk tt
kj_12975,8,pc pd oc qd qc tt od pf
kj_11005,7,pd nc pf tt kd oe pe
kj_71746,12,pc pe qe qf qd pf nd pj rh re ph rd
kj_67169,7,pd nc oc nd pf kd tt
kj_78581,10,pc tt pe pf of qe pg qf oe qc
kj_06618,9,pd tt nc re qf rf qd qh qi
kj_46858,8,pc qe pi od oc nd mb tt
kj_38250,17,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc tt ph
kj_73507,7,pc tt pe qg tt re qd
kj_85254,6,pc tt qe pf pe nf
kj_32049,6,pc qe nd tt qi me
kj_08807,25,pd qc pc qd qf qe pe rf qb rb re pb rc qa rd qb rg pf qg nc nf tt ld me tt
kj_74487,9,pc pe qe qf qd pf nc pj qj
kj_25846,6,pc tt pf tt ld qh
kj_98020,15,pd qc pc qd qe re rf pb ob oc pe nb qb oa rb
kj_59729,9,pc tt pe oc od nc pb nd tt
kj_53475,6,pd nc lc jc qf ne
kj_82762,11,pd qc pc qd pe rf tt lc le qg jd
kj_61802,10,pd qc pc qd pe rf tt qg lc tt
kj_32550,8,pd tt nc qf qe pf pi ne
kj_57687,10,pc qe qd pe nc pi tt od oc tt
kj_74377,7,pc tt qe pf qf oc pd
kj_80331,6,pc qe nd tt qh lc
kj_31885,6,pc tt pe kd ke le
kj_59236,7,pc tt pe tt qh qd qc
kj_48322,7,pc tt qi pe qe qf qd
kj_48560,6,pc tt qe pf tt nf
kj_67250,16,pd qc pc qd pe rf tt mc qb rb re qe qf rd rg pf
kj_71102,11,pc qe tt od qd rd pe pd qc qf nc
kj_97718,9,pc pe qh qc qb qd ob me mc
kj_50266,19,pd qc pc qd pe qf pf qg qe re rf rd qh rg pg rh tt qi tt
kj_65396,12,pd nc qf pc qc qb rc od pb oc rb kd
kj_38582,22,pd qc pc qd pe qf pf qg qe re rf rd qh rg pg rh tt qi tt ld ie lf
kj_64801,8,pc pd oc qd qc od nd ne
kj_81155,6,pd qc pc qd pe rf
kj_99099,14,pd qc pc qd qe re qf rf qg tt pb rg qh qb
kj_62101,10,pd qc pc qd qf qe pe rf pg rg
kj_34639,9,pc qe qd pe nc tt ph me tt
kj_57260,13,pd qc pc qd qf qe pe rf tt qg pf qb oh
kj_91852,12,pd qc pc qd qf qe pe rf qg rg qh lf
kj_67481,11,pd qc pc qd qf qe pe rf qg rg qh
kj_36656,10,pd qc pc qd pe rf tt qg qk pk
kj_83474,23,pd qc pc qd qf qe pe rf qb rb re pf qg rd rg of oh mf ld qj pj pk oj
kj_61474,8,pc pe qe qf qd pf nc pj
kj_50209,8,pd nc pf tt oc qe tt qc
kj_77305,7,pc qe od tt qh ql qk
kj_99087,17,pd qc pc qd qf qe pe rf qb rb re rd rg pf qg of oh
kj_96615,12,pc qe od tt qh oe ne of qd rd rc nf
kj_90367,11,pc qe qg od pd pe oe of ne pg md
kj_59236,7,pc tt pe tt qh qd qc
kj_37454,28,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me og qb md nc mc nb mb na jc id ic hd
kj_50370,12,pd qc pc qd pe rf tt qg pg ph oh pi
kj_00295,10,pd qc pc qd pe rf ld lc qb rb
kj_34225,9,pc qe od tt qh pf tt rc oh
kj_79951,8,pc qe od tt qg oe ne of
kj_70778,7,pc qe qi od oc nd mb
kj_37691,15,pd nc tt qf pf pg of qd qc qe pc md le ld ke
kj_36507,11,pd qc pc qd pe qf tt rg ld tt id
kj_92888,9,pc qe od pi tt lc tt rc md
kj_60541,8,pd tt nc re qf rf tt qg
kj_36262,13,pd qc pc qd pe rf tt lc qf rg ph le tt
kj_91744,12,pd nc pf qc pc pb ob qb nb re mc qf
kj_56622,7,pc pe qe qf qd pf nc
kj_98612,7,pc qe od qh tt qk tt
kj_31421,15,pc tt pe pf of qe oe qd pg qf qc qg ph qi tt
kj_08124,9,pd qc pc qd qf rf qg rg tt
kj_99451,8,pd tt nc qf qe pf tt kc
kj_80296,17,pc qe tt od qd rd pe pd qc rf qf re oc pf tt nd mc
kj_04490,12,pc pe qe qf qd pf tt nd tt ob pb tt
kj_90248,6,pc qe qd pe nc lc
kj_89350,14,pd nc qf pc qc qb oc pb nd ob od mc tt le
kj_83425,7,pd tt nc qf qh of oh
kj_75482,6,pc qe qd pe nc tt
kj_96453,12,pd qc pc qd pe qf tt rg tt ld og tt
kj_94054,8,pd qc pc qd pe qe pf rg
kj_57673,7,pc qe ph od oc nd mb
kj_82018,7,pc qe tt od oc nd mc
kj_00616,14,pc pe qe qf qd pf nd pj kd le ld ne ke od
kj_96154,14,pc qe tt od oc nd mc tt qg md lc ld kd ke
kj_67481,11,pd qc pc qd qf qe pe rf qg rg qh
kj_54762,15,pd qc pc qd qf qe pe rf qb rb re rd rg se qg
kj_76490,9,pd nc tt qc pc qd pe rf tt
kj_64310,6,pd nc qf tt kc pe
kj_25779,7,pc qe od pg qd pe md
kj_81155,6,pd qc pc qd pe rf
kj_42206,20,pd qc pc qd pe qf pf qg qe re rf rd qh rg pg rh tt ld ie lf
kj_62829,7,pd nc qf tt kc hd ke
kj_98162,17,pd qc pc qd qf qe pe rf tt qg pf qb tt lc ld md le
kj_90348,13,pd qc pc qd qe re rf qf pe rg rd sf rc
kj_19760,8,pc qe od ph tt lc of le
kj_95577,13,pd qc pc qd qf qe pe rf qg rg qh tt pk
kj_13646,11,pd qc pc qd qf rf pe rg tt ph tt
kj_79883,8,pc tt pe qd pd qe qc qg
kj_82609,7,pd tt mc qf qe pf pi
kj_02617,13,pd qc pc qd qf rf tt qg pf pe qe re oe
kj_87719,9,pc tt pe qi tt qg tt re tt
kj_69991,7,pc pd tt oc qc od re
kj_86875,6,pd nc qf qh oc nd
kj_14886,27,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me of qb md pb mc oc le mf lf mg kh
kj_84187,9,pc pd qd oc qc od pf kd tt
kj_44894,8,pc tt pf tt lc qh tt pd
kj_45779,16,pd nc kd qf oc nd pf pg of qe pe qc qd rd qg rf
kj_67710,14,pd qc pc qd pe qf qb pf of og nf ng mg mf
kj_81212,15,pd qc pc qd qf qe pe rf qg rg qh ld tt of pf
kj_23482,8,pc tt qe pf pe nf tt oe
kj_80194,14,pc qe qi nd pe pf oe qd oc qc rg qg rf qf
kj_17203,8,pc qe qd pe nc tt ph mf
kj_58446,7,pd tt nc qf qe pf oi
kj_83279,12,pd qc pc qd pe qe qg qf pf pg qh qb
kj_58367,9,pc pe qh qc qb qd ob nc od
kj_55287,7,pc qe qd pe nc pi qk
kj_94107,7,pd tt nc tt kc re rd
kj_67672,13,pd nc jc qc pc qd pe pb ob qb nb qf mc
kj_71089,7,pd nc oc nd qf tt jd
kj_83162,7,pc qe od qh qj tt oj
kj_97037,12,pd qc pc qd pe rf tt kd tt qg tt mc
kj_77102,11,pd qc pc qd pe rf tt qg pg tt qh
kj_06438,10,pc tt pe tt qh qd pd rf qe re
kj_56331,6,pc qe od pg qi tt
kj_21581,12,pd qc pc qd pe rf kd qg tt md qb rb
kj_23994,9,pd tt nc qf qj qd qc rc rb
kj_23769,8,pc tt pf tt pi tt mc qe
kj_95202,7,pc qe qd pe nc me tt
kj_10935,10,pc tt qf nc tt qc qd qb pd pb
kj_71372,7,pc tt pe mc tt qg md
kj_92147,14,pd nc qg qc pc qd pe pb ob qb oc rf oh tt
kj_37712,12,pc qe tt od oc nd mc tt md tt mg tt
kj_58210,10,pd qc pc qd pe qf tt rg og tt
kj_55989,9,pc tt qi pd qd oc pe od qc
kj_67056,9,pd nc lc ne kd pf qf qe pe
kj_11887,22,pd qc pc qd qf rf rg qe pf pe oe of ne pb ob qb oh oc nf qj mj tt
kj_12242,18,pc tt pe pf of qe oe qd pg pd od qc qf oc nc pb ob jc
kj_37351,14,pc qe nd tt qi tt qd rd rc oi oh nh ph ne
kj_61422,11,pd tt nc qf qi od oe qd qc pc pe
kj_52768,7,pc tt pe pf qe nf tt
kj_32324,16,pd nc tt qf nd md ne pc mc oc ld qd tt mb me lb
kj_66661,13,pd tt nc qf tt qd qc rc qe rd pe re tt
kj_47381,12,pd nc tt qf pf pg of qc qe pc qg kc
kj_51721,12,pc qe tt od oc nd mc tt md tt mf ng
kj_71696,8,pd qc pc qd pe rf tt qg
kj_79612,8,pc tt pe kd tt oc od nc
kj_25682,21,pd qc pc qd pe rf tt kd qb rb re qe qf rd rg pf qg of ld le kc
kj_79577,11,pc qe od tt qh pf oh nf ld rc id
kj_53996,6,pd nc oc nd pf jd
kj_21577,9,pc qe qd pe nd tt pi tt of
kj_75644,8,pc qe qd pe nc tt qi me
kj_70637,6,pd tt mc qf tt kc
kj_91760,6,pd tt nc qd qe re
kj_38037,13,pd nc qf pc qc qb rc od pb oc rb pe tt
kj_70401,10,pc qe qd pe nc pi tt od oc me
kj_67878,13,pd nc qf pc qc qb oc pb od ob nd mc md
kj_69159,10,pc qe tt od oc nd mc tt qg pi
kj_91009,11,pd nc pf tt lc oe pe ld kd kc ke
kj_14248,7,pc qe od pg qi qk oi
kj_11013,8,pc qe od tt qh pf rd pk
kj_87303,14,pc qe tt od oc nd mc md lc ld kc kd jc tt
kj_79649,9,pc pe qe qf qd pf nc pj mf
kj_25125,7,pd pc qc oc qb lc jc
kj_10011,14,pd qc pc qd qf qe pe rf tt kc tt le qb rb
kj_54719,10,pd qc pc qd pe rf tt kc kd ld
kj_14337,14,pd nc qf pc qc qb rc od pb oc rb tt kd kc
kj_31141,8,pd tt nc qf tt rd qc ph
kj_68867,7,pc qe qd pe nc pi tt
kj_46747,7,pc qe nd pi ph qh qg
kj_69074,14,pc tt pe pf qf qg pg of qh qe rg rf qg pd
kj_58942,8,pc qe qi od oc nd mc tt
kj_92112,15,pd qc pc qd qf qe pe rf tt qg pf qb oh tt pb
kj_59048,8,pc tt pf qh qj oh qg qi
kj_51562,7,pc qe nd tt qh tt pk
kj_87530,6,pc tt pe tt pi tt
kj_81466,18,pd qc pc qd pe rf qb rb re qe qf rd rg pf sf pb pg of
kj_64391,9,pd qc pc qd pe rf kc kd tt
kj_60301,16,pd qc pc qd qf qe pe rf tt qg pf qb tt pg ld tt
kj_90874,11,pd qc pc qd pe qe pf rg tt ld lf
kj_27911,6,pc tt pe tt qi ph
kj_26114,10,pd nc tt pf of pg pe og nd md
kj_34782,8,pc qe qd pe nc tt ph me
kj_17787,10,pd nc oc nd pf jd tt qh qj tt
kj_20743,10,pc qe od qh qj lc qd pe oj nc
kj_52245,9,pd tt nc qf qe pf qh mf md
kj_40298,7,pd tt nc mf of md mc
kj_84091,19,pd qc pc qd qf qe pe rf qb qg pf rh rc rd sd re tt oh tt
kj_93974,8,pc qe tt od oc nd mc le
kj_70007,7,pc tt pe pf qe tt pj
kj_91924,7,pd tt kc qf qe pf nd
kj_22432,11,pc tt pe tt ph qd pd rf qe re rd
kj_55300,8,pc qe tt od oc nd mc nh
kj_59236,7,pc tt pe tt qh qd qc
kj_89031,10,pc qe tt od oc nd mc le qg og
kj_94857,8,pc qe tt od oc nd mb pi
kj_12474,6,pc tt pf ld tt qh
kj_12767,17,pc qe tt od oc nd mc tt md me le lf mf ne ke kf pd
kj_65476,7,pc qe pg oe nd tt pj
kj_28009,15,pd qc pc qd pe rf qg pb ob qb qf rg rh qe qh
kj_93042,9,pd tt nc qf tt rd qc ph tt
kj_06775,8,pc qe nd pi tt lc pg of
kj_55733,6,pd tt nc md tt qf
kj_44395,15,pd qc pc qd pe rf qb rb re pb qe tt ob qa sc
kj_66282,7,pd tt nc md nd tt qg
kj_03535,6,pc qe nd pi tt nh
kj_55980,10,pd qc pc qd pe rf tt kd qb rb
kj_70709,10,pc tt pe oc od nc pb nd le of
kj_33457,9,pc tt pe pf qf qg qe tt qk
kj_67273,15,pd qc pc qd qe re rf qf pe rg rd sf rc tt lc
kj_61474,8,pc pe qe qf qd pf nc pj
kj_18687,6,pc qe od tt qi qh
kj_00780,21,pd qc pc qd qf qe pe rf qb rb re pf qg rd rg of oh mf ld ke kd
kj_17533,11,pd pc qc oc qd lc nd nc tt md tt
kj_58210,10,pd qc pc qd pe qf tt rg og tt
kj_25523,10,pc qe od tt qh oe ne of qd rf
kj_04762,14,pc qe tt od oc nd mb tt pg qg qh ph rg qf
kj_69984,7,pd tt nc md nd mf jd
kj_58938,6,pc qe od tt qh pf
kj_10595,21,pd qc pc qd qf rf rg qe pf pe oe of ne pb ob qb mc nf re me oc
kj_54310,6,pc pe oe of od pf
kj_28902,11,pd qc pc qd qf rf qg rg qh tt ql
kj_33776,8,pc qe qd od oc nd re nc
kj_67986,7,pd tt mc ld md le kb
kj_36715,13,pd qc pc qd qf rf qg rg qh tt rh qe pe
kj_82738,8,pc qe qd od pd pe oe oc
kj_61078,8,pc tt pe qg pg ph og rf
kj_34782,8,pc qe qd pe nc tt ph me
kj_60809,8,pc tt pf tt lc ld md mc
kj_44019,7,pd tt nc md mc tt kd
kj_94393,12,pd qc pc qd pe rf tt lc ic tt qf qe
kj_30974,10,pd qc pc qd pe qf tt rg ld kd
kj_97307,6,pd nc qf qh pb tt
kj_82200,18,pd tt nc qf tt qd qc rc qe rd pf re pe qg pg tt qh rh
kj_27127,15,pd nc oc nd pf jd tt qh ph pi oh rg rf oi ni
kj_29568,9,pc qe nd lc tt le tt rc mf
kj_36322,30,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me mf mc qb re qh rb mb lb ra rc nb kc le md
kj_18716,11,pc pe qe pd qd oc qf pb qc nd tt
kj_25840,7,pc tt qe oc od nd tt
kj_55343,6,pc qe qd pe nc pi
kj_65105,6,pd nc oc nd pf pi
kj_70697,16,pd qc pc qd qf qe pe rf qb rb re rd rg se qg tt
kj_61379,9,pc pe qe qf qd pf nc pj ql
kj_10363,15,pd qc pc qd qf qe pe rf qg rg qh kd tt kf tt
kj_32648,11,pd qc pc qd qf rf pe rg tt ph ld
kj_59141,6,pd tt nc tt kc kd
kj_00001,8,pc qe qd pe nc tt qi oh
kj_40965,7,pc qe qd pe nd tt pi
kj_76987,14,pd qc pc qd qf qe pe rf qg rg qh tt lc tt
kj_45227,8,pd nc oc nd pf kd je ke
kj_32808,8,pc qe nd pi kc qc qb pb
kj_33526,11,pc pe qe qf qd pf nd tt pj ql nf
kj_46683,8,pd nc lc ne pf jc oc nb
kj_67927,13,pd nc nd md ne ob qc me mf nf lf ke pf
kj_28597,13,pd nc jc qf pf pg of qc qe pc qg qi rf
kj_43137,11,pd qc pc qd qf rf qb rb re qe pe
kj_50184,25,pc qe qh od pd pe oe oc ob md pf pb qb qc pa qd pb rb mc of ne nd ld me nf
kj_07355,9,pc tt pe ld tt oc od nc pb
kj_67862,8,pd qc pc qd qf qe pe rf
kj_53367,6,pc tt pf tt ld qd
kj_53934,12,pd qc pc qd qf qe pe rf qg rg qh le
kj_02859,11,pc tt pe pf of qe oe qd pg qc qf
kj_62112,8,pc qe od tt qh pf tt qk
kj_25840,7,pc tt qe oc od nd tt
kj_20394,12,pd nc oc nd pf re qc qg pg qh ph pi
kj_59417,11,pd qc pc qd pe qf qe re qb pf tt
kj_61802,10,pd qc pc qd pe rf tt qg lc tt
kj_53303,6,pc pe qe qf qd pg
kj_71889,10,pc qe tt od oc nd mc tt qg qh
kj_73863,10,pc pe qe qf qd pf nd tt nf lc
kj_60802,10,pc tt qh pd oc qd qc rc od pf
kj_78220,9,pd tt nc md tt mc nd me pf
kj_62420,7,pc qe nd tt qg lc tt
kj_27212,15,pc qe tt nd pe pd od qd oc oe pf qc nc of pg
kj_89837,14,pd qc pc qd qe re rf qf pe rg rd sf rc tt
kj_96437,10,pd qc pc qd qf rf pe rg qb rb
kj_61474,8,pc pe qe qf qd pf nc pj
kj_67862,8,pd qc pc qd qf qe pe rf
kj_46483,16,pc qe tt od oc nd nc md mc tt ld le ke kd lc lf
kj_61470,16,pc tt pe pf of qe oe qd pg pd od qc qf oc nc pb
kj_00018,17,pd qc pc qd qf qe pe rf qb rb re rd rg se pg tt pk
kj_87740,16,pd nc qf pc qc qb oc pb nd ob od mc tt ph rh tt
kj_15175,9,pd nc oc nd pf tt kc tt hc
kj_24117,6,pc tt qf qh tt oj
kj_80203,18,pd qc pc qd qf qe pe rf qb qg pf rh rc rd sd re tt lc
kj_60549,15,pd nc qf pc qc qb oc pb od ob nd mc tt le tt
kj_80773,15,pc tt pe pf qf qg pg of og qe rf nf re ng qh
kj_45412,19,pd nc tt qc pc qd pe pb ob qb nb mc qe oc mb lc lb kc kb
kj_76181,13,pd qc pc qd qf qe pe rf qg rg qh le tt
kj_77015,7,pc qe qd pe nc pi ol
kj_67157,10,pc qe qg od pd pe oe of ne pg
kj_78310,6,pd tt nc re rd nb
kj_91914,6,pc qe ph tt qd od
kj_12323,14,pd qc pc qd pe qe qf rf qg rg qh pb ob qb
kj_78673,9,pc qe qd pe nc pi qk tt oj
kj_46594,7,pd tt nc tt kc tt je
kj_15275,18,pd qc pc qd pe rf tt qg tt lc pg le qf qh re qe pf rd
kj_41921,17,pd nc tt qc pc qd pe pb ob qb tt oc mc md nb mb lc
kj_55169,7,pc qe od qh qj ql tt
kj_88231,16,pd qc pc qd qe re rf qf pe rg rd sf rc tt og pi
kj_69829,12,pd tt mc qf qh qj pf re pg qc pc qb
kj_07392,12,pc pe qe qf qd pf nc od oc tt ph me
kj_18056,7,pc tt qf nc tt kd tt
kj_51169,9,pd tt nc md tt mc nd me id
kj_94152,7,pc tt qe pf pe nf tt
kj_74120,7,pc qe nd tt qi qh rh
kj_62515,11,pc pe qh qc qb qd ob nc od pg ph
kj_79034,9,pc qe tt od oc nd mc qh tt
kj_61433,7,pd tt nc qf tt rd kd
kj_12273,7,pc qe od ph tt ld of
kj_82854,11,pd qc pc qd qf rf tt qe pe qg pf
kj_31898,11,pd nc tt qf nd md ne oc pc re tt
kj_94668,7,pd nc tt pf tt ne pb
kj_75530,6,pd tt nc qf qe pf
kj_98160,18,pd qc pc qd qf rf qg rg qh tt rh pb ob qb pe nc oc qe
kj_72138,11,pc pe qe qf qd pf nc pj ql ol qi
kj_67044,7,pc tt pe tt lc je tt
kj_43777,6,pc tt pe tt qh oh
kj_54414,13,pd qc pc qd qf rf qg rg qh qe pe rh qi
kj_45014,10,pd nc lc pg nd qc qd pc od nb
kj_99263,6,pc tt pe qg qi og
kj_09798,16,pd qc pc qd pe qe qf rf tt ld rg qg pf rh pg sg
kj_88662,14,pd qc pc qd qf qe pe rf qg tt rg pb ob qb
kj_20614,12,pc qe qg od pd pe oe of ne pg md pi
kj_75530,6,pd tt nc qf qe pf
kj_31704,12,pc qe nd tt qi qc qb rb qd rc pd rd
kj_02429,10,pd nc oc nd pf tt ld of og nf
kj_34244,11,pd qc pc qd pe rf lc ld md le kc
kj_74141,11,pc qe od tt qh oe ne of qd rd rc
kj_10703,7,pc tt pe tt kd tt kc
kj_92739,10,pc qe qi nd pe pf oe qd oc qc
kj_36465,8,pd tt nc qf tt rd pf pg
kj_87731,8,pc qe nd tt qi tt qd tt
kj_82628,7,pc qe pg oe nd tt qd
kj_81716,24,pc pe qh nd oe od pd qe of rc nb mc rb rd pg mb qb ob pb oc rf sb tt mf
kj_37815,15,pd qc pc qd pe rf tt qb pb pg og oh qf qg nh
kj_81642,12,pd qc pc qd pe qf pf rg qh tt qg rf
