定式ID,匹配步数,落子前缀
kj_98558,6,pd nc qf pb qc kc
kj_82018,7,pc qe tt od oc nd mc
kj_55242,6,pc qe od qh tt of
kj_38897,7,pc qe tt nc od nd pf
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_56476,6,pc pe nd qc qb qd
kj_83207,6,pc tt pe tt lc ke
kj_75682,7,pc pe qe pd qd oc qf
kj_44945,6,pd nc pf kd ic tt
kj_38753,14,pd nc oc nd qf pe qe qc od ob pb nb qb oe
kj_92555,9,pc pe qe qf qd pf nc qj tt
kj_98558,6,pd nc qf pb qc kc
kj_44984,8,pd nc pf tt oc nd tt mg
kj_62823,9,pd nc qf ne pb pg pf og rh
kj_82018,7,pc qe tt od oc nd mc
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_33379,8,pd tt nc qg tt mc md lc
kj_98558,6,pd nc qf pb qc kc
kj_02480,12,pd tt nc tt qe qc pc re rf rd pb qb
kj_55795,9,pc pe qe qf qd pf nc tt pi
kj_58702,8,pc pe qe qf qd tt pf tt
kj_53123,6,pd nc kd qf nd qc
kj_59940,10,pd nc qf qc pc pb ob qb oc re
kj_53121,7,pd nc kd qf nd qc qd
kj_65039,9,pd nc pf tt lc ld kd kc ke
kj_71774,10,pc qe qi od oc nd nc md lc qk
kj_53121,7,pd nc kd qf nd qc qd
kj_74049,6,pd nc oc nd pf nf
kj_58669,11,pd nc tt qf pf pg of qe qd og ng
kj_67481,11,pd qc pc qd qf qe pe rf qg rg qh
kj_65701,6,pc pe qe qf qd mf
kj_22139,12,pd nc lc ne pf kd kc jd ld le jc id
kj_13067,7,pc tt qf tt lc lb mc
kj_13318,7,pd nc qf pb mc md lc
kj_77452,7,pc pe oe qc pd qd of
kj_93524,6,pd nc qf pb tt qc
kj_05431,6,pc tt qe pd qd oc
kj_98040,10,pd qc pc qd qe re rf pb ob oc
kj_02972,10,pc pe qe qf qd pf tt oc ob pd
kj_45274,9,pc qe od qh tt kc qd pe tt
kj_65189,7,pd nc oc nd pf kc tt
kj_41837,10,pd tt nc rd qd re rc rb qc qh
kj_74845,10,pd nc pf qc pc pb ob qb oc re
kj_26437,8,pd nc kd qf nd md ne pc
kj_69519,6,pd nc qf pg qg pi
kj_24766,8,pc pe qg qc qd pd qe qf
kj_58669,11,pd nc tt qf pf pg of qe qd og ng
kj_46520,7,pd nc pf qh qj oh nf
kj_70330,14,pd qc pc qd qf rf rg pe qe re pg pb ob qb
kj_55263,12,pd nc jc qc pc qd pe pb ob qb oc qf
kj_19247,7,pc pe qg qc qb qd mc
kj_53501,7,pc qe od tt pf qg tt
kj_90086,10,pd nc tt qf pf pg of qe qd jc
kj_37429,10,pc pe qe pd qd oc qf pb qc nd
kj_16530,6,pd nc kc qf nd md
kj_17362,6,pd tt mc qc pc qd
kj_98558,6,pd nc qf pb qc kc
kj_54829,8,pc qe od qh qi pi qj ph
kj_46867,8,pc pe qe qf qd pf tt qj
kj_19033,9,pd nc qf tt oc nd tt kc tt
kj_84927,8,pd nc tt qf oe qc md qd
kj_54265,7,pd nc qf ne tt pg pf
kj_54310,6,pc pe oe of od pf
kj_73909,6,pd nc qf ne oc nb
kj_40389,7,pc qe pi od oc nd mc
kj_63541,7,pc tt qe oc od nc pb
kj_87121,6,pc qe od pg tt md
kj_11311,9,pc pe nc qc qd pd rc qb pb
kj_49887,6,pd tt nc qi tt qf
kj_57611,11,pd nc tt qf pf pg of qe qd md oc
kj_15298,7,pc qe ph tt qd tt pe
kj_98558,6,pd nc qf pb qc kc
kj_41023,10,pd nc nd md oc ne od nb me ld
kj_55380,11,pd nc tt qf qe pf nd md ne oc od
kj_51405,10,pc pe qe qf qd pf nc pj tt me
kj_92636,8,pc pe qe qf qd pf nc kf
kj_93409,6,pd nc lc ne pf pb
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_53263,7,pd kc tt nc oc nd pf
kj_13318,7,pd nc qf pb mc md lc
kj_08412,6,pd nc pf kc tt qh
kj_70691,6,pc qe od oe ne of
kj_65500,6,qc pd pc od qd pf
kj_52877,6,pc qe tt mc od jc
kj_87370,7,pc tt pe tt ph tt pk
kj_05804,7,pd nc qf ne oc nb kf
kj_03907,6,pc pe oe of od pg
kj_80363,10,pd qc pc qd qe re rf qf pe rg
kj_80853,8,pc qe pi od oc nd mc tt
kj_79016,14,pd nc lc qc qd pc od nd oc ob pb qb nb pa
kj_28579,8,pc pe qe qf qd pf nc kc
kj_00949,18,pc qe tt nd pe pd od qd oc oe pf qc nc ne lc rg md og
kj_17972,7,pc qe tt lc qd pe nc
kj_27695,7,pc pe nc qc qb qd rb
kj_55127,6,pd tt nc tt qi tt
kj_68940,7,pc qe pg od pd pe oe
kj_70870,7,pc qe ph od pd pe oe
kj_11271,11,pd nc nd od oe oc pe pc qc qb mc
kj_65197,6,pd nc oc nd pf kc
kj_88018,6,pd tt nc tt qg lc
kj_97307,6,pd nc qf qh pb tt
kj_85850,8,pd tt nc qf qh rd qc pe
kj_82018,7,pc qe tt od oc nd mc
kj_98040,10,pd qc pc qd qe re rf pb ob oc
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_51424,8,pd tt nc qf rd md nd mf
kj_90647,10,pc qe tt od oc nd mc tt pi qi
kj_58702,8,pc pe qe qf qd tt pf tt
kj_88583,13,pd qc pc qd qe re qf rf qg pb ob qb nc
kj_03631,7,pc tt pe tt qh pk tt
kj_06069,11,pd nc lc ne pf kd oc nb ld le ke
kj_96243,6,pd nc tt qf oe qc
kj_19247,7,pc pe qg qc qb qd mc
kj_89447,7,pd nc qf pb tt qh qc
kj_95432,6,pc qe qd pe nc me
kj_58330,6,pd nc qf tt lc jc
kj_91560,6,pd nc oc nd pf ke
kj_45615,6,pc tt pf tt kc le
kj_53945,6,pd nc qf tt lc pb
kj_55795,9,pc pe qe qf qd pf nc tt pi
kj_54310,6,pc pe oe of od pf
kj_97640,8,pc pe qe qf qd pg nd tt
kj_89933,7,pc pe tt oc ob od nc
kj_12571,6,pd tt nc tt oi tt
kj_66644,8,pd nc oc nd pf kc je tt
kj_39947,10,pc pe qe qf qd pf nc qj ql tt
kj_75678,9,pc pe qe pd qd oc qf pb qc
kj_23359,7,pd nc qf pb tt qc tt
kj_80491,11,pd nc tt qf nd md ne qc oc qd mc
kj_56956,7,pc qe qi od oc nd mc
kj_67257,7,pd nc qf tt oc nd jd
kj_88481,6,pd nc pf pb tt qh
kj_96516,6,pd nc pf qh oc nd
kj_95289,7,pd nc lc tt oc nd pf
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_60118,6,pd tt nc tt qe tt
kj_50142,6,pd nc oc nd pf ng
kj_32956,6,pd nc pf kc oc nd
kj_99516,6,pd nc ob qf qe pf
kj_43143,8,pc qe pg qg qh ph qi pd
kj_57858,6,pd tt kc kd ld tt
kj_45941,6,pc tt qe pf pe of
kj_55425,6,pd nc qf pg pf ng
kj_37429,10,pc pe qe pd qd oc qf pb qc nd
kj_31191,8,pc tt qe oc od nc nd pb
kj_92089,7,pd nc kc tt oc nd pf
kj_18716,11,pc pe qe pd qd oc qf pb qc nd tt
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_09116,7,pd nc ob qf qe pf ne
kj_61847,7,pd tt mc qc qd pc od
kj_19417,7,pc qe ph od oc nd mc
kj_44187,6,pc tt qe tt qi tt
kj_70870,7,pc qe ph od pd pe oe
kj_39717,6,pd nc qf pb qc ld
kj_40299,6,pd nc qf pb qc tt
kj_50820,8,pd tt lc ld md le kc tt
kj_26437,8,pd nc kd qf nd md ne pc
kj_24766,8,pc pe qg qc qd pd qe qf
kj_76460,8,pc pe tt qc tt pd oc qb
kj_75678,9,pc pe qe pd qd oc qf pb qc
kj_14192,9,pd nc qf tt lc tt oc nd le
kj_92647,8,pc pe qe qf qd pf nc qj
kj_60998,6,pd nc qf pb tt qh
kj_67805,10,pd nc qf pb tt ne tt pg qg ph
kj_08848,8,pd nc qf pb md mc ld nd
kj_19247,7,pc pe qg qc qb qd mc
kj_93982,6,pc tt qf tt lc tt
kj_45499,9,pc qe tt mc od me qd pe oe
kj_46094,9,pc pe qe qf qd pf nc qj pj
kj_46674,7,pd tt nc tt qe lc tt
kj_99362,7,pd nc kd tt oc tt nd
kj_50317,9,pc qe tt od oc nd nc md tt
kj_77452,7,pc pe oe qc pd qd of
kj_55963,11,pd nc lc pf nd md mc qd oc qc qh
kj_53121,7,pd nc kd qf nd qc qd
kj_33529,6,pd tt mc ld lc jd
kj_77108,12,pd nc tt qf pf pg of qd qc qe pc og
kj_34803,7,pc qe od tt pf qg qd
kj_56476,6,pc pe nd qc qb qd
kj_63058,7,pd tt kd ke le lf me
kj_83001,8,pd nc qf tt oc nd jd hc
kj_56622,7,pc pe qe qf qd pf nc
kj_34254,8,qc pd pc nd od oe oc le
kj_59141,6,pd tt nc tt kc kd
kj_08233,10,pc qe od tt pf qg ph pg og oh
kj_70230,12,pd nc lc pf nd md mc qd ne qc oc ph
kj_92647,8,pc pe qe qf qd pf nc qj
kj_52877,6,pc qe tt mc od jc
kj_19036,6,pd tt lc nc nd qc
kj_15053,7,pc tt pe tt ph qc qd
kj_75682,7,pc pe qe pd qd oc qf
kj_35740,9,pd nc lc tt hc qf pf pg of
kj_40264,9,pd nc lc qf nd qc pc qd pe
kj_52655,7,pd nc lc oe pe of qg
kj_19851,7,pd nc oc nd pf kd mg
kj_46079,11,pd nc pf qc pc pb qd rb rc qb lc
kj_07334,7,pd nc qf pb qc ld tt
kj_27813,6,pc qe tt md od pg
kj_27212,15,pc qe tt nd pe pd od qd oc oe pf qc nc of pg
kj_53303,6,pc pe qe qf qd pg
kj_92555,9,pc pe qe qf qd pf nc qj tt
kj_83745,9,pd tt nc rd qd re rc rb qc
kj_71636,6,pd nc lc tt qf jc
kj_34974,6,pd tt nc qh qf tt
kj_62637,6,pd tt nc qg qe tt
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_98558,6,pd nc qf pb qc kc
kj_54125,6,pd nc qf pb lc qc
kj_48320,6,pd tt lc nc tt ne
kj_98558,6,pd nc qf pb qc kc
kj_95381,6,pd nc lc tt oc nd
kj_70369,8,pc pe tt qc qb qd ob tt
kj_54125,6,pd nc qf pb lc qc
kj_55199,7,pd nc lc ne pf kd oc
kj_65189,7,pd nc oc nd pf kc tt
kj_88653,8,pc pe qe pd qd oc qc pf
kj_30161,7,pd nc qf tt kc kd ld
kj_71116,6,pd nc pf qh qk oh
kj_13338,11,pd nc lc qf pf pg of qd qc qe pc
kj_80645,9,pd tt nc re rd qe qd qi tt
kj_66189,11,pc pe qe qf qd pf nc pj pl tt ph
kj_76460,8,pc pe tt qc tt pd oc qb
kj_72001,7,pc pe tt qc qb qd nc
kj_19243,9,pc qe pg tt pe tt qf qh rg
kj_54125,6,pd nc qf pb lc qc
kj_74844,13,pd nc pf qc pc pb ob qb oc re rf qe qf
kj_81514,8,pd ob nc nb mc qc qd pc
kj_98295,6,pd nc pf pb qc ld
kj_81277,13,pd nc kc qc pc qd pe pb ob qb oc qf og
kj_75678,9,pc pe qe pd qd oc qf pb qc
kj_88954,7,pd tt mc qd qc qe rc
kj_56620,6,pc qe od tt qh rc
kj_56271,7,pd nc pf tt oc nd kd
kj_33756,7,pd nc qf ne pb pg qg
kj_42776,7,pd nc kc pf nd qc qd
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_74759,6,pc tt qe pf qf ph
kj_93032,9,pd nc tt qf nd od oe oc qe
kj_21151,7,pd tt nc tt qg oi tt
kj_57763,7,pc qe pg oe nd tt ng
kj_37752,9,pc pe qe qf qd pf nc qj pk
kj_10620,8,pd nc qf pb tt qh qc ne
kj_39829,7,pc tt qi pe nc qc qb
kj_77076,10,pc pe qe qf qd pf nc pj tt lc
kj_24766,8,pc pe qg qc qd pd qe qf
kj_88954,7,pd tt mc qd qc qe rc
kj_29688,6,pc qe tt mc od jd
kj_56948,8,pc qe qi od oc nd mc qk
kj_00573,8,pd tt lc tt le qc qd pc
kj_18716,11,pc pe qe pd qd oc qf pb qc nd tt
kj_97307,6,pd nc qf qh pb tt
kj_87689,7,pd nc pf tt kd kc lc
kj_90321,6,pc qe pg oe nd ld
kj_29688,6,pc qe tt mc od jd
kj_19075,10,pc pe oe qc pd qd of pf pg rf
kj_24766,8,pc pe qg qc qd pd qe qf
kj_21212,8,pd nc qf tt lc ld kc kd
kj_96106,10,pd nc oc nd qf pe qe qc nb qd
kj_13318,7,pd nc qf pb mc md lc
kj_71636,6,pd nc lc tt qf jc
kj_31082,6,pd nc pf pb mc mb
kj_44400,6,pd nc pf tt pi pj
kj_37429,10,pc pe qe pd qd oc qf pb qc nd
kj_41157,6,pd nc lc ne qf kd
kj_13318,7,pd nc qf pb mc md lc
kj_53854,10,pd nc qf tt lc tt le pc qc qb
kj_98295,6,pd nc pf pb qc ld
kj_70870,7,pc qe ph od pd pe oe
kj_55489,6,pc qe od qh tt rc
kj_98558,6,pd nc qf pb qc kc
kj_41157,6,pd nc lc ne qf kd
kj_15013,6,pd nc qf tt ld ne
kj_93524,6,pd nc qf pb tt qc
kj_98558,6,pd nc qf pb qc kc
kj_59329,7,pd nc qf ne oc nb tt
kj_72086,8,pd nc oc nd pf jd gd tt
kj_65701,6,pc pe qe qf qd mf
kj_27813,6,pc qe tt md od pg
kj_70870,7,pc qe ph od pd pe oe
kj_73909,6,pd nc qf ne oc nb
kj_45046,8,pd nc pf tt kc pc qc qb
kj_56728,8,pd nc tt qf oe qc tt qd
kj_80647,8,pd tt nc re rd qe qd qi
kj_82355,9,pc pe qe qf qd tt pf qg of
kj_30387,6,pd tt lc tt qf tt
kj_59089,17,pc qe tt od oc nd mc md lc ld kd ke je nc nb ob mb
kj_80853,8,pc qe pi od oc nd mc tt
kj_23359,7,pd nc qf pb tt qc tt
kj_93588,6,pd nc pf qh pk oh
kj_28445,10,pc qe qi od oc nd mc qk oi tt
kj_93524,6,pd nc qf pb tt qc
kj_01208,6,pd nc tt ne oc pe
kj_40264,9,pd nc lc qf nd qc pc qd pe
kj_95021,7,pc qe qd pe nd qh tt
kj_98558,6,pd nc qf pb qc kc
kj_96572,11,pd nc pf qc pc pb qd rb rc qb tt
kj_61745,7,pd nc oc nd qf jc lc
kj_81964,6,pd nc lc tt qf tt
kj_98558,6,pd nc qf pb qc kc
kj_63543,6,pc tt qe oc od nc
kj_83361,7,pc pe qe qf qd pg nd
kj_29715,7,pd nc qf tt lc jc nd
kj_93524,6,pd nc qf pb tt qc
kj_74541,8,pd nc qf tt oc nd jc hc
kj_43777,6,pc tt pe tt qh oh
kj_36046,7,pd nc qf pb lc ne qc
kj_55199,7,pd nc lc ne pf kd oc
kj_18716,11,pc pe qe pd qd oc qf pb qc nd tt
kj_92555,9,pc pe qe qf qd pf nc qj tt
kj_49862,7,pd nc qf tt oc nd lc
kj_64152,6,pd nc qf pb lc ne
kj_67257,7,pd nc qf tt oc nd jd
kj_82830,6,pc tt qe oc pd tt
kj_92690,11,pc pe qe qf qd tt pf qg of tt ph
kj_88653,8,pc pe qe pd qd oc qc pf
kj_60998,6,pd nc qf pb tt qh
kj_82225,6,pd tt mc qc qd pc
kj_47896,8,pc qe od tt pf qg qj pg
kj_19247,7,pc pe qg qc qb qd mc
kj_26107,6,pd nc lc tt ic id
kj_54310,6,pc pe oe of od pf
kj_75678,9,pc pe qe pd qd oc qf pb qc
kj_86425,6,pc tt qi pe nc tt
kj_20474,7,pd nc lc tt qf tt ic
kj_23359,7,pd nc qf pb tt qc tt
kj_07178,7,pd nc tt jc id jd if
kj_78059,20,pd tt nc re rd qd qe qc rc pe qf pc od rf rb qg pf og of nf
kj_53048,8,pd nc ld ne pf pb mc md
kj_81964,6,pd nc lc tt qf tt
kj_29298,6,pc pe qg qc mc pd
kj_27951,10,pd nc qf ne tt qc pc pb ob qb
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_07334,7,pd nc qf pb qc ld tt
kj_98558,6,pd nc qf pb qc kc
kj_89447,7,pd nc qf pb tt qh qc
kj_89447,7,pd nc qf pb tt qh qc
kj_74505,14,pd nc tt qf pf pg of qe qd md oc ob nd nb
kj_87103,7,pd nc kd tt oc qc nd
kj_93524,6,pd nc qf pb tt qc
kj_31036,7,pd nc lc jc nd tt oc
kj_19031,6,pd nc lc tt hc jc
kj_43452,6,pc tt qe tt lc tt
kj_50827,9,pd nc tt qf nd md oc ne od
kj_75941,9,pc tt qe pb ob oc od nc nb
kj_70259,6,pc pe qe qf qd tt
kj_66513,13,pc pe qe qf qd tt pf tt pg ph oh oi nh
kj_75941,9,pc tt qe pb ob oc od nc nb
kj_92555,9,pc pe qe qf qd pf nc qj tt
kj_60118,6,pd tt nc tt qe tt
kj_73249,7,pc qe od tt pf tt qf
kj_19247,7,pc pe qg qc qb qd mc
kj_19247,7,pc pe qg qc qb qd mc
kj_47579,6,pd tt mc tt qe tt
kj_43452,6,pc tt qe tt lc tt
kj_34166,7,pd nc qf tt pb tt lc
kj_07051,7,pd tt lc qc qd pc od
kj_74845,10,pd nc pf qc pc pb ob qb oc re
kj_98558,6,pd nc qf pb qc kc
kj_39717,6,pd nc qf pb qc ld
kj_24766,8,pc pe qg qc qd pd qe qf
kj_62393,12,pc pe tt oc ob od nc nb mb pb na qc
kj_19775,12,pc qe tt od oc nd mc nc nb mb lb md
kj_44620,8,pc pe ph qc qb qd ob qg
kj_38897,7,pc qe tt nc od nd pf
kj_82354,10,pc pe qe qf qd tt pf qg of pi
kj_15543,8,pc qe od tt qh tt pk tt
kj_03583,8,pd nc nd md oc ne od tt
kj_26437,8,pd nc kd qf nd md ne pc
kj_04230,8,pd nc oc nd pf jd hc qc
kj_24766,8,pc pe qg qc qd pd qe qf
kj_19686,6,pd nc qf tt kd ne
kj_04230,8,pd nc oc nd pf jd hc qc
kj_24766,8,pc pe qg qc qd pd qe qf
kj_19686,6,pd nc qf tt kd ne
kj_32113,7,pc tt qe qf pf qg re
kj_64152,6,pd nc qf pb lc ne
kj_29298,6,pc pe qg qc mc pd
kj_13318,7,pd nc qf pb mc md lc
kj_13318,7,pd nc qf pb mc md lc
kj_88814,6,pc qe tt qi tt mc
kj_40455,15,pd nc pf qc pc pb ob qb oc re rf qe qf nb oa
kj_63120,8,pd nc pf pc qc qb oc pb
kj_90212,8,pc tt qe oc pd tt mc md
kj_88653,8,pc pe qe pd qd oc qc pf
kj_53303,6,pc pe qe qf qd pg
kj_56795,8,pd nc tt qf oe qc pg pc
kj_86436,7,pd nc tt qf oe qc tt
kj_63525,6,pd nc tt ne pf tt
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_50897,7,pd nc lc qc qd pc od
kj_97307,6,pd nc qf qh pb tt
kj_24766,8,pc pe qg qc qd pd qe qf
kj_77452,7,pc pe oe qc pd qd of
kj_91560,6,pd nc oc nd pf ke
kj_02972,10,pc pe qe qf qd pf tt oc ob pd
kj_65189,7,pd nc oc nd pf kc tt
kj_55489,6,pc qe od qh tt rc
kj_50979,7,pc tt pe tt qh oj tt
kj_71029,6,pd nc qf tt jc hc
kj_64152,6,pd nc qf pb lc ne
kj_37368,9,pc qe tt od oc nd nc md qd
kj_80371,6,pd tt nc re qd qi
kj_42776,7,pd nc kc pf nd qc qd
kj_69399,14,pd qc pc qd qe re qf rf qg pb ob qb nc tt
kj_08463,9,pc qe od tt pf qg ph qh pi
kj_43452,6,pc tt qe tt lc tt
kj_86941,21,pd nc lc qc qd pc od nd oc ob pb qb nb pa ne mb md na tt me nf
kj_11200,7,pd nc pf tt pj tt nk
kj_50142,6,pd nc oc nd pf ng
kj_92736,6,pc tt qe tt kc tt
kj_41157,6,pd nc lc ne qf kd
kj_37429,10,pc pe qe pd qd oc qf pb qc nd
kj_13318,7,pd nc qf pb mc md lc
kj_98322,6,pd nc lc ld kc ne
kj_02171,9,pc pe qe qf qd tt pf qg tt
kj_89447,7,pd nc qf pb tt qh qc
kj_66779,7,pd nc qf ne pi og pg
kj_65701,6,pc pe qe qf qd mf
kj_97030,6,pd nc qf tt jc pb
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_98558,6,pd nc qf pb qc kc
kj_56326,12,pd nc ld qc pc qd pe pb ob qb oc qf
kj_26437,8,pd nc kd qf nd md ne pc
kj_65701,6,pc pe qe qf qd mf
kj_52765,7,pd nc oc nd pf kc ke
kj_75482,6,pc qe qd pe nc tt
kj_74444,11,pc pe qe qf qd pf nc me tt pd qc
kj_98944,7,pd tt nc qf qe pf ne
kj_42776,7,pd nc kc pf nd qc qd
kj_53996,6,pd nc oc nd pf jd
kj_78289,7,pd tt nc tt qg md mc
kj_20474,7,pd nc lc tt qf tt ic
kj_04355,6,pd nc qf kc tt pb
kj_16503,8,pc pe qg qc qb qd ob of
kj_69175,7,pd nc oc nd pf tt jc
kj_22082,8,pc qe od tt qi tt ql rc
kj_29298,6,pc pe qg qc mc pd
kj_75678,9,pc pe qe pd qd oc qf pb qc
kj_22012,9,pd tt nc qf tt of qe rf me
kj_88954,7,pd tt mc qd qc qe rc
kj_96572,11,pd nc pf qc pc pb qd rb rc qb tt
kj_56326,12,pd nc ld qc pc qd pe pb ob qb oc qf
kj_98558,6,pd nc qf pb qc kc
kj_56476,6,pc pe nd qc qb qd
kj_55127,6,pd tt nc tt qi tt
kj_85605,11,pd nc nd md ne pc qc oc qd me mf
kj_22139,12,pd nc lc ne pf kd kc jd ld le jc id
kj_33529,6,pd tt mc ld lc jd
kj_87997,7,pd nc qf tt oc nd kd
kj_18120,7,pd nc lc ld kd ke kc
kj_59383,7,pd nc pf tt oc nd tt
kj_57523,12,pd nc kd qc pc qd pe pb ob qb oc qf
kj_45877,7,pd nc pf qh tt rf rd
kj_04230,8,pd nc oc nd pf jd hc qc
kj_24766,8,pc pe qg qc qd pd qe qf
kj_19686,6,pd nc qf tt kd ne
kj_98558,6,pd nc qf pb qc kc
kj_65891,8,pc pe qe qf qd pf nc me
kj_54125,6,pd nc qf pb lc qc
kj_77454,6,pc pe oe qc pd qd
kj_96572,11,pd nc pf qc pc pb qd rb rc qb tt
kj_64961,6,pd tt nc qf rd of
kj_37429,10,pc pe qe pd qd oc qf pb qc nd
kj_25746,7,pd nc qf tt pb ne tt
kj_62160,8,pd nc qf tt kc pb qc od
kj_88281,6,pc qe od pg tt rc
kj_93588,6,pd nc pf qh pk oh
