定式ID,匹配步数,落子前缀
kj_65972,6,pc qe od lc tt nc
kj_86071,6,pc qe od qh tt oi
kj_84474,16,pd qc pc qd qf qe pe rf qb qg pf rh rc rd sd re
kj_72970,8,pd nc lc tt qc pg of tt
kj_30261,6,pc qe od lc tt hc
kj_15959,30,pd qc pc qd qf qe pe rf qb rb re pb rc qa rd qb rg pf qg oe of pg ne nc od ph qi lc nh tt
kj_31276,10,pc tt pe pf qe oc nd pb qc lc
kj_61701,10,pd nc lc ne pg jc jd id kd hd
kj_48831,6,pc qe nd jd kd id
kj_98192,13,pd qc pc qd qf qe pe rf qg rg qh of qb
kj_36916,12,pd qc pc qd pe rf qg qf pf pb ob qb
kj_88908,9,pc qe tt od oc nd mc le qg
kj_62632,13,pd qc pc qd qf rf qg rg qh lc tt qe pe
kj_44174,7,pc qe od tt pf qg lc
kj_58046,7,pd tt nc qf tt rd qc
kj_84654,6,pc qe od qh tt le
kj_89550,12,pc qe tt od oc nd mc tt md me le lf
kj_66776,10,pc qe tt od oc nd mc qi pi ph
kj_45914,9,pc qe pi od oc nd mc tt md
kj_54224,7,pd pc oc qc od re pg
kj_47925,9,pd pc qc oc qd lc jc ne je
kj_54618,9,pc pe qe qf qd pf nc tt qi
kj_25194,8,pc pe qe qf qd pf nd mf
kj_64194,7,pd tt nc md nd mf ph
kj_83397,6,pd tt mc ld md lf
kj_39434,39,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me mf mc qb re le md qh rb ra rc mb lb nb lf mg kc sd sb sf se sg ma na
kj_48972,10,pc qe nd tt pf qc qb qd ob qg
kj_51036,7,pd tt nc qg qi rd qd
kj_67209,14,pd qc pc qd qf qe pe rf tt qg pf qb ld pg
kj_48296,13,pd qc pc qd pe rf tt qg tt ld pg lf ph
kj_83906,8,pd nc qf tt oc tt nd tt
kj_39970,6,pd tt nc jc tt re
kj_89943,10,pd qc pc qd qf qe pe rf lc tt
kj_98446,9,pc tt qe pf tt qf pe of pj
kj_43203,16,pd qc pc qd qf qe pe rf qb rb re rd rg se pg ld
kj_92645,15,pd tt nc qf tt qd qc rc qe rd re pc pe oc nd
kj_04354,8,pd nc oc nd qf qc nb re
kj_65344,25,pd qc pc qd qf qe pe rf qb rb re pb rc qa rd qb rg pf qg nc of tt mc md nb
kj_01663,28,pd qc pc qd qf qe pe rf qb rb re pb rc qa rd qb rg pf qg nc nf ld tt of oe ph nd ng
kj_92647,8,pc pe qe qf qd pf nc qj
kj_98932,8,pd tt nc qf qe pf pi me
kj_68867,7,pc qe qd pe nc pi tt
kj_53456,6,pd nc jc hc oc nd
kj_55393,6,pc qe qd pe nc qh
kj_27212,15,pc qe tt nd pe pd od qd oc oe pf qc nc of pg
kj_01548,12,pc qe od tt qh pf rd nf md pi og qi
kj_19458,10,pd nc pf oe pe pb tt ph tt qc
kj_87308,14,pc tt pe oc od nc pb nd ne me nf mf mg qg
kj_71352,12,pd qc pc qd qf rf qg rg qh qe pe ld
kj_67961,7,pd nc oc nd pf qh kc
kj_62393,12,pc pe tt oc ob od nc nb mb pb na qc
kj_84818,10,pc qe tt od oc nd nc md mc ld
kj_85845,9,pc qe tt od oc nd mc qi tt
kj_50010,8,pc qe tt od oc nd nc md
kj_92665,24,pd qc pc qd pe qe qf rf tt ld qg rg qh of qb rb rc rd sb sc ra sa sb sa
kj_32863,11,pc pe qe qf qd pf nc qj tt pd qc
kj_55867,7,pd nc qf tt oc nd kc
kj_72656,9,pd tt nc tt qi tt oi qf qe
kj_79002,8,pd nc qf tt kd pc qc qb
kj_52454,8,pc qe od qh tt lc jc nc
kj_23097,6,pc qe nd tt qg ri
kj_74791,13,pd nc qf tt lc ld kd kc ke lb tt mc kb
kj_95960,10,pd nc lc jc nd qc qd pc od nb
kj_66931,8,pd qc pc qd pe rf tt le
kj_65446,7,pd qc pc qd pe rf qi
kj_62950,15,pc tt qf pd oc qc qd qe rd re pe od rc nc qb
kj_11639,13,pd qc pc qd pe rf qg qf pf pb ob qb tt
kj_71829,11,pd qc pc qd pe rf tt ld tt ic tt
kj_57123,7,pd tt nc re qd qh qf
kj_58729,11,pc tt pe pf qf qg qe oc od nc pb
kj_57212,9,pc qe qi od oc nd mc qk qg
kj_58958,14,pd qc pc qd pe rf qg pb ob qb nc qf pf pg
kj_56279,14,pd qc pc qd qf qe pe rf tt qg pf qb pg qh
kj_80105,7,pc qe nd tt ph qh qg
kj_64861,6,pc tt pe oc od nc
kj_76234,14,pd nc tt qc pc qd pe pb ob qb oc qf tt ne
kj_50709,13,pd qc pc qd qf qe pe rf qg rg qh lc tt
kj_29927,9,pc tt pe qi tt oc od nc pb
kj_37512,8,pd qc pc qd pe rf qg ke
kj_70986,13,pd tt nc qf tt qd qc rc rb rd pc pi qk
kj_27702,10,pc qe nd lc tt le pf pe of qf
kj_51562,7,pc qe nd tt qh tt pk
kj_47130,23,pd qc pc qd qf qe pe rf qb rb re rd rg pf sf pb pg of nc tt og nf ng
kj_77384,13,pd qc pc qd qf qe pe rf qg rg qh tt ql
kj_56040,8,pc tt qe pf qf oc pd kc
kj_68652,22,pc tt qf pd od qc qd pe qe oc pb nd oe pf nc qg ob pg rg rh rf qi
kj_45679,13,pc qe nd tt qi qc qb rb qd rc pd rd rf
kj_28253,17,pd nc oc nd pf jd lb lc kc qc qd ob pc ld mb nb jc
kj_22444,10,pd nc tt qc qd pc od mb ph tt
kj_97395,7,pc tt qf tt mc ld tt
kj_56497,17,pc qe qh od pd pe oe oc ob mc md ne of ld me nf og
kj_74206,9,pc qe tt od oc nd mc tt ph
kj_76757,8,pd nc nd oc od pc qd qc
kj_71776,7,pd nc tt qc qd pc od
kj_51953,10,pd nc lc qc pc qd pe rf tt qg
kj_63166,10,pd nc lc tt ic pf of og nf ng
kj_74759,6,pc tt qe pf qf ph
kj_11106,22,pc pe qe qf qd pf nc pj tt qm rh pd qc qh qi pi qg ph rf pg rg tt
kj_67848,7,pd nc pf oe pe pb qc
kj_35918,6,pd nc pf jc tt qh
kj_09854,6,pc tt pe pb oc ob
kj_54762,15,pd qc pc qd qf qe pe rf qb rb re rd rg se qg
kj_11154,11,pc qe qh od oc nd mb oh pj tt ld
kj_32550,8,pd tt nc qf qe pf pi ne
kj_86071,6,pc qe od qh tt oi
kj_67431,14,pd tt nc qf tt qd qc rc qe rd pe re og pc
kj_17558,10,pc tt pf qh qj oh tt pd od qc
kj_87054,10,pd nc qf pc qc qb rb pb qd kd
kj_01736,8,pc qe nd pi qh qi ph ri
kj_09630,23,pd qc pc qd qf qe pe rf qb rb re rd rg pf qg of ob qa pa pb qb tt ra
kj_44652,19,pd qc pc qd qf qe pe rf qb rb re rd rg tt sf pb ob qa tt
kj_03475,8,pc qe od tt qh pf lc rc
kj_81185,7,pc tt pf kc kd tt lc
kj_77802,6,pc qe nd tt og qg
kj_36752,6,pd tt nc md jd tt
kj_36752,6,pd tt nc md jd tt
kj_90647,10,pc qe tt od oc nd mc tt pi qi
kj_95743,8,pc qe od tt qh pf rd og
kj_71696,8,pd qc pc qd pe rf tt qg
kj_03305,7,pc qe od qh kc tt kd
kj_62047,12,pd qc pc qd pe rf tt lc tt le tt hc
kj_29086,11,pd qc pc qd pe qf tt rg og tt lc
kj_04354,8,pd nc oc nd qf qc nb re
kj_44304,8,pc tt pe qg qi pi ph qh
kj_76536,16,pd qc pc qd qf qe pe rf tt kc qg rg qh ke tt of
kj_64588,10,pd qc pc qd pe rf tt nc qb rb
kj_40634,19,pc tt pe pf qf qg pg of qh rg qe ph og qi oh rh nf oi ni
kj_40264,9,pd nc lc qf nd qc pc qd pe
kj_57935,7,pc qe nd tt qi ql tt
kj_63709,12,pd nc tt qf nd md ne pc qc oc qd ph
kj_04894,12,pd qc pc qd pe rf tt qg ld kd ke je
kj_63535,10,pd qc pc qd pe rf qf rg tt oi
kj_67481,11,pd qc pc qd qf qe pe rf qg rg qh
kj_93271,7,pd nc oc nd pf jc lc
kj_52335,18,pd qc pc qd qf qe pe rf qb rb rg pb ob qg pf rh pa sg
kj_80998,8,pc qe qi od oc nd mb tt
kj_67660,8,pc qe od qh qj tt qd pe
kj_22461,7,pc tt pe pf qe nf of
kj_45679,13,pc qe nd tt qi qc qb rb qd rc pd rd rf
kj_06523,7,pd nc qf tt kc hc id
kj_38484,7,pc tt pf tt qh pi qi
kj_86559,8,pc qe od lc pf qf pg qh
kj_58707,6,pd tt ld le me lf
kj_54412,14,pd qc pc qd qf rf qg rg qh qe pe rh qi tt
kj_38938,13,pc pe qe qf qd pf nd lc mc ld nf pd qc
kj_91192,6,pc tt pf tt qi qk
kj_75946,31,pd qc pc qd qf rf rg qe pf pe oe od ob nd ne me mf mc qb re qh rb ra rc le md mb lb nb kc kf
kj_82018,7,pc qe tt od oc nd mc
kj_57496,6,pd nc lc tt id tt
kj_65627,10,pd nc tt pf of og nf ng mf pi
kj_77129,7,pd tt kc kd tt kb lc
kj_84474,16,pd qc pc qd qf qe pe rf qb qg pf rh rc rd sd re
kj_53660,9,pd nc oc nd pf jd tt qh hc
kj_60489,6,pd nc oc nd tt pe
kj_91595,23,pd qc pc qd qf qe pe rf tt qg pf qb tt pg og oh ng nh mh mg ne tt lh
kj_48164,8,pc qe od qh pf qf pg nc
kj_97951,6,pc tt qe pf tt qf
kj_67137,14,pc qe qg od pd pe oe of ne pg ph oh pi oi
kj_80700,6,pd tt oc nd nc ld
kj_88231,16,pd qc pc qd qe re rf qf pe rg rd sf rc tt og pi
kj_32692,10,pc qe tt od oc nd mc qh ph pg
kj_31421,15,pc tt pe pf of qe oe qd pg qf qc qg ph qi tt
kj_76100,7,pd tt nc md mc kd hd
kj_61748,7,pd nc qf ne pb pg pf
kj_80321,6,pd nc lc tt id pf
kj_87306,26,pd qc pc qd qf qe pe rf qb rb re pb rc qa rd qb rg pf qg nc nf tt lc ld kd md
kj_98525,10,pc pe qe qf qd pf nc pj pl ql
kj_91261,9,pc tt qe oc od nc pb nd oe
kj_89743,6,pc qe od pg qd tt
kj_62198,14,pc qe tt od oc nd mc tt md me le lf mf ne
kj_90367,11,pc qe qg od pd pe oe of ne pg md
kj_20522,6,pd tt nc lc kd ld
kj_40721,6,pc tt qe oc pd ld
kj_51090,13,pd qc pc qd qf qe pe rf tt qg pf qb mc
kj_78426,11,pc qe tt od oc nd mb tt pg of og
kj_84201,17,pd nc qf pc qc qb oc pb ob od nb qd pe rd mc tt qh
kj_90151,8,pd tt nc qf tt rd qc of
kj_31659,8,pc qe qd pe nc qi qk tt
kj_45703,21,pc tt pe pf of qe oe qd pg pd od qc qf oc nc pb tt nb tt qh rg
kj_72328,16,pc qe tt od qd rd rc pd qc oc re rf sd pf qg qf
kj_09654,9,pc pe tt qc tt pb oc ob qd
kj_37281,7,pd nc lc me ke pf of
kj_86753,21,pd nc tt qf pf pg of qd qc qe nd pe od rc pb qb pc lc rb sb qa
kj_57673,7,pc qe ph od oc nd mb
kj_57392,14,pd qc pc qd pe rf tt qg pg ph qf rh oh pi
kj_26753,14,pc pe qe qf qd pf nd lc mb pj tt pd qc tt
kj_11011,8,pc tt pe pf qe pj tt nf
kj_88294,8,pd nc qf tt oc nd tt qh
kj_20585,16,pd qc pc qd qf qe pe rf tt qg pf qb tt ld oh mg
kj_86922,6,pd nc lc ld kd le
kj_01892,17,pd qc pc qd pe rf tt qg tt nc qb ob pb ne qf qh nf
kj_58895,9,pc qe od qh tt lc tt nc tt
kj_61078,8,pc tt pe qg pg ph og rf
kj_13458,18,pd qc pc qd pe qf pf qg qe re rf rd qh rg pg rh tt kc
kj_83672,7,pd tt nc qf tt mc md
kj_41188,17,pd qc pc qd qf rf qg rg qh tt rh pb ob qb nc qe pe
kj_95744,7,pc qe nd lc qg le og
kj_15138,13,pc qe qh od pd pe oe nd of rc nb pg me
kj_94334,11,pc qe tt od oc nd mc tt md tt qg
kj_89166,9,pc pe qe qf qd pf nc tt qj
kj_26037,6,pc tt pe mc kc kd
kj_91656,12,pd nc tt qf pf pg of qd qg qe ph pc
kj_93978,7,pc tt qf tt lc tt ke
kj_47579,6,pd tt mc tt qe tt
kj_53303,6,pc pe qe qf qd pg
kj_64684,12,pc qe nd tt qi qc qb pd oc rc qg rb
kj_51169,9,pd tt nc md tt mc nd me id
kj_75722,7,pd tt nc md nd mf tt
kj_85254,6,pc tt qe pf pe nf
kj_34908,13,pd qc pc qd pe rf tt qg tt lc ic le ng
kj_51137,12,pd nc lc qf nd qc qd pc od nb rd rc
kj_59307,7,pd nc tt kc oc nd pf
kj_68329,18,pd qc pc qd pe rf qb rb re qe qf pb rc qa rd qb qg nc
kj_73028,12,pc pe qe qf qd pf nc pj tt qm pm ql
kj_48504,8,pd nc oc nd pf tt kc hc
kj_20711,7,pc tt pf tt qh qc qd
kj_69678,13,pd qc pc qd pe rf qg tt pb rg qh qb ql
kj_85909,13,pd qc pc qd qf rf qg qe pe rg qh pk tt
kj_36051,7,pc qe qd pe nd pi of
kj_85569,6,pc tt pe pi tt qg
kj_37936,24,pd qc pc qd qf qe pe rf tt ld qg rg qh of qb rb rc pb re qa rd qb rh nc
kj_84205,18,pd qc pc qd qe re rf qf pe rg rd sf rc qb rb pb ob nb
kj_49661,8,pc tt pe qi tt qg tt re
kj_61476,12,pc tt pe pf of qe oe qd pg pd od qc
kj_53083,8,pc qe qh od oc nd mb oh
kj_52936,7,pd tt nc qf rd tt qj
kj_55775,7,pd nc oc nd pf tt kc
kj_50956,8,pd tt nc re qf rf qd qh
kj_79258,6,pc tt pf qh qj tt
kj_14601,6,pc tt qf qh og tt
kj_63717,15,pd qc pc qd qe re rf qf pe rg rd sf rc pf qi
kj_39273,7,pc qe qh ne qd pe nc
kj_55343,6,pc qe qd pe nc pi
kj_77712,18,pd qc pc qd qe re rf qf pe rg rd sf rc tt og qj qh rh
kj_60009,8,pd qc pc qd qf rf pe rg
kj_81731,22,pc qe tt nd pe pd od qd oc oe pf qc nc md of ne mc ld lc kd qf kc
kj_59353,9,pc pe qe qf qd pf nc od oc
kj_47263,8,pd tt nc od tt oc pc pb
kj_74886,12,pd tt nc md tt nd mc lc od kd le ld
kj_02408,11,pc qe qd pe nc pi qk tt oj qj rk
kj_73487,8,pd tt nc tt qi md nd mf
kj_11397,7,pc tt pe tt ph lc kc
kj_92905,15,pd qc pc qd qf rf rg qe pf pe oe od pb nd ne
kj_57011,14,pd nc jc qf pf pg of qc qe pc qg qj qh tt
kj_40475,7,pd tt nc qc qd rd re
kj_92114,15,pc tt pe oc od nc pb nd ne me nf mf mg ng mh
kj_54841,11,pc tt pf qh tt pd od qd qc rc nc
kj_39209,7,pd nc tt qf oc nd re
kj_81898,6,pd tt nc tt qh tt
kj_61261,13,pd qc pc qd qf qe pe rf tt qg pf qb kd
kj_90409,11,pc tt qf pd oc qc qd qe rd re rc
kj_41598,9,pc qe qd pe nc tt qi tt me
kj_74451,6,pc qe od qh tt oh
kj_92555,9,pc pe qe qf qd pf nc qj tt
kj_23612,7,pd nc oc nd pf tt kb
kj_10259,14,pc tt pe oc od nc md pb qc nd ne mc me kc
kj_13087,12,pd qc pc qd pe rf tt qg tt ld lf id
kj_90589,7,pd tt nc qf tt qi tt
kj_84858,12,pd nc lc qc pc qd pe pb ob qb nb qf
kj_29154,9,pd pc qc oc qd lc od tt kb
kj_52931,9,pc pe qe qf qd pg of og rf
kj_48365,8,pc qe nd lc hc tt jc le
kj_64493,16,pd qc pc qd qf qe pe rf qg rg qh tt qb rb tt of
kj_28419,7,pd tt nc md mc kd jg
kj_67105,6,pc tt qf pg pf ng
kj_33552,13,pd nc qf pc qc qb oc pb od ob nd mc qj
kj_55701,10,pc tt qf nc tt qc pd pb ob qb
kj_65047,8,pd nc pf oe pe pb qi tt
kj_88783,12,pd nc qf pc qc qb oc pb od ob rc nd
kj_64121,10,pd nc lc qf nd qc qd pc od oc
kj_57097,10,pd qc pc qd pe rf tt mc me qb
kj_55217,6,pc qe od qh tt ql
kj_80390,17,pc qe qh od pd pe oe nd of rd rf ob pb oc rb rc oa
kj_69791,10,pd tt nc tt qi qf oi qd qc rc
kj_81137,7,pd nc oc nd pf qh qk
kj_87693,11,pc qe nd tt qi tt qd tt oi rd rc
kj_81342,8,pd tt nc md nd mf tt pg
kj_54245,7,pd nc lc tt pg tt qc
kj_28210,6,pc tt qe pf qf tt
kj_88783,12,pd nc qf pc qc qb oc pb od ob rc nd
kj_69977,7,pd nc oc nd pf qh lc
kj_65494,6,pd tt nc re rd qd
kj_73133,10,pd qc pc qd pe rf tt kd tt qg
kj_63049,9,pc pe qe qf qd pf nd pj tt
kj_38180,10,pc qe od lc qi rc pf qf pg rh
kj_32845,9,pc qe qd pe nc tt qi mf ne
kj_80403,13,pd qc pc qd qf qe pe rf qg rg qh of pf
kj_66718,11,pd nc lc tt nd qc qd pc od nb tt
kj_56876,8,pd qc pc qd pe qe qf rf
kj_99704,8,pd qc pc qd pe rf mc lc
kj_77303,11,pd qc pc qd pe rf tt lc ic le je
kj_83508,8,pd kc tt nc oc nd pf tt
kj_81155,6,pd qc pc qd pe rf
kj_82528,12,pd qc pc qd pe rf tt md qf rg qb rb
kj_88783,12,pd nc qf pc qc qb oc pb od ob rc nd
kj_94712,7,pd nc pf oe pe pb pi
kj_67157,10,pc qe qg od pd pe oe of ne pg
kj_64478,9,pd pc qc oc qd lc tt ne tt
kj_40497,9,pc qe tt mc nd md ne me qd
kj_95660,7,pc qe od tt qh tt oh
kj_85254,6,pc tt qe pf pe nf
kj_14655,9,pd nc lc ne pg jc le je hc
kj_17644,7,pd nc qf tt jc tt je
kj_95225,22,pd qc pc qd qf qe pe rf tt qg pf qb tt pg og oh ng nh mh mg ne lg
kj_74297,13,pc pe qe qf qd pf nc pj tt qm rh pd qc
kj_32523,11,pc pe nc od oc qd qc rc re rd rg
kj_60549,15,pd nc qf pc qc qb oc pb od ob nd mc tt le tt
kj_91230,10,pd nc lc jc tt ne pg je pb tt
kj_57793,10,pd qc pc qd pe rf tt mc le qb
kj_95225,22,pd qc pc qd qf qe pe rf tt qg pf qb tt pg og oh ng nh mh mg ne lg
kj_74297,13,pc pe qe qf qd pf nc pj tt qm rh pd qc
kj_32523,11,pc pe nc od oc qd qc rc re rd rg
kj_60549,15,pd nc qf pc qc qb oc pb od ob nd mc tt le tt
kj_91230,10,pd nc lc jc tt ne pg je pb tt
kj_57793,10,pd qc pc qd pe rf tt mc le qb
kj_78531,19,pd qc pc qd qf qe pe rf qb rb re pf qg rd rg pb ob qa oh
kj_36172,7,pc qe od tt qh pk oh
kj_46306,6,pc qe nd pi tt kd
kj_98368,10,pd qc pc qd qf rf qg rg qh tt
kj_57554,6,pc qe od kc tt qh
