定式ID,匹配步数,落子前缀
kj_71894,10,pc pe qe qf qd pf tt oc ob nb
kj_38479,7,pc qe pg tt pe tt qf
kj_67531,6,pc qe od pg qd pe
kj_40888,8,pd nc oc nd pf kc ke tt
kj_67257,7,pd nc qf tt oc nd jd
kj_81954,9,pc qe tt od oc nd mc tt md
kj_09116,7,pd nc ob qf qe pf ne
kj_75941,9,pc tt qe pb ob oc od nc nb
kj_92647,8,pc pe qe qf qd pf nc qj
kj_50897,7,pd nc lc qc qd pc od
kj_72012,6,pd nc kd ne pf pb
kj_09251,13,pd nc lc ne pf kd ld le kc jd jc id hc
kj_20975,9,pd nc oc nd pf jd lb qc nb
kj_09251,13,pd nc lc ne pf kd ld le kc jd jc id hc
kj_15298,7,pc qe ph tt qd tt pe
kj_50897,7,pd nc lc qc qd pc od
kj_23698,6,pc qe qi tt qd pe
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_50669,7,pd nc qf tt lc ne le
kj_82225,6,pd tt mc qc qd pc
kj_26970,9,pd nc tt kc ie qf pf pg of
kj_20474,7,pd nc lc tt qf tt ic
kj_43452,6,pc tt qe tt lc tt
kj_98558,6,pd nc qf pb qc kc
kj_29191,8,pd tt mc kc tt qc qd pc
kj_17362,6,pd tt mc qc pc qd
kj_80765,8,pd nc pf tt oc nd jd hc
kj_32044,11,pd nc lc qf nd qc qd pc od oc rd
kj_84939,7,pd nc tt qf oe qc md
kj_27813,6,pc qe tt md od pg
kj_27212,15,pc qe tt nd pe pd od qd oc oe pf qc nc of pg
kj_69398,12,pd nc tt qf pf pg of qd qc qe pb tt
kj_15207,7,pd nc lc tt hc tt qc
kj_71324,6,pd nc lc ne pf ke
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_98558,6,pd nc qf pb qc kc
kj_98558,6,pd nc qf pb qc kc
kj_24271,16,pd qc pc qd qf rf rg qe pf pe oe pb ob of ne qb
kj_80775,10,pd nc pf qc pc pb qd rb rc qb
kj_27985,6,pc qe tt mc od tt
kj_89997,17,pd qc pc qd qe re rf qf pe rg rd sf rc tt qj pf qh
kj_77452,7,pc pe oe qc pd qd of
kj_00949,18,pc qe tt nd pe pd od qd oc oe pf qc nc ne lc rg md og
kj_98558,6,pd nc qf pb qc kc
kj_84846,13,pd nc lc qc pc qd pe pb ob qb nb qf tt
kj_17972,7,pc qe tt lc qd pe nc
kj_32179,6,pd nc qf pb qi tt
kj_80603,7,pc pe qe qf qd pf pj
kj_98558,6,pd nc qf pb qc kc
kj_33169,15,pd nc tt qf pf pg of qc qe pc qg tt lc md ld
kj_63705,10,pc pe qe qf qd pf nc pd qc qj
kj_98295,6,pd nc pf pb qc ld
kj_57228,12,pd nc jc qf pf pg of qc qe pc qg qi
kj_77824,9,pc qe pg oe nd tt ng ne md
kj_42403,6,pd nc qf ne pb ob
kj_11098,9,pd nc nd qc qd pc oc ob od
kj_84482,6,pd nc lc tt qc tt
kj_94246,6,pc qe qd pe nc qi
kj_62051,6,pc tt qf nc tt qj
kj_49922,6,pc qe tt nc od nd
kj_52931,9,pc pe qe qf qd pg of og rf
kj_32956,6,pd nc pf kc oc nd
kj_56511,12,pc qe pg tt pe qd pd qg qh qf ph qc
kj_09654,9,pc pe tt qc tt pb oc ob qd
kj_27695,7,pc pe nc qc qb qd rb
kj_10806,13,pd nc tt qf nd md ne qc oc mc qd rd tt
kj_86436,7,pd nc tt qf oe qc tt
kj_21059,8,pd nc lc ne pf tt oc nb
kj_63766,10,pd nc tt qf pf pg of qc qe pc
kj_15406,6,pd nc ld ne pf jd
kj_97642,10,pc pe qe qf qd tt pf qg of qj
kj_77335,6,pc pe tt qc tt pb
kj_39947,10,pc pe qe qf qd pf nc qj ql tt
kj_40264,9,pd nc lc qf nd qc pc qd pe
kj_17697,7,pd nc qf ne pb tt lc
kj_16872,12,pc pe qe qf qd pf nc pj tt qm ol tt
kj_24766,8,pc pe qg qc qd pd qe qf
kj_94660,6,pc tt qe kc tt oc
kj_79516,6,pd nc oc nd qf jd
kj_43197,10,pd nc lc pf nd md mc qd ne qc
kj_90975,11,pd nc tt qf oe qc qd pc md od pe
kj_58702,8,pc pe qe qf qd tt pf tt
kj_66883,8,pd nc kd pf nd qc oc qd
kj_14855,6,pd tt kc tt qf tt
kj_36918,12,pd tt lc nc nd od oe oc md pc qd qc
kj_26779,6,pd tt nc jc tt qf
kj_65701,6,pc pe qe qf qd mf
kj_39717,6,pd nc qf pb qc ld
kj_75941,9,pc tt qe pb ob oc od nc nb
kj_92647,8,pc pe qe qf qd pf nc qj
kj_50897,7,pd nc lc qc qd pc od
kj_72012,6,pd nc kd ne pf pb
kj_63766,10,pd nc tt qf pf pg of qc qe pc
kj_15406,6,pd nc ld ne pf jd
kj_09251,13,pd nc lc ne pf kd ld le kc jd jc id hc
kj_74844,13,pd nc pf qc pc pb ob qb oc re rf qe qf
kj_79003,8,pd nc tt qc qd pc od oc
kj_52045,10,pc pe qe qf qd pf nc tt pj me
kj_40264,9,pd nc lc qf nd qc pc qd pe
kj_17697,7,pd nc qf ne pb tt lc
kj_91920,13,pd tt mc qc qd pc oc ob nb od nc rd re
kj_97642,10,pc pe qe qf qd tt pf qg of qj
kj_64121,10,pd nc lc qf nd qc qd pc od oc
kj_88650,12,pc pe qe pd qd oc qc pf ob nc nb lc
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_13318,7,pd nc qf pb mc md lc
kj_53303,6,pc pe qe qf qd pg
kj_24766,8,pc pe qg qc qd pd qe qf
kj_82120,11,pd nc nd md oc ne od nb me ld le
kj_65286,8,pd tt md qd qc qe pc qh
kj_95289,7,pd nc lc tt oc nd pf
kj_93524,6,pd nc qf pb tt qc
kj_47362,10,pd nc qf ne pb tt md oc pc me
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_92647,8,pc pe qe qf qd pf nc qj
kj_40299,6,pd nc qf pb qc tt
kj_75678,9,pc pe qe pd qd oc qf pb qc
kj_13499,8,pd nc qf pb tt ne ph tt
kj_15013,6,pd nc qf tt ld ne
kj_51137,12,pd nc lc qf nd qc qd pc od nb rd rc
kj_66971,8,pc qe od tt pf qf pg qg
kj_69399,14,pd qc pc qd qe re qf rf qg pb ob qb nc tt
kj_20474,7,pd nc lc tt qf tt ic
kj_05560,10,pd nc tt oe qf pg tt qg tt pb
kj_95065,7,pc pe qe pd qd oc pf
kj_86836,6,pd tt nc qg qe md
kj_56476,6,pc pe nd qc qb qd
kj_75892,7,pd nc oc nd pf kc je
kj_93524,6,pd nc qf pb tt qc
kj_44989,6,pd nc oc nd kd pe
kj_15406,6,pd nc ld ne pf jd
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_85487,9,pc qe pg oe nd pi ng qg tt
kj_71774,10,pc qe qi od oc nd nc md lc qk
kj_53263,7,pd kc tt nc oc nd pf
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_80647,8,pd tt nc re rd qe qd qi
kj_83680,7,pc tt pe qi tt qg ph
kj_02742,9,pd tt nc rd qd re rc rb sc
kj_39717,6,pd nc qf pb qc ld
kj_09867,6,pd nc pf ne pi tt
kj_74328,6,pd nc pf tt lc ne
kj_58170,7,pd nc kd qf pf pg of
kj_39947,10,pc pe qe qf qd pf nc qj ql tt
kj_40264,9,pd nc lc qf nd qc pc qd pe
kj_13318,7,pd nc qf pb mc md lc
kj_75682,7,pc pe qe pd qd oc qf
kj_65465,7,pd nc pf tt kc tt ke
kj_35273,7,pd nc qf tt kc ic tt
kj_37920,7,pd nc ld ne pf pb qc
kj_70251,7,pc pe qe qf qd tt pf
kj_96310,6,pc tt qf tt mc jd
kj_60189,8,pc qe tt nd pe pf oe qd
kj_53263,7,pd kc tt nc oc nd pf
kj_24370,11,pd nc kd qf nd md ne qc oc qd nb
kj_59329,7,pd nc qf ne oc nb tt
kj_56476,6,pc pe nd qc qb qd
kj_56168,6,pd nc pf kd oc nd
kj_95572,9,pd nc lc pf nd qc qd pc od
kj_49922,6,pc qe tt nc od nd
kj_54372,8,pd nc lc tt qf pc qc qb
kj_15013,6,pd nc qf tt ld ne
kj_74049,6,pd nc oc nd pf nf
kj_67531,6,pc qe od pg qd pe
kj_43452,6,pc tt qe tt lc tt
kj_32003,6,pc tt qe oc pd ne
kj_98558,6,pd nc qf pb qc kc
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_92555,9,pc pe qe qf qd pf nc qj tt
kj_39717,6,pd nc qf pb qc ld
kj_13470,7,pd tt nc qd qe pe qf
kj_56622,7,pc pe qe qf qd pf nc
kj_32179,6,pd nc qf pb qi tt
kj_93524,6,pd nc qf pb tt qc
kj_57611,11,pd nc tt qf pf pg of qe qd md oc
kj_39067,6,pd ld tt nc tt qf
kj_48257,8,pd nc tt ne pf pb qc qh
kj_87718,7,pd nc ld lc kc kd le
kj_02016,7,pd tt mc qf tt of qe
kj_38479,7,pc qe pg tt pe tt qf
kj_23698,6,pc qe qi tt qd pe
kj_75682,7,pc pe qe pd qd oc qf
kj_13318,7,pd nc qf pb mc md lc
kj_24766,8,pc pe qg qc qd pd qe qf
kj_41139,11,pc pe qe qf qd tt pf qg of pi tt
kj_27813,6,pc qe tt md od pg
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_10176,8,pc pe tt qc qb qd ob nc
kj_23359,7,pd nc qf pb tt qc tt
kj_18961,8,pd nc ld ne pf pb qc lb
kj_77452,7,pc pe oe qc pd qd of
kj_92887,6,pd nc qf tt kc ic
kj_68425,8,pd mc tt qf nd md nc me
kj_75941,9,pc tt qe pb ob oc od nc nb
kj_33304,9,pc pe qe qf qd pf nc qj oi
kj_77637,7,pd nc lc tt ic tt qc
kj_87779,11,pc qe tt od oc nd mc tt qg og qi
kj_72356,6,pd nc qf pg pf og
kj_19775,12,pc qe tt od oc nd mc nc nb mb lb md
kj_80853,8,pc qe pi od oc nd mc tt
kj_06528,8,pd nc qg qc pc qd pe qe
kj_70259,6,pc pe qe qf qd tt
kj_15298,7,pc qe ph tt qd tt pe
kj_91995,7,pc qe ph tt qd od pd
kj_74844,13,pd nc pf qc pc pb ob qb oc re rf qe qf
kj_58812,12,pd nc lc pf nd md mc qd oc qc ne ph
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_63541,7,pc tt qe oc od nc pb
kj_37429,10,pc pe qe pd qd oc qf pb qc nd
kj_38897,7,pc qe tt nc od nd pf
kj_77827,7,pd tt nc tt kc kd lc
kj_05768,11,pc pe qe qf qd pf nc pj qk qj pk
kj_17644,7,pd nc qf tt jc tt je
kj_09367,12,pd nc lc tt jd qc pc qd pe pb ob qb
kj_08440,11,pc pe qe qf qd pg pj nd oe od pd
kj_19247,7,pc pe qg qc qb qd mc
kj_27813,6,pc qe tt md od pg
kj_17697,7,pd nc qf ne pb tt lc
kj_17044,6,pd nc ld ne pf id
kj_70251,7,pc pe qe qf qd tt pf
kj_54432,7,pc tt qf pd qd qc od
kj_16684,6,pd tt nd qc qd pb
kj_86834,10,pd nc tt pf nd md ne oc pe qb
kj_93524,6,pd nc qf pb tt qc
kj_77750,8,pd nc nd md ne oc pc lc
kj_09654,9,pc pe tt qc tt pb oc ob qd
kj_17972,7,pc qe tt lc qd pe nc
kj_56476,6,pc pe nd qc qb qd
kj_39717,6,pd nc qf pb qc ld
kj_12232,6,pc qe pe pd od qd
kj_79002,8,pd nc qf tt kd pc qc qb
kj_01890,6,pc tt qf nc pe kd
kj_84548,7,pd pc qc oc qb ne mc
kj_54125,6,pd nc qf pb lc qc
kj_15351,6,pc tt pe mc ld lc
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_21448,9,pc qe tt mc od rc pf qf pg
kj_80114,8,pd nc lc ne pf pb qc jc
kj_77452,7,pc pe oe qc pd qd of
kj_81633,12,pd nc pf tt lc qc pc pb qd rb rc qb
kj_98558,6,pd nc qf pb qc kc
kj_78938,14,pd nc tt qc pc qd pe pb ob qb oc qf nd tt
kj_20474,7,pd nc lc tt qf tt ic
kj_16398,7,pd nc qf tt kd kc lc
kj_58506,10,pd nc tt qf nd md ne oc pc me
kj_33045,9,pc qe tt od pd pe oe nd of
kj_56956,7,pc qe qi od oc nd mc
kj_98558,6,pd nc qf pb qc kc
kj_27695,7,pc pe nc qc qb qd rb
kj_46477,9,pc pe qe qf qd pf nc pj kd
kj_06265,9,pc qe pg oe nd ld ne of mf
kj_54675,6,pd nc qf tt nd md
kj_62240,7,pd nc qf tt kc pb qc
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_54388,8,pc qe pg oe nd ld ne of
kj_98558,6,pd nc qf pb qc kc
kj_08551,11,pd nc qf pc qc qb oc pb od ob lc
kj_62160,8,pd nc qf tt kc pb qc od
kj_23912,6,pd tt nc qh tt rd
kj_53303,6,pc pe qe qf qd pg
kj_41196,6,pd nc qf tt lc md
kj_24766,8,pc pe qg qc qd pd qe qf
kj_60998,6,pd nc qf pb tt qh
kj_19775,12,pc qe tt od oc nd mc nc nb mb lb md
kj_86834,10,pd nc tt pf nd md ne oc pe qb
kj_30861,8,pd nc qf ne pb pg pf ng
kj_79418,6,pd nc tt ne pf ng
kj_65111,9,pd qc pc qd qf rf qe re qg
kj_53303,6,pc pe qe qf qd pg
kj_26319,8,pc tt qf tt qj rj qi ri
kj_46615,6,pd nc qf tt qi pi
kj_91994,8,pd nc lc ne le pf pb lb
kj_44187,6,pc tt qe tt qi tt
kj_62867,12,pd nc tt qf pf pg of qe qd kc tt ob
kj_22757,9,pc tt qf qh tt oh tt qd qc
kj_75682,7,pc pe qe pd qd oc qf
kj_88481,6,pd nc pf pb tt qh
kj_41275,9,pc qe pg oe nd tt qd rd rc
kj_36046,7,pd nc qf pb lc ne qc
kj_72001,7,pc pe tt qc qb qd nc
kj_32179,6,pd nc qf pb qi tt
kj_11737,15,pc pe qe pd qd oc pf qc pb rc ob nc of ne rd
kj_13620,11,pc qe tt nd pe pf oe qd oc qc tt
kj_58890,8,pc qe tt nd tt pd oc nc
kj_27695,7,pc pe nc qc qb qd rb
kj_04355,6,pd nc qf kc tt pb
kj_53134,6,pc qe ph tt qd pe
kj_80647,8,pd tt nc re rd qe qd qi
kj_77452,7,pc pe oe qc pd qd of
kj_93524,6,pd nc qf pb tt qc
kj_98558,6,pd nc qf pb qc kc
kj_91920,13,pd tt mc qc qd pc oc ob nb od nc rd re
kj_04517,9,pd nc oc nd pf kc je le tt
kj_93524,6,pd nc qf pb tt qc
kj_58812,12,pd nc lc pf nd md mc qd oc qc ne ph
kj_80388,14,pd nc tt qc pc qd pe pb ob qb oc qf tt nb
kj_69123,10,pd nc kd qf pf pg of qc qe pc
kj_93399,7,pd nc lc ne pf pb qc
kj_27321,6,pc tt qe tt kc ke
kj_13318,7,pd nc qf pb mc md lc
kj_98558,6,pd nc qf pb qc kc
kj_53501,7,pc qe od tt pf qg tt
kj_60118,6,pd tt nc tt qe tt
kj_53303,6,pc pe qe qf qd pg
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_88429,9,pd nc tt qf oe qc md qd pg
kj_64227,6,pc tt qe qf pf qg
kj_22240,7,pd tt kc ld lc md mc
kj_75682,7,pc pe qe pd qd oc qf
kj_65265,6,pc qe pg qg qh ph
kj_82225,6,pd tt mc qc qd pc
kj_16398,7,pd nc qf tt kd kc lc
kj_98295,6,pd nc pf pb qc ld
kj_92555,9,pc pe qe qf qd pf nc qj tt
kj_95278,7,pd nc tt pf of qc pg
kj_09440,7,pc qe tt mc od jc tt
kj_86941,21,pd nc lc qc qd pc od nd oc ob pb qb nb pa ne mb md na tt me nf
kj_72352,6,pd nc pf tt kc tt
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_40264,9,pd nc lc qf nd qc pc qd pe
kj_53834,9,pc pe qe qf qd pf nc tt qh
kj_40264,9,pd nc lc qf nd qc pc qd pe
kj_10772,7,pd tt nc qd qc pe od
kj_88491,7,pd nc lc qf nd tt oc
kj_52095,6,pc tt qf nc tt kd
kj_41157,6,pd nc lc ne qf kd
kj_53303,6,pc pe qe qf qd pg
kj_48019,10,pd nc kd qf nd md ne oc pc me
kj_41157,6,pd nc lc ne qf kd
kj_80369,6,pd nc pf kd tt qh
kj_98295,6,pd nc pf pb qc ld
kj_54372,8,pd nc lc tt qf pc qc qb
kj_64961,6,pd tt nc qf rd of
kj_98558,6,pd nc qf pb qc kc
kj_51532,12,pd nc lc tt ic qc pc qd pe pb ob qb
kj_88653,8,pc pe qe pd qd oc qc pf
kj_57019,6,pd mc tt qf nd ob
kj_75682,7,pc pe qe pd qd oc qf
kj_65265,6,pc qe pg qg qh ph
kj_77027,8,pc qe pg tt pe tt qf qh
kj_49922,6,pc qe tt nc od nd
kj_48267,6,pc pe tt qc lc tt
kj_65189,7,pd nc oc nd pf kc tt
kj_41023,10,pd nc nd md oc ne od nb me ld
kj_52931,9,pc pe qe qf qd pg of og rf
kj_49862,7,pd nc qf tt oc nd lc
kj_02601,7,pd tt lc nc nd oc od
kj_51498,6,pd nc qf tt pb ne
kj_62581,7,pc tt qf qh tt nc pe
kj_75682,7,pc pe qe pd qd oc qf
kj_65380,6,pc pe tt qc tt lc
kj_24766,8,pc pe qg qc qd pd qe qf
kj_89918,7,pc qe od qh tt kc tt
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_98295,6,pd nc pf pb qc ld
kj_98558,6,pd nc qf pb qc kc
kj_40264,9,pd nc lc qf nd qc pc qd pe
kj_87908,6,pc tt pe qg qi pi
kj_42499,6,pd nc pf tt le kf
kj_81646,9,pd nc tt qc qd pc od rc me
kj_90292,6,pd nc nd od oe oc
kj_85254,6,pc tt qe pf pe nf
kj_90979,6,pc tt qf pg qg pi
kj_23698,6,pc qe qi tt qd pe
kj_61474,8,pc pe qe qf qd pf nc pj
kj_42385,7,pc qe od qh qd pe oe
kj_39329,6,pc qe nd lc ph qh
kj_63642,7,pd nc qf qg pg ph tt
kj_66644,8,pd nc oc nd pf kc je tt
kj_09440,7,pc qe tt mc od jc tt
kj_53303,6,pc pe qe qf qd pg
kj_56476,6,pc pe nd qc qb qd
kj_74066,6,pd tt md lc mc ld
kj_50897,7,pd nc lc qc qd pc od
kj_61474,8,pc pe qe qf qd pf nc pj
kj_65265,6,pc qe pg qg qh ph
kj_44105,12,pd nc lc tt hc qc pc qd pe pb ob qb
kj_48019,10,pd nc kd qf nd md ne oc pc me
kj_70251,7,pc pe qe qf qd tt pf
kj_16503,8,pc pe qg qc qb qd ob of
kj_43452,6,pc tt qe tt lc tt
kj_14022,10,pc pe qe qf qd pf nc pj qm pm
kj_46633,9,pd tt lc qc qd pc nc nb od
kj_86056,7,pd nc oc nd pf kc jb
kj_07012,13,pd nc pf tt lc ld kd kc ke lb tt mc kb
kj_65477,6,pd nc pf tt kd tt
kj_84862,10,pd nc lc qc pc qd pe pb ob qb
kj_92555,9,pc pe qe qf qd pf nc qj tt
kj_39717,6,pd nc qf pb qc ld
kj_33299,10,pd nc ld tt nd mc md pc qc oc
kj_06741,8,pd nc oc nd pf kd tt qc
kj_93524,6,pd nc qf pb tt qc
kj_19247,7,pc pe qg qc qb qd mc
kj_24766,8,pc pe qg qc qd pd qe qf
